#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,160880.73,56977.6,-245173.4,-84243.48,0.0,0.0,160880.73,56977.6,None,56977.6,1646003.1
,CUST_S,128429.004,121667.28,-189442.854,-184853.89,0.0,0.0,128429.004,121667.28,None,121667.28,1319039.05
,CUST_P,123163.918,77494.72,-184639.468,-114644.81,0.0,0.0,123163.918,77494.72,None,77494.72,1255257.67
,CUST_Q,34511.009,133466.0,-51164.329,-203298.34,0.0,0.0,34511.009,133466.0,None,133466.0,352721.615
,CUST_V,227235.16,74653.669,-348119.0,-111300.323,0.0,0.0,227235.16,74653.669,None,74653.669,2274883.5
,CUST_W,91346.29,75340.44,-135890.1,-111093.44,0.0,0.0,91346.29,75340.44,None,75340.44,960369.0
,CUST_T,136301.25,208925.62,-201562.35,-317753.09,0.0,0.0,136301.25,208925.62,None,208925.62,1401958.2
,CUST_U,44415.84,141786.17,-68190.23,-217148.486,0.0,0.0,44415.84,141786.17,None,141786.17,442826.0
,CUST_Z,277818.9,18251.262,-424850.1,-25185.09,0.0,0.0,277818.9,18251.262,None,18251.262,2783429.0
,CUST_X,179158.37,65502.95,-275271.1,-95696.72,0.0,0.0,179158.37,65502.95,None,65502.95,1790576.7
,CUST_Y,43470.772,54339.48,-68699.662,-80686.59,0.0,0.0,43470.772,54339.48,None,54339.48,490818.72
,CUST_B,90051.13,64569.301,-135928.69,-92885.144,0.0,0.0,90051.13,64569.301,None,64569.301,913598.6
,CUST_C,76431.754,103197.69,-115117.029,-153348.66,0.0,0.0,76431.754,103197.69,None,103197.69,774063.54
,CUST_A,108561.22,125566.377,-167833.54,-192144.318,0.0,0.0,108561.22,125566.377,None,125566.377,1083392.2
,CUST_F,121431.53,115822.06,-182634.62,-174192.01,0.0,0.0,121431.53,115822.06,None,115822.06,1236865.5
,CUST_G,84437.11,148787.28756,-129826.88,-224186.90693,0.0,0.0,84437.11,148787.28756,None,148787.28756,863509.1
,CUST_D,128627.359,112198.9322,-189909.952,-177388.9317,0.0,0.0,128627.359,112198.9322,None,112198.9322,1329140.81
,CUST_E,263126.88,82441.473,-400508.3,-123013.81,0.0,0.0,263126.88,82441.473,None,82441.473,2649270.7
,CUST_J,100543.29,97875.874,-151397.49,-149326.0175,0.0,0.0,100543.29,97875.874,None,97875.874,1019896.3
,CUST_K,78077.91,62407.33,-120041.65,-94739.84,0.0,0.0,78077.91,62407.33,None,62407.33,784496.0
,CUST_H,166428.465,60079.133,-255936.057,-92128.562,0.0,0.0,166428.465,60079.133,None,60079.133,1664022.1
,CUST_I,167976.251,27843.37,-256206.85,-43786.34,0.0,0.0,167976.251,27843.37,None,27843.37,1750754.03
,CUST_N,36939.692,111440.62,-54804.42,-171038.19,0.0,0.0,36939.692,111440.62,None,111440.62,378348.0
,CUST_O,159267.961,38043.66,-246697.76,-57488.94,0.0,0.0,159267.961,38043.66,None,38043.66,1590627.41
,CUST_L,69890.6565,298761.85,-104528.1534,-451051.02,0.0,0.0,69890.6565,298761.85,None,298761.85,712192.517
,CUST_M,81674.104,43460.4,-126286.205,-66703.17,0.0,0.0,81674.104,43460.4,None,43460.4,815699.7
