#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base),x
Trade_6531,Swap,2020-06-01,4.752287,2636.708268,EUR,2952.454083,USD,2952.454083,2952.454083
Trade_1418,Swap,2035-06-01,19.750685,-118914.502670,USD,-118914.502670,USD,0.0,0.0
Trade_4055,Swap,2026-06-01,10.750685,-525638.550418,EUR,-588583.766831,USD,0.0,0.0
Trade_6405,Swap,2039-06-01,23.750685,122459.549819,JPY,1009.909035,USD,1009.909035,1009.909035
Trade_1589,Swap,2023-06-01,7.750685,-105122.078383,GBP,-161478.024605,USD,0.0,0.0
Trade_7633,Swap,2024-06-03,8.757751,1373.632647,USD,1373.632647,USD,1373.632647,1373.632647
Trade_4320,Swap,2045-06-01,29.750685,1005518.796962,GBP,1544577.424013,USD,1544577.42401,1544577.42401
Trade_6494,Swap,2025-06-02,9.753425,-67175.190821,GBP,-103187.810621,USD,0.0,0.0
Trade_8826,Swap,2033-06-01,17.750685,-281344.414519,EUR,-315035.408157,USD,0.0,0.0
Trade_1681,Swap,2045-06-01,29.750685,383355.877935,GBP,588872.964096,USD,588872.964096,588872.964096
Trade_5828,Swap,2033-06-01,17.750685,20164.311066,USD,20164.311066,USD,20164.311066,20164.311066
Trade_6164,Swap,2029-06-01,13.750685,-223993.697492,EUR,-250816.942767,USD,0.0,0.0
Trade_5341,Swap,2019-06-03,3.756164,36122.727647,JPY,297.899748,USD,297.899748,297.899748
Trade_9730,Swap,2032-06-01,16.752287,-305144.435634,GBP,-468732.367577,USD,0.0,0.0
Trade_9500,Swap,2034-06-01,18.750685,26596.821335,EUR,29781.790690,USD,29781.79069,29781.79069
Trade_9435,Swap,2039-06-01,23.750685,-170874.015194,AUD,-121320.550787,USD,0.0,0.0
Trade_3147,Swap,2040-06-01,24.752287,-303888.709092,USD,-303888.709092,USD,0.0,0.0
Trade_7753,Swap,2039-06-01,23.750685,-364166.189392,AUD,-258557.994468,USD,0.0,0.0
Trade_5617,Swap,2034-06-01,18.750685,193037.595619,EUR,216153.847695,USD,216153.847695,216153.847695
Trade_7936,Swap,2034-06-01,18.750685,-371737.786156,USD,-371737.786156,USD,0.0,0.0
Trade_7577,Swap,2026-06-01,10.750685,-13971.197073,GBP,-21461.155824,USD,0.0,0.0
Trade_9119,Swap,2043-06-01,27.750685,-17066.261551,GBP,-26215.484369,USD,0.0,0.0
Trade_3312,Swap,2029-06-01,13.750685,9779.361325,JPY,80.649205,USD,80.649205,80.649205
Trade_1221,Swap,2033-06-01,17.750685,-305236.654281,GBP,-468874.024641,USD,0.0,0.0
Trade_7292,Swap,2026-06-01,10.750685,-139141.816181,GBP,-213735.743836,USD,0.0,0.0
Trade_3223,Swap,2028-06-01,12.752287,-15706.156340,JPY,-129.526764,USD,0.0,0.0
Trade_5477,Swap,2033-06-01,17.750685,14273.208614,AUD,10133.978116,USD,10133.978116,10133.978116
Trade_4786,Swap,2024-06-03,8.757751,16789.275251,USD,16789.275251,USD,16789.275251,16789.275251
Trade_4970,Swap,2032-06-01,16.752287,461168.607020,JPY,3803.201496,USD,3803.201496,3803.201496
Trade_5849,Swap,2026-06-01,10.750685,-265507.056545,GBP,-407845.389558,USD,0.0,0.0
Trade_5519,Swap,2023-06-01,7.750685,-89124.950668,GBP,-136904.836720,USD,0.0,0.0
Trade_6483,Swap,2036-06-02,20.755019,27953.181003,EUR,31300.574428,USD,31300.574428,31300.574428
Trade_6013,Swap,2030-06-03,14.756164,158565.103953,USD,158565.103953,USD,158565.103953,158565.103953
Trade_8937,Swap,2026-06-01,10.750685,290297.646069,JPY,2394.049432,USD,2394.049432,2394.049432
Trade_4512,Swap,2028-06-01,12.752287,54912.513991,AUD,38987.884934,USD,38987.884934,38987.884934
Trade_1553,Swap,2021-06-01,5.750685,-2050.356836,JPY,-16.909044,USD,0.0,0.0
Trade_8668,Swap,2028-06-01,12.752287,153255.261073,JPY,1263.877526,USD,1263.877526,1263.877526
Trade_1546,Swap,2040-06-01,24.752287,584640.209119,EUR,654650.874160,USD,654650.87416,654650.87416
Trade_6251,Swap,2030-06-03,14.756164,-30035.085094,AUD,-21324.910417,USD,0.0,0.0
Trade_1844,Swap,2036-06-02,20.755019,186130.388584,AUD,132152.575895,USD,132152.575895,132152.575895
Trade_3149,Swap,2037-06-01,21.750685,663127.827287,JPY,5468.734659,USD,5468.734659,5468.734659
Trade_5571,Swap,2023-06-01,7.750685,45479.275509,AUD,32290.285611,USD,32290.285611,32290.285611
Trade_9877,Swap,2027-06-01,11.750685,234068.941714,USD,234068.941714,USD,234068.941714,234068.941714
Trade_1744,Swap,2042-06-02,26.753425,-436936.184399,USD,-436936.184399,USD,0.0,0.0
Trade_4155,Swap,2030-06-03,14.756164,533783.808307,EUR,597704.419351,USD,597704.419351,597704.419351
Trade_6440,Swap,2023-06-01,7.750685,220234.446640,EUR,246607.521625,USD,246607.521625,246607.521625
Trade_8372,Swap,2045-06-01,29.750685,885658.467859,AUD,628817.512178,USD,628817.512178,628817.512178
Trade_1911,Swap,2026-06-01,10.750685,305309.323245,EUR,341870.114704,USD,341870.114704,341870.114704
Trade_9553,Swap,2039-06-01,23.750685,129631.615484,AUD,92038.446993,USD,92038.446993,92038.446993
Trade_1986,Swap,2036-06-02,20.755019,-209776.945079,AUD,-148941.631006,USD,0.0,0.0
