#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,184437.64,58080.84,-313550.24,-98917.21,0.0,0.0,184437.64,58080.84,None,58080.84,1985651.3
,CUST_S,109383.546,89886.2,-181495.869,-149054.69,0.0,0.0,109383.546,89886.2,None,89886.2,1219555.4
,CUST_P,93960.58,121712.04,-156485.168,-206253.39,0.0,0.0,93960.58,121712.04,None,121712.04,1043842.26
,CUST_Q,63959.65,69874.617,-108306.347,-116302.496,0.0,0.0,63959.65,69874.617,None,69874.617,702721.18
,CUST_V,156891.5,80150.711,-265841.46,-135485.223,0.0,0.0,156891.5,80150.711,None,80150.711,1692774.0
,CUST_W,92631.13,76639.604,-155903.9,-126836.779,0.0,0.0,92631.13,76639.604,None,76639.604,1052204.2
,CUST_T,117919.392,158164.52,-195888.65,-265062.39,0.0,0.0,117919.392,158164.52,None,158164.52,1323028.9
,CUST_U,47593.579,155794.836,-80515.06,-266130.13,0.0,0.0,47593.579,155794.836,None,155794.836,506175.0
,CUST_Z,273825.3,19904.41,-464089.9,-33125.71,0.0,0.0,273825.3,19904.41,None,19904.41,2955477.0
,CUST_X,158332.77,69193.68,-265575.5,-117642.72,0.0,0.0,158332.77,69193.68,None,69193.68,1728945.1
,CUST_Y,24646.931,62602.22,-42386.75,-103844.35,0.0,0.0,24646.931,62602.22,None,62602.22,283867.2
,CUST_B,88650.724,90715.694,-148039.19,-150940.833,0.0,0.0,88650.724,90715.694,None,90715.694,978322.4
,CUST_C,56006.379,100621.2,-93289.349,-170670.7,0.0,0.0,56006.379,100621.2,None,100621.2,633211.24
,CUST_A,110313.34,105383.7,-190765.93,-179250.97,0.0,0.0,110313.34,105383.7,None,105383.7,1167249.9
,CUST_F,88880.36,95302.1,-148401.64,-160498.2,0.0,0.0,88880.36,95302.1,None,95302.1,993874.7
,CUST_G,62573.07,187652.05852,-109234.83,-317819.7204,0.0,0.0,62573.07,187652.05852,None,187652.05852,681902.6
,CUST_D,130917.07,151448.39067,-217174.422,-264309.80169,0.0,0.0,130917.07,151448.39067,None,151448.39067,1459182.77
,CUST_E,202237.2,75084.76,-339245.7,-126284.15,0.0,0.0,202237.2,75084.76,None,75084.76,2213806.0
,CUST_J,125484.94,60832.1996,-211104.19,-102905.4711,0.0,0.0,125484.94,60832.1996,None,60832.1996,1373842.3
,CUST_K,94934.18,89403.674,-164302.71,-151019.843,0.0,0.0,94934.18,89403.674,None,89403.674,1003874.5
,CUST_H,157206.993,53255.829,-268195.0,-90730.214,0.0,0.0,157206.993,53255.829,None,53255.829,1679092.14
,CUST_I,109742.486,48106.75,-184438.145,-83779.14,0.0,0.0,109742.486,48106.75,None,48106.75,1278281.84
,CUST_N,33979.229,148438.43,-56969.33,-255022.53,0.0,0.0,33979.229,148438.43,None,148438.43,371982.5
,CUST_O,134737.13,38124.49,-229223.38,-62374.59,0.0,0.0,134737.13,38124.49,None,38124.49,1442159.7
,CUST_L,109918.20493,250477.054,-185216.81631,-421982.04,0.0,0.0,109918.20493,250477.054,None,250477.054,1200711.7674
,CUST_M,55345.511,62648.75,-95193.079,-107393.43,0.0,0.0,55345.511,62648.75,None,62648.75,588272.49
