#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-138580.886502,USD,929328.582293
CSA_41,,,,,,2420898.90246,USD,2427421.03672
CSA_42,,,,,,55569.127584,USD,101065.524438
CSA_43,,,,,,-107592.468212,USD,44158.624729
CSA_44,,,,,,174810.334221,USD,191831.151761
CSA_45,,,,,,-372062.469514,USD,235819.233658
CSA_46,,,,,,575792.947627,USD,723913.16889
CSA_47,,,,,,666681.135669,USD,975802.644314
CSA_48,,,,,,-958824.637279,USD,127409.622337
CSA_49,,,,,,-191503.698045,USD,235920.728439
CSA_59,,,,,,-434236.82388,USD,230.428023
CSA_58,,,,,,-606301.877351,USD,123460.49192
CSA_57,,,,,,-2700502.68752,USD,82366.837005
CSA_56,,,,,,932262.488049,USD,932262.488049
CSA_55,,,,,,717623.901382,USD,717623.901382
CSA_54,,,,,,243252.835334,USD,512931.000806
CSA_53,,,,,,134523.136079,USD,150120.895818
CSA_52,,,,,,172281.413023,USD,172281.413023
CSA_51,,,,,,-902154.962391,USD,91181.448704
CSA_50,,,,,,-211809.326876,USD,0.0
CSA_28,,,,,,478292.202973,USD,716389.951114
CSA_29,,,,,,-740696.689547,USD,199615.07828
CSA_22,,,,,,1334049.24425,USD,1423065.4225
CSA_23,,,,,,1995457.04609,USD,1995457.04609
CSA_20,,,,,,-543775.212406,USD,0.0
CSA_21,,,,,,-165458.229236,USD,58274.519585
CSA_26,,,,,,1289917.42819,USD,1328602.37506
CSA_27,,,,,,-461514.61446,USD,81196.981291
CSA_24,,,,,,-733801.749796,USD,461636.445109
CSA_25,,,,,,955527.359868,USD,1598332.03147
CSA_39,,,,,,-615131.375079,USD,0.0
CSA_38,,,,,,2159159.49125,USD,2439593.22822
CSA_31,,,,,,167382.845998,USD,197233.547787
CSA_30,,,,,,-400248.151761,USD,29344.487255
CSA_33,,,,,,-1011783.52466,USD,643972.792908
CSA_32,,,,,,-1090749.99687,USD,878711.007376
CSA_35,,,,,,679864.885426,USD,946759.158288
CSA_34,,,,,,260644.087111,USD,319143.219455
CSA_37,,,,,,588034.674525,USD,669602.734868
CSA_36,,,,,,-228409.926025,USD,29961.088448
CSA_119,,,,,,850207.073983,USD,907042.13725
CSA_118,,,,,,1108821.85545,USD,1112051.17243
CSA_113,,,,,,250378.426993,USD,250378.426993
CSA_112,,,,,,147315.701886,USD,230779.56553
CSA_111,,,,,,238348.248677,USD,627656.442802
CSA_110,,,,,,1655042.43866,USD,1655042.43866
CSA_117,,,,,,428696.549949,USD,475465.142639
CSA_116,,,,,,775077.319389,USD,823618.162628
CSA_115,,,,,,-647119.2177,USD,311141.090728
CSA_114,,,,,,326371.643304,USD,328952.075192
CSA_108,,,,,,-373262.889551,USD,66959.323116
CSA_109,,,,,,1059440.147,USD,1243359.55077
CSA_100,,,,,,-841183.886172,USD,152962.639197
CSA_101,,,,,,-355908.902299,USD,476.02568
CSA_102,,,,,,-360680.56379,USD,9060.213687
CSA_103,,,,,,688883.629212,USD,713943.118645
CSA_104,,,,,,100556.137111,USD,210505.994139
CSA_105,,,,,,-1574058.1367,USD,96587.250228
CSA_106,,,,,,-574574.94982,USD,567842.420859
CSA_107,,,,,,996484.930551,USD,2015060.83002
CSA_13,,,,,,94420.414338,USD,185917.00818
CSA_12,,,,,,480926.844925,USD,483865.11787
CSA_11,,,,,,-588918.390172,USD,287611.932283
CSA_10,,,,,,-337400.151554,USD,242525.918636
CSA_17,,,,,,1445185.347,USD,2107799.74619
CSA_16,,,,,,-842544.158729,USD,17472.423974
CSA_15,,,,,,-453687.219779,USD,1555.389962
CSA_14,,,,,,146795.788917,USD,698199.534741
CSA_19,,,,,,-378900.033078,USD,106385.361047
CSA_18,,,,,,-568684.403871,USD,34559.902195
CSA_130,,,,,,939544.204482,USD,1132388.44612
CSA_88,,,,,,766892.405221,USD,883199.733452
CSA_89,,,,,,7471.961261,USD,1074038.33469
CSA_84,,,,,,-35080.437512,USD,218945.180296
CSA_85,,,,,,-1009859.97929,USD,0.0
CSA_86,,,,,,-359105.388947,USD,353272.597799
CSA_87,,,,,,899396.378945,USD,1026736.14437
CSA_80,,,,,,-230727.68252,USD,0.0
CSA_81,,,,,,-896012.761804,USD,326080.383931
CSA_82,,,,,,290222.101534,USD,342326.182877
CSA_83,,,,,,-155251.960572,USD,12071.074519
CSA_66,,,,,,299960.036913,USD,635862.540931
CSA_67,,,,,,-260217.678874,USD,0.0
CSA_64,,,,,,-542047.390056,USD,82316.175909
CSA_65,,,,,,228297.691828,USD,252679.097361
