#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,164433.19,56074.47,-245131.1,-81103.78,0.0,0.0,164433.19,56074.47,None,56074.47,1691029.1
,CUST_S,127472.889,118822.85,-184143.058,-176289.39,0.0,0.0,127472.889,118822.85,None,118822.85,1315953.5
,CUST_P,119854.88,82505.87,-175691.327,-119992.93,0.0,0.0,119854.88,82505.87,None,82505.87,1229135.95
,CUST_Q,36983.0742,125458.12,-53602.214,-186914.6,0.0,0.0,36983.0742,125458.12,None,125458.12,380178.926
,CUST_V,219702.53,75793.91,-329104.76,-110811.085,0.0,0.0,219702.53,75793.91,None,75793.91,2210118.6
,CUST_W,92494.27,73709.56,-134773.9,-106339.99,0.0,0.0,92494.27,73709.56,None,73709.56,978329.8
,CUST_T,135073.13,204570.56,-195622.47,-304246.86,0.0,0.0,135073.13,204570.56,None,204570.56,1397401.1
,CUST_U,44131.52,143729.525,-66262.59,-215216.287,0.0,0.0,44131.52,143729.525,None,143729.525,441975.7
,CUST_Z,277476.9,18509.191,-414616.8,-25158.44,0.0,0.0,277476.9,18509.191,None,18509.191,2793330.0
,CUST_X,178312.38,65558.21,-267433.53,-93957.81,0.0,0.0,178312.38,65558.21,None,65558.21,1792818.6
,CUST_Y,41021.881,56042.34,-63155.16,-81574.4,0.0,0.0,41021.881,56042.34,None,56042.34,465302.28
,CUST_B,90351.18,66293.145,-133374.1,-93706.213,0.0,0.0,90351.18,66293.145,None,66293.145,921792.3
,CUST_C,73844.018,102780.02,-108492.022,-149782.46,0.0,0.0,73844.018,102780.02,None,102780.02,752915.62
,CUST_A,107972.17,123795.655,-163003.73,-185076.602,0.0,0.0,107972.17,123795.655,None,123795.655,1081948.3
,CUST_F,117543.26,113149.43,-172728.32,-166357.79,0.0,0.0,117543.26,113149.43,None,113149.43,1205103.0
,CUST_G,81999.79,154208.63819,-123087.65,-227581.16684,0.0,0.0,81999.79,154208.63819,None,154208.63819,842559.1
,CUST_D,130170.755,115471.5142,-188632.293,-177921.1031,0.0,0.0,130170.755,115471.5142,None,115471.5142,1351522.87
,CUST_E,255618.81,80109.44,-380187.0,-116513.77,0.0,0.0,255618.81,80109.44,None,80109.44,2588558.6
,CUST_J,103392.19,93971.6751,-152355.1,-140091.184,0.0,0.0,103392.19,93971.6751,None,93971.6751,1053489.3
,CUST_K,79431.83,65734.08,-119375.1,-97600.14,0.0,0.0,79431.83,65734.08,None,65734.08,801291.8
,CUST_H,165797.345,59208.404,-249119.821,-88967.027,0.0,0.0,165797.345,59208.404,None,59208.404,1665620.3
,CUST_I,161807.466,29045.93,-241298.94,-44300.42,0.0,0.0,161807.466,29045.93,None,29045.93,1702155.66
,CUST_N,36915.46,115208.68,-53725.63,-172864.47,0.0,0.0,36915.46,115208.68,None,115208.68,379472.6
,CUST_O,157298.008,37758.54,-237978.93,-55846.94,0.0,0.0,157298.008,37758.54,None,37758.54,1579430.4
,CUST_L,74497.7146,293120.71,-109147.9109,-433191.53,0.0,0.0,74497.7146,293120.71,None,293120.71,762449.293
,CUST_M,77660.338,45161.48,-117104.1,-67800.32,0.0,0.0,77660.338,45161.48,None,45161.48,778964.29
