#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,173011.38,53591.05,-277932.04,-82073.23,0.0,0.0,173011.38,53591.05,None,53591.05,1823905.4
,CUST_S,114100.673,99325.56,-173632.384,-156181.9,0.0,0.0,114100.673,99325.56,None,99325.56,1215836.09
,CUST_P,103776.669,102961.74,-160517.776,-160999.86,0.0,0.0,103776.669,102961.74,None,102961.74,1102982.41
,CUST_Q,49728.584,93233.847,-76143.332,-147777.9,0.0,0.0,49728.584,93233.847,None,93233.847,526274.18
,CUST_V,181455.57,77304.227,-291410.47,-120200.442,0.0,0.0,181455.57,77304.227,None,77304.227,1880786.4
,CUST_W,89422.54,73177.716,-138323.9,-109964.96,0.0,0.0,89422.54,73177.716,None,73177.716,980258.7
,CUST_T,120377.09,178207.74,-182435.74,-281893.5,0.0,0.0,120377.09,178207.74,None,178207.74,1292281.7
,CUST_U,44420.34,149099.627,-71922.97,-240780.597,0.0,0.0,44420.34,149099.627,None,149099.627,456373.7
,CUST_Z,280554.6,17331.86,-448124.8,-24440.77,0.0,0.0,280554.6,17331.86,None,17331.86,2910352.0
,CUST_X,162267.19,64167.37,-257919.29,-96539.26,0.0,0.0,162267.19,64167.37,None,64167.37,1695702.7
,CUST_Y,30627.709,61249.93,-51175.98,-93714.34,0.0,0.0,30627.709,61249.93,None,61249.93,352560.52
,CUST_B,91113.85,75854.129,-142654.98,-112752.63,0.0,0.0,91113.85,75854.129,None,75854.129,960059.3
,CUST_C,62824.983,99271.25,-95695.198,-153792.0,0.0,0.0,62824.983,99271.25,None,99271.25,670429.41
,CUST_A,106353.38,112490.909,-173776.41,-179290.07,0.0,0.0,106353.38,112490.909,None,112490.909,1092197.6
,CUST_F,97681.81,98773.0,-149614.66,-152010.2,0.0,0.0,97681.81,98773.0,None,98773.0,1043126.7
,CUST_G,65190.6,166426.68655,-105547.54,-262338.27304,0.0,0.0,65190.6,166426.68655,None,166426.68655,688707.7
,CUST_D,128426.048,130716.4726,-196490.679,-219575.7909,0.0,0.0,128426.048,130716.4726,None,130716.4726,1376745.85
,CUST_E,227031.1,75922.72,-358199.1,-114038.88,0.0,0.0,227031.1,75922.72,None,75922.72,2379358.0
,CUST_J,113551.96,73434.6441,-177645.31,-117387.71,0.0,0.0,113551.96,73434.6441,None,73434.6441,1195112.5
,CUST_K,84145.32,77755.684,-136480.72,-123525.87,0.0,0.0,84145.32,77755.684,None,77755.684,867860.2
,CUST_H,160887.45,54721.226,-260417.013,-88393.563,0.0,0.0,160887.45,54721.226,None,54721.226,1659414.75
,CUST_I,132511.192,37403.623,-211260.76,-61283.35,0.0,0.0,132511.192,37403.623,None,37403.623,1463031.43
,CUST_N,33393.338,130773.92,-51903.244,-212252.77,0.0,0.0,33393.338,130773.92,None,130773.92,352917.15
,CUST_O,145848.16,36668.56,-237572.63,-56051.93,0.0,0.0,145848.16,36668.56,None,36668.56,1505333.3
,CUST_L,90826.43031,264680.17,-141953.7072,-417056.75,0.0,0.0,90826.43031,264680.17,None,264680.17,956129.008
,CUST_M,64178.091,52271.77,-104115.276,-84281.2,0.0,0.0,64178.091,52271.77,None,52271.77,656140.67
