#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-172174.742709,USD,490788.404139
CSA_41,,,,,,1485424.55082,USD,1660548.65117
CSA_42,,,,,,18879.46166,USD,127758.363257
CSA_43,,,,,,-96042.557426,USD,142819.919719
CSA_44,,,,,,393013.092765,USD,427060.434488
CSA_45,,,,,,-595915.121595,USD,130989.515477
CSA_46,,,,,,374604.071092,USD,491198.895077
CSA_47,,,,,,680413.097926,USD,1050267.77449
CSA_48,,,,,,-895435.997938,USD,7535.655252
CSA_49,,,,,,586300.188846,USD,586300.188846
CSA_59,,,,,,-474457.190844,USD,1228.280438
CSA_58,,,,,,142635.112724,USD,564684.903264
CSA_57,,,,,,-2527798.83471,USD,122822.327062
CSA_56,,,,,,1281862.24429,USD,1281862.24429
CSA_55,,,,,,898415.170277,USD,898415.170277
CSA_54,,,,,,497815.768557,USD,881179.976306
CSA_53,,,,,,148207.442749,USD,342530.757508
CSA_52,,,,,,-147350.200878,USD,73606.252966
CSA_51,,,,,,-1212454.22119,USD,21813.98474
CSA_50,,,,,,-129925.00311,USD,28749.883586
CSA_28,,,,,,-72370.879192,USD,453411.351229
CSA_29,,,,,,-253287.34625,USD,304063.842229
CSA_22,,,,,,879366.444028,USD,1348365.78413
CSA_23,,,,,,1500312.36972,USD,1506862.46324
CSA_20,,,,,,-740441.378917,USD,80.881975
CSA_21,,,,,,6593.886964,USD,81778.077802
CSA_26,,,,,,678414.980381,USD,850300.061378
CSA_27,,,,,,-123331.874009,USD,205813.662077
CSA_24,,,,,,-87194.30247,USD,759430.711375
CSA_25,,,,,,372377.947198,USD,1075025.16535
CSA_39,,,,,,-549084.34922,USD,509.454548
CSA_38,,,,,,2129301.28472,USD,2129809.48381
CSA_31,,,,,,179637.032487,USD,262712.100073
CSA_30,,,,,,-292243.012253,USD,5844.637225
CSA_33,,,,,,-1746420.20364,USD,600100.714547
CSA_32,,,,,,-381789.028075,USD,950551.842322
CSA_35,,,,,,565399.186863,USD,629643.530326
CSA_34,,,,,,-573382.926489,USD,83442.752765
CSA_37,,,,,,683464.557828,USD,776647.812908
CSA_36,,,,,,-231661.666057,USD,145330.25085
CSA_119,,,,,,235685.46365,USD,643437.260993
CSA_118,,,,,,620115.225089,USD,904178.416785
CSA_113,,,,,,479405.729177,USD,479405.729177
CSA_112,,,,,,553881.944123,USD,569152.120982
CSA_111,,,,,,79574.313543,USD,1060016.66516
CSA_110,,,,,,1142164.39084,USD,1144398.18783
CSA_117,,,,,,929503.608388,USD,1053455.49969
CSA_116,,,,,,597627.93852,USD,625204.821346
CSA_115,,,,,,-565747.540232,USD,115640.541633
CSA_114,,,,,,87226.829156,USD,88441.629175
CSA_108,,,,,,-225644.283826,USD,6766.715349
CSA_109,,,,,,814567.740856,USD,988481.708638
CSA_100,,,,,,-979666.737467,USD,167849.553944
CSA_101,,,,,,-845225.322083,USD,181.95099
CSA_102,,,,,,-713907.751732,USD,41054.390151
CSA_103,,,,,,696599.1618,USD,782129.247159
CSA_104,,,,,,195800.14045,USD,270055.911281
CSA_105,,,,,,-1233783.74517,USD,95492.11773
CSA_106,,,,,,-801906.225466,USD,169620.507383
CSA_107,,,,,,644548.240858,USD,1569739.62007
CSA_13,,,,,,62907.238212,USD,353323.382891
CSA_12,,,,,,187542.959812,USD,196116.851932
CSA_11,,,,,,-207655.04636,USD,506023.809603
CSA_10,,,,,,-685757.413778,USD,153940.946254
CSA_17,,,,,,1747541.54618,USD,2171401.69804
CSA_16,,,,,,-886108.250892,USD,4214.486031
CSA_15,,,,,,-470062.571969,USD,1382.463745
CSA_14,,,,,,-542433.648801,USD,294144.77732
CSA_19,,,,,,-890661.552653,USD,197177.740298
CSA_18,,,,,,-648076.664277,USD,42160.587681
CSA_130,,,,,,514332.675064,USD,738452.654986
CSA_88,,,,,,338045.439391,USD,526312.962357
CSA_89,,,,,,135264.226787,USD,664334.994654
CSA_84,,,,,,-35821.67515,USD,223736.257535
CSA_85,,,,,,-561780.306681,USD,5486.020091
CSA_86,,,,,,-528610.039227,USD,281826.815447
CSA_87,,,,,,1098661.35105,USD,1116241.76455
CSA_80,,,,,,-524081.922793,USD,22017.551735
CSA_81,,,,,,-358415.297419,USD,514919.12093
CSA_82,,,,,,542539.056865,USD,589885.532098
CSA_83,,,,,,-214575.667108,USD,7035.043557
CSA_66,,,,,,543406.544723,USD,1121570.54041
CSA_67,,,,,,-324651.529444,USD,70177.961889
CSA_64,,,,,,-778532.147957,USD,49679.856154
CSA_65,,,,,,316273.709397,USD,448774.567851
CSA_62,,,,,,-18100.594923,USD,103605.959381
CSA_63,,,,,,469321.55244,USD,1222073.43671
CSA_60,,,,,,-804545.801635,USD,358024.881661
CSA_61,,,,,,-116305.922382,USD,19365.871227
CSA_68,,,,,,-151722.567713,USD,75731.872716
CSA_69,,,,,,-513509.746342,USD,236908.296523
CSA_122,,,,,,-60620.252302,USD,47566.343678
CSA_123,,,,,,-57601.529974,USD,23319.066177
CSA_120,,,,,,-417124.708049,USD,0.0
CSA_121,,,,,,469308.617974,USD,469308.617974
CSA_126,,,,,,211422.497683,USD,213187.362575
CSA_127,,,,,,1096648.14746,USD,1096648.14746
CSA_124,,,,,,-157069.38915,USD,57423.545335
CSA_125,,,,,,-414426.977534,USD,400574.592006
CSA_128,,,,,,2398939.47933,USD,2424238.78565
CSA_129,,,,,,70251.528837,USD,322581.867252
CSA_99,,,,,,-1215217.25777,USD,6207.649167
CSA_98,,,,,,74867.309391,USD,558698.450659
CSA_93,,,,,,-42417.234697,USD,431754.993176
CSA_92,,,,,,368791.165425,USD,731191.558586
CSA_91,,,,,,378003.15575,USD,957305.277887
CSA_90,,,,,,1579958.43772,USD,1583494.05595
CSA_97,,,,,,-150209.777103,USD,251382.194809
CSA_96,,,,,,1093108.20502,USD,1093108.20502
CSA_95,,,,,,543045.877073,USD,941482.080271
CSA_94,,,,,,-1373646.48581,USD,476469.150368
CSA_75,,,,,,1208443.94468,USD,1369002.45286
CSA_74,,,,,,450146.29843,USD,896896.556501
CSA_77,,,,,,-577496.715162,USD,101907.883821
CSA_76,,,,,,-569854.458501,USD,104761.057665
CSA_71,,,,,,-378434.939903,USD,31990.577316
CSA_70,,,,,,-1763651.53434,USD,61882.016434
CSA_73,,,,,,816207.07132,USD,838980.641923
CSA_72,,,,,,81964.543556,USD,223496.14603
CSA_79,,,,,,1216104.62195,USD,1551039.76724
CSA_78,,,,,,-88872.483184,USD,25078.896796
CSA_3,,,,,,711203.892771,USD,1081770.10923
CSA_2,,,,,,1058935.99634,USD,1074308.45367
CSA_1,,,,,,-1278161.48962,USD,127414.243616
CSA_7,,,,,,368426.811879,USD,727427.324325
CSA_6,,,,,,478170.122435,USD,547170.984352
CSA_5,,,,,,-131939.894637,USD,180639.82035
CSA_4,,,,,,50942.069464,USD,239275.198486
CSA_9,,,,,,291745.625325,USD,328412.671295
CSA_8,,,,,,-125569.390046,USD,447158.348415
