#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-223580.863752,USD,544320.145646
CSA_41,,,,,,1577579.05362,USD,1635270.03291
CSA_42,,,,,,17300.372787,USD,106430.246182
CSA_43,,,,,,-125056.776586,USD,107011.576591
CSA_44,,,,,,347157.027329,USD,374463.719939
CSA_45,,,,,,-533176.79396,USD,156048.302669
CSA_46,,,,,,426577.314121,USD,556501.659931
CSA_47,,,,,,685772.447237,USD,1048528.8326
CSA_48,,,,,,-841504.326377,USD,746.940609
CSA_49,,,,,,425282.953663,USD,425282.953663
CSA_59,,,,,,-471758.460724,USD,1031.977571
CSA_58,,,,,,-19619.098841,USD,472541.875567
CSA_57,,,,,,-2431863.80932,USD,113128.976409
CSA_56,,,,,,1221421.24013,USD,1221421.24013
CSA_55,,,,,,881111.185789,USD,881111.185789
CSA_54,,,,,,438602.095159,USD,824891.251639
CSA_53,,,,,,146119.063038,USD,287043.108671
CSA_52,,,,,,-64009.531437,USD,86737.28084
CSA_51,,,,,,-1122499.00756,USD,41276.455634
CSA_50,,,,,,-149099.411455,USD,7465.202268
CSA_28,,,,,,-18300.028676,USD,440318.693777
CSA_29,,,,,,-373254.065286,USD,278283.231086
CSA_22,,,,,,896622.512456,USD,1334120.37082
CSA_23,,,,,,1501295.81449,USD,1504452.80723
CSA_20,,,,,,-697927.685213,USD,0.0
CSA_21,,,,,,14593.143974,USD,79937.514666
CSA_26,,,,,,840244.98092,USD,983749.867679
CSA_27,,,,,,-154742.170457,USD,205175.473298
CSA_24,,,,,,-153078.54548,USD,719815.141281
CSA_25,,,,,,418970.472968,USD,1068438.58321
CSA_39,,,,,,-579011.974032,USD,429.899421
CSA_38,,,,,,2009422.75285,USD,2077041.86172
CSA_31,,,,,,178935.445809,USD,247926.712127
CSA_30,,,,,,-310986.927382,USD,7732.487336
CSA_33,,,,,,-1610022.81588,USD,597692.85672
CSA_32,,,,,,-579791.12385,USD,925431.621692
CSA_35,,,,,,582458.781902,USD,712368.112539
CSA_34,,,,,,-328746.26479,USD,128730.860321
CSA_37,,,,,,656602.905669,USD,754122.72671
CSA_36,,,,,,-222308.420107,USD,114161.25585
CSA_119,,,,,,406736.997675,USD,727108.182701
CSA_118,,,,,,711278.29641,USD,976412.666167
CSA_113,,,,,,419254.833315,USD,419254.833315
CSA_112,,,,,,474552.860988,USD,483724.443262
CSA_111,,,,,,52501.734729,USD,945722.035563
CSA_110,,,,,,1300627.70219,USD,1300627.70219
CSA_117,,,,,,804633.220535,USD,902831.212249
CSA_116,,,,,,664075.925676,USD,698543.433549
CSA_115,,,,,,-588822.773595,USD,169123.325258
CSA_114,,,,,,90730.446672,USD,92142.769648
CSA_108,,,,,,-302057.764709,USD,16923.311521
CSA_109,,,,,,872120.762032,USD,1068627.82985
CSA_100,,,,,,-929221.780463,USD,180189.185953
CSA_101,,,,,,-727647.527929,USD,216.28739
CSA_102,,,,,,-648439.53164,USD,25869.428971
CSA_103,,,,,,717928.082832,USD,783153.840335
CSA_104,,,,,,181820.978165,USD,268128.874085
CSA_105,,,,,,-1272419.47436,USD,106622.800064
CSA_106,,,,,,-655191.081984,USD,279679.555582
CSA_107,,,,,,622035.549589,USD,1594305.83647
CSA_13,,,,,,72342.767609,USD,296020.110738
CSA_12,,,,,,223620.725975,USD,224783.874687
CSA_11,,,,,,-245633.571557,USD,440341.22168
CSA_10,,,,,,-595759.817354,USD,193209.322506
CSA_17,,,,,,1688952.33287,USD,2166523.63037
CSA_16,,,,,,-856280.607594,USD,5744.032245
CSA_15,,,,,,-481186.935507,USD,1155.391319
CSA_14,,,,,,-320447.469728,USD,392264.658808
CSA_19,,,,,,-769935.484133,USD,184203.092123
CSA_18,,,,,,-633639.884873,USD,42861.155018
CSA_130,,,,,,651626.700568,USD,854938.729876
CSA_88,,,,,,453194.53144,USD,622033.913499
CSA_89,,,,,,96558.22891,USD,647641.251446
CSA_84,,,,,,1257.895544,USD,234082.202504
CSA_85,,,,,,-652008.131412,USD,0.0
CSA_86,,,,,,-490780.429053,USD,297211.514626
CSA_87,,,,,,1005361.8566,USD,1025254.10345
CSA_80,,,,,,-484134.056074,USD,0.0
CSA_81,,,,,,-380686.744019,USD,465371.936295
CSA_82,,,,,,483613.041846,USD,536396.500061
CSA_83,,,,,,-196223.504346,USD,7686.954696
CSA_66,,,,,,486559.734737,USD,1042363.30397
CSA_67,,,,,,-317396.12039,USD,48903.912712
CSA_64,,,,,,-745102.918751,USD,63217.909506
CSA_65,,,,,,307736.375867,USD,402223.273619
CSA_62,,,,,,-64055.488435,USD,102949.774513
CSA_63,,,,,,557597.427575,USD,1201930.49078
CSA_60,,,,,,-734041.88552,USD,337056.330073
CSA_61,,,,,,-183732.814931,USD,8263.903253
CSA_68,,,,,,-175110.763107,USD,90117.651392
CSA_69,,,,,,-437535.038389,USD,234851.954206
CSA_122,,,,,,-71683.061555,USD,67200.291997
CSA_123,,,,,,-46475.279843,USD,15705.607474
CSA_120,,,,,,-387382.963472,USD,0.0
CSA_121,,,,,,570404.07946,USD,572963.410416
CSA_126,,,,,,206777.096948,USD,224782.283326
CSA_127,,,,,,1126706.5531,USD,1126706.5531
CSA_124,,,,,,-185071.398857,USD,45870.530177
CSA_125,,,,,,-447053.049646,USD,381724.037984
CSA_128,,,,,,2289919.96891,USD,2314152.83503
CSA_129,,,,,,98077.907772,USD,357495.353615
CSA_99,,,,,,-1372002.0363,USD,6643.478454
CSA_98,,,,,,-10494.609074,USD,492862.24914
CSA_93,,,,,,-23656.63037,USD,492575.500362
CSA_92,,,,,,319247.042021,USD,628190.289343
CSA_91,,,,,,371819.483618,USD,995587.517342
CSA_90,,,,,,1416783.66518,USD,1419915.00934
CSA_97,,,,,,-232988.325515,USD,220965.800212
CSA_96,,,,,,1172388.35451,USD,1172388.35451
CSA_95,,,,,,564746.038523,USD,1012250.97392
CSA_94,,,,,,-1508374.85069,USD,509906.931035
CSA_75,,,,,,1193381.55436,USD,1333387.44972
CSA_74,,,,,,499674.452397,USD,862546.062276
CSA_77,,,,,,-485108.230121,USD,127259.685284
CSA_76,,,,,,-481706.729418,USD,128701.492842
CSA_71,,,,,,-440554.730382,USD,26745.455252
CSA_70,,,,,,-1661191.27944,USD,63975.908572
CSA_73,,,,,,793347.88172,USD,814113.607536
CSA_72,,,,,,75911.747999,USD,193673.391098
CSA_79,,,,,,1152870.70053,USD,1482349.33153
CSA_78,,,,,,-82641.288677,USD,21247.827061
CSA_3,,,,,,628755.813117,USD,964257.83101
CSA_2,,,,,,1046602.23711,USD,1082756.69574
CSA_1,,,,,,-1336243.27559,USD,171579.431413
CSA_7,,,,,,400621.216799,USD,704037.181106
CSA_6,,,,,,447076.286583,USD,535447.895821
CSA_5,,,,,,-233933.473527,USD,165387.352245
CSA_4,,,,,,63863.494656,USD,242885.476109
CSA_9,,,,,,340489.719877,USD,377979.809348
CSA_8,,,,,,-97459.359806,USD,434321.829011
