#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,162969.09,55886.85,-244430.3,-82189.12,0.0,0.0,162969.09,55886.85,None,55886.85,1677037.6
,CUST_S,125065.174,117012.24,-183542.241,-174835.65,0.0,0.0,125065.174,117012.24,None,117012.24,1291841.97
,CUST_P,120942.384,81970.15,-179547.957,-120913.32,0.0,0.0,120942.384,81970.15,None,81970.15,1241571.32
,CUST_Q,37103.7182,124723.55,-54593.254,-187303.18,0.0,0.0,37103.7182,124723.55,None,124723.55,381542.425
,CUST_V,216968.99,76084.423,-326784.54,-112765.759,0.0,0.0,216968.99,76084.423,None,76084.423,2183133.2
,CUST_W,92938.03,73823.42,-137428.1,-108341.89,0.0,0.0,92938.03,73823.42,None,73823.42,984048.8
,CUST_T,134836.81,201576.81,-198401.25,-302186.0,0.0,0.0,134836.81,201576.81,None,201576.81,1396221.2
,CUST_U,43921.64,142854.907,-66217.41,-215068.287,0.0,0.0,43921.64,142854.907,None,142854.907,439894.5
,CUST_Z,274659.3,18491.14,-412847.1,-26019.48,0.0,0.0,274659.3,18491.14,None,18491.14,2765951.0
,CUST_X,176811.89,65601.5,-266455.66,-95884.19,0.0,0.0,176811.89,65601.5,None,65601.5,1778488.4
,CUST_Y,40702.593,55709.37,-62467.526,-82296.12,0.0,0.0,40702.593,55709.37,None,55709.37,461536.17
,CUST_B,88947.38,67503.424,-132682.83,-97874.274,0.0,0.0,88947.38,67503.424,None,67503.424,907827.7
,CUST_C,74310.062,103033.81,-110518.935,-152411.14,0.0,0.0,74310.062,103033.81,None,103033.81,758222.89
,CUST_A,107887.26,122981.382,-163395.42,-185117.413,0.0,0.0,107887.26,122981.382,None,122981.382,1081987.9
,CUST_F,116970.15,113206.81,-173914.08,-168581.59,0.0,0.0,116970.15,113206.81,None,113206.81,1200094.4
,CUST_G,81190.8,151658.53525,-122466.56,-226110.12881,0.0,0.0,81190.8,151658.53525,None,151658.53525,834287.8
,CUST_D,127247.983,115235.5313,-187494.266,-176909.1199,0.0,0.0,127247.983,115235.5313,None,115235.5313,1322457.4
,CUST_E,256656.81,81852.27,-384423.1,-120687.3,0.0,0.0,256656.81,81852.27,None,81852.27,2601135.8
,CUST_J,102827.26,93070.5773,-153176.16,-139807.8338,0.0,0.0,102827.26,93070.5773,None,93070.5773,1048520.2
,CUST_K,79498.73,64752.79,-120122.93,-96995.15,0.0,0.0,79498.73,64752.79,None,64752.79,801609.6
,CUST_H,165919.228,58274.826,-250387.924,-88151.858,0.0,0.0,165919.228,58274.826,None,58274.826,1668365.35
,CUST_I,161000.739,29562.96,-241722.15,-44957.6,0.0,0.0,161000.739,29562.96,None,29562.96,1694080.42
,CUST_N,36637.935,114259.92,-54063.13,-172159.31,0.0,0.0,36637.935,114259.92,None,114259.92,377293.4
,CUST_O,156168.307,37830.66,-237007.65,-56548.43,0.0,0.0,156168.307,37830.66,None,37830.66,1569062.9
,CUST_L,73293.3165,291886.36,-108676.0654,-435779.26,0.0,0.0,73293.3165,291886.36,None,291886.36,750935.422
,CUST_M,77410.874,45314.24,-116904.963,-68159.84,0.0,0.0,77410.874,45314.24,None,45314.24,776990.51
