#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-129268.231334,USD,924974.672948
CSA_41,,,,,,2409707.87934,USD,2416175.87824
CSA_42,,,,,,53793.381284,USD,99923.167923
CSA_43,,,,,,-109777.057176,USD,38924.407745
CSA_44,,,,,,167249.959767,USD,183942.52752
CSA_45,,,,,,-373713.710943,USD,231916.874757
CSA_46,,,,,,570306.134752,USD,717359.681648
CSA_47,,,,,,661027.142081,USD,964489.93183
CSA_48,,,,,,-946459.27826,USD,130319.646522
CSA_49,,,,,,-187863.697534,USD,236868.660646
CSA_59,,,,,,-435476.285463,USD,301.96421
CSA_58,,,,,,-601466.565414,USD,127181.811435
CSA_57,,,,,,-2700708.48156,USD,83807.497995
CSA_56,,,,,,912411.922201,USD,912411.922201
CSA_55,,,,,,725294.243205,USD,725294.243205
CSA_54,,,,,,242047.964967,USD,506002.304678
CSA_53,,,,,,134144.573834,USD,148848.139947
CSA_52,,,,,,177618.570259,USD,177618.570259
CSA_51,,,,,,-883131.994392,USD,90882.500184
CSA_50,,,,,,-208545.805357,USD,0.0
CSA_28,,,,,,483667.547596,USD,712936.164993
CSA_29,,,,,,-733858.465311,USD,194145.341824
CSA_22,,,,,,1328086.11479,USD,1412003.05858
CSA_23,,,,,,1980490.62432,USD,1980490.62432
CSA_20,,,,,,-531846.344446,USD,0.0
CSA_21,,,,,,-167436.740312,USD,57991.45649
CSA_26,,,,,,1271362.46048,USD,1314728.3588
CSA_27,,,,,,-458487.729246,USD,81654.938577
CSA_24,,,,,,-727625.599939,USD,455492.73645
CSA_25,,,,,,946965.433898,USD,1587098.74645
CSA_39,,,,,,-608643.90155,USD,0.0
CSA_38,,,,,,2146970.3205,USD,2420922.8896
CSA_31,,,,,,164615.273543,USD,192651.985856
CSA_30,,,,,,-397978.927696,USD,27045.323074
CSA_33,,,,,,-984819.315228,USD,640564.429039
CSA_32,,,,,,-1086695.69619,USD,867704.597989
CSA_35,,,,,,667370.774383,USD,936141.324464
CSA_34,,,,,,277442.315838,USD,325397.818218
CSA_37,,,,,,574995.023736,USD,657136.363714
CSA_36,,,,,,-223642.779593,USD,33992.650602
CSA_119,,,,,,847456.350305,USD,895880.086309
CSA_118,,,,,,1098546.78643,USD,1101725.71028
CSA_113,,,,,,249539.916392,USD,249539.916392
CSA_112,,,,,,143369.253525,USD,230225.984027
CSA_111,,,,,,230093.445904,USD,618870.747583
CSA_110,,,,,,1639946.78595,USD,1639946.78595
CSA_117,,,,,,414477.374193,USD,460871.00581
CSA_116,,,,,,775528.401581,USD,823837.27374
CSA_115,,,,,,-643479.721509,USD,306775.722332
CSA_114,,,,,,325760.821393,USD,328302.354384
CSA_108,,,,,,-376298.777429,USD,65044.949055
CSA_109,,,,,,1053107.43456,USD,1236947.01875
CSA_100,,,,,,-828284.02412,USD,153776.607324
CSA_101,,,,,,-346222.175867,USD,469.746312
CSA_102,,,,,,-371110.187285,USD,7402.098506
CSA_103,,,,,,686978.397915,USD,711677.366792
CSA_104,,,,,,102390.759334,USD,211475.523348
CSA_105,,,,,,-1548196.25971,USD,97399.054864
CSA_106,,,,,,-568454.066517,USD,565784.153085
CSA_107,,,,,,978955.429701,USD,1992938.47148
CSA_13,,,,,,110069.411975,USD,201555.729737
CSA_12,,,,,,478456.792908,USD,481375.87527
CSA_11,,,,,,-581661.631622,USD,288500.38218
CSA_10,,,,,,-345713.888032,USD,243406.801
CSA_17,,,,,,1408317.43632,USD,2068513.6288
CSA_16,,,,,,-827525.729153,USD,23233.590984
CSA_15,,,,,,-452499.7697,USD,1460.828523
CSA_14,,,,,,145408.062149,USD,685994.236007
CSA_19,,,,,,-392140.999429,USD,105285.751158
CSA_18,,,,,,-562472.637619,USD,34260.961372
CSA_130,,,,,,933645.866622,USD,1124124.59345
CSA_88,,,,,,755149.864703,USD,869231.523682
CSA_89,,,,,,8654.136921,USD,1070940.53488
CSA_84,,,,,,-39389.466329,USD,217750.733424
CSA_85,,,,,,-989782.508139,USD,0.0
CSA_86,,,,,,-351758.791871,USD,352761.254888
CSA_87,,,,,,887074.375443,USD,1018626.49405
CSA_80,,,,,,-226473.386298,USD,0.0
CSA_81,,,,,,-893392.077216,USD,323019.22124
CSA_82,,,,,,289154.675173,USD,341449.408678
CSA_83,,,,,,-153286.399802,USD,11983.416757
CSA_66,,,,,,288797.221717,USD,617879.284888
CSA_67,,,,,,-261543.805737,USD,0.0
CSA_64,,,,,,-538743.265539,USD,82548.598333
CSA_65,,,,,,226259.868764,USD,252621.268554
CSA_62,,,,,,-218056.802343,USD,127298.482932
CSA_63,,,,,,1160343.45586,USD,1474703.26134
CSA_60,,,,,,-502431.885709,USD,279189.432808
CSA_61,,,,,,-188926.149985,USD,34134.969612
CSA_68,,,,,,-217890.66601,USD,198359.70182
CSA_69,,,,,,-9516.750413,USD,444738.619924
CSA_122,,,,,,-47003.137838,USD,121073.020252
CSA_123,,,,,,-32241.938135,USD,25544.237354
CSA_120,,,,,,-494751.085845,USD,34660.555969
CSA_121,,,,,,896215.442106,USD,910008.714097
CSA_126,,,,,,225379.093147,USD,380632.984586
CSA_127,,,,,,1130250.57443,USD,1130250.57443
CSA_124,,,,,,-161543.826179,USD,18764.673068
CSA_125,,,,,,-486885.9559,USD,482416.582931
CSA_128,,,,,,1891912.37991,USD,1901033.9862
CSA_129,,,,,,298346.327705,USD,518015.510844
CSA_99,,,,,,-1782287.15145,USD,8871.66235
CSA_98,,,,,,897.921737,USD,533641.560997
CSA_93,,,,,,-14147.353945,USD,558032.511122
CSA_92,,,,,,116639.074085,USD,523794.358149
CSA_91,,,,,,472821.288228,USD,1098974.36397
CSA_90,,,,,,915174.517878,USD,917136.654528
CSA_97,,,,,,-605532.33319,USD,203506.591303
CSA_96,,,,,,1430391.77086,USD,1430391.77086
CSA_95,,,,,,706758.283,USD,1255373.45833
CSA_94,,,,,,-1842232.14681,USD,581109.997447
CSA_75,,,,,,1079336.81012,USD,1268564.0905
CSA_74,,,,,,760362.450776,USD,871208.608766
CSA_77,,,,,,-121478.186759,USD,157089.244637
CSA_76,,,,,,-390645.820226,USD,304788.362303
CSA_71,,,,,,-558069.928753,USD,25705.988757
CSA_70,,,,,,-1329845.5486,USD,77239.947433
CSA_73,,,,,,1052542.6032,USD,1066787.07014
CSA_72,,,,,,48983.227869,USD,177761.592592
CSA_79,,,,,,1375593.7315,USD,1787447.77756
CSA_78,,,,,,-58430.91714,USD,15897.552367
CSA_3,,,,,,332160.562614,USD,698191.676921
CSA_2,,,,,,1194024.65698,USD,1263231.02442
CSA_1,,,,,,-1428145.44094,USD,288785.645589
CSA_7,,,,,,313528.532531,USD,469290.5614
CSA_6,,,,,,371402.93026,USD,473519.304522
CSA_5,,,,,,-454056.57822,USD,112550.62081
CSA_4,,,,,,194101.232242,USD,330109.654082
CSA_9,,,,,,493610.594357,USD,536187.707371
CSA_8,,,,,,106737.561529,USD,468369.407785
