#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base),x
Trade_6531,Swap,2020-06-01,3.928962,4674.457723,EUR,5151.953579,USD,5151.953579,5151.953579
Trade_1418,Swap,2035-06-01,18.927360,-166189.690295,USD,-166189.690295,USD,0.0,0.0
Trade_4055,Swap,2026-06-01,9.927360,-621122.015917,EUR,-684569.629842,USD,0.0,0.0
Trade_6405,Swap,2039-06-01,22.927360,379300.618925,JPY,3730.923620,USD,3730.92362,3730.92362
Trade_1589,Swap,2023-06-01,6.927360,10856.947938,GBP,14350.713785,USD,14350.713785,14350.713785
Trade_7633,Swap,2024-06-03,7.934426,-5561.714981,USD,-5561.714981,USD,0.0,0.0
Trade_4320,Swap,2045-06-01,28.927360,774043.924516,GBP,1023131.259426,USD,1023131.25943,1023131.25943
Trade_6494,Swap,2025-06-02,8.930100,-202705.140507,GBP,-267935.654723,USD,0.0,0.0
Trade_8826,Swap,2033-06-01,16.927360,-350858.615233,EUR,-386698.822779,USD,0.0,0.0
Trade_1681,Swap,2045-06-01,28.927360,790877.870612,GBP,1045382.369375,USD,1045382.36938,1045382.36938
Trade_5828,Swap,2033-06-01,16.927360,33846.082936,USD,33846.082936,USD,33846.082936,33846.082936
Trade_6164,Swap,2029-06-01,12.927360,-21142.527932,EUR,-23302.237160,USD,0.0,0.0
Trade_5341,Swap,2019-06-03,2.932839,42178.201292,JPY,414.878436,USD,414.878436,414.878436
Trade_9730,Swap,2032-06-01,15.928962,-422638.514825,GBP,-558643.588896,USD,0.0,0.0
Trade_9500,Swap,2034-06-01,17.927360,-13417.205403,EUR,-14787.772935,USD,0.0,0.0
Trade_9435,Swap,2039-06-01,22.927360,-20236.139828,AUD,-14885.704457,USD,0.0,0.0
Trade_3147,Swap,2040-06-01,23.928962,-150334.851735,USD,-150334.851735,USD,0.0,0.0
Trade_7753,Swap,2039-06-01,22.927360,-306425.021525,AUD,-225406.245834,USD,0.0,0.0
Trade_5617,Swap,2034-06-01,17.927360,95527.606186,EUR,105285.751158,USD,105285.751158,105285.751158
Trade_7936,Swap,2034-06-01,17.927360,-106799.948561,USD,-106799.948561,USD,0.0,0.0
Trade_7577,Swap,2026-06-01,9.927360,-44428.411199,GBP,-58725.473923,USD,0.0,0.0
Trade_9119,Swap,2043-06-01,26.927360,-41960.824618,GBP,-55463.817980,USD,0.0,0.0
Trade_3312,Swap,2029-06-01,12.927360,-38855.694897,JPY,-382.197188,USD,0.0,0.0
Trade_1221,Swap,2033-06-01,16.927360,-131357.061712,GBP,-173627.764171,USD,0.0,0.0
Trade_7292,Swap,2026-06-01,9.927360,-184329.770906,GBP,-243647.091184,USD,0.0,0.0
Trade_3223,Swap,2028-06-01,11.928962,-31625.233026,JPY,-311.076025,USD,0.0,0.0
Trade_5477,Swap,2033-06-01,16.927360,27389.173366,AUD,20147.475928,USD,20147.475928,20147.475928
Trade_4786,Swap,2024-06-03,7.934426,-5276.271594,USD,-5276.271594,USD,0.0,0.0
Trade_4970,Swap,2032-06-01,15.928962,565100.648241,JPY,5558.512829,USD,5558.512829,5558.512829
Trade_5849,Swap,2026-06-01,9.927360,-437425.155009,GBP,-578188.569891,USD,0.0,0.0
Trade_5519,Swap,2023-06-01,6.927360,-43046.084139,GBP,-56898.314015,USD,0.0,0.0
Trade_6483,Swap,2036-06-02,19.931694,13109.332499,EUR,14448.450814,USD,14448.450814,14448.450814
Trade_6013,Swap,2030-06-03,13.932839,-71880.050708,USD,-71880.050708,USD,0.0,0.0
Trade_8937,Swap,2026-06-01,9.927360,360044.586787,JPY,3541.515057,USD,3541.515057,3541.515057
Trade_4512,Swap,2028-06-01,11.928962,217199.057533,AUD,159771.626721,USD,159771.626721,159771.626721
Trade_1553,Swap,2021-06-01,4.927360,-3447.184957,JPY,-33.907627,USD,0.0,0.0
Trade_8668,Swap,2028-06-01,11.928962,171110.037467,JPY,1683.093696,USD,1683.093696,1683.093696
Trade_1546,Swap,2040-06-01,23.928962,886703.939654,EUR,977280.747089,USD,977280.747089,977280.747089
Trade_6251,Swap,2030-06-03,13.932839,-19318.324241,AUD,-14210.559311,USD,0.0,0.0
Trade_1844,Swap,2036-06-02,19.931694,119389.925712,AUD,87823.229354,USD,87823.229354,87823.229354
Trade_3149,Swap,2037-06-01,20.927360,297981.849774,JPY,2931.045894,USD,2931.045894,2931.045894
Trade_5571,Swap,2023-06-01,6.927360,31500.669459,AUD,23171.892454,USD,23171.892454,23171.892454
Trade_9877,Swap,2027-06-01,10.927360,113756.242388,USD,113756.242388,USD,113756.242388,113756.242388
