#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-130683.941223,USD,938225.743027
CSA_41,,,,,,2451156.14512,USD,2457375.9784
CSA_42,,,,,,59179.298902,USD,104543.951987
CSA_43,,,,,,-107315.333637,USD,41086.36485
CSA_44,,,,,,164860.404484,USD,182295.146986
CSA_45,,,,,,-378413.18964,USD,235534.327036
CSA_46,,,,,,576849.361443,USD,724086.903616
CSA_47,,,,,,661171.799398,USD,973044.613547
CSA_48,,,,,,-966859.117877,USD,135510.00406
CSA_49,,,,,,-208671.268125,USD,232788.71801
CSA_59,,,,,,-433683.225668,USD,211.622757
CSA_58,,,,,,-625766.327936,USD,110800.752839
CSA_57,,,,,,-2714388.95524,USD,82435.923265
CSA_56,,,,,,914562.758378,USD,914562.758378
CSA_55,,,,,,720252.398916,USD,720252.398916
CSA_54,,,,,,233912.610907,USD,505875.717301
CSA_53,,,,,,133524.052654,USD,149880.056332
CSA_52,,,,,,183351.450381,USD,183351.450381
CSA_51,,,,,,-893282.402229,USD,92621.594118
CSA_50,,,,,,-212596.836364,USD,0.0
CSA_28,,,,,,495853.579201,USD,724387.550016
CSA_29,,,,,,-746359.954145,USD,195253.710434
CSA_22,,,,,,1349084.10914,USD,1434433.05256
CSA_23,,,,,,2015913.74614,USD,2015913.74614
CSA_20,,,,,,-531509.793805,USD,0.0
CSA_21,,,,,,-168277.526009,USD,58903.684539
CSA_26,,,,,,1295071.21128,USD,1333839.63126
CSA_27,,,,,,-473090.572728,USD,80803.807599
CSA_24,,,,,,-758476.310146,USD,458361.197853
CSA_25,,,,,,977259.656358,USD,1617512.87596
CSA_39,,,,,,-611149.052576,USD,0.0
CSA_38,,,,,,2178939.68405,USD,2459101.22767
CSA_31,,,,,,165232.960934,USD,193136.956408
CSA_30,,,,,,-406891.523899,USD,29775.413286
CSA_33,,,,,,-977140.320967,USD,650709.864233
CSA_32,,,,,,-1103218.34686,USD,874447.861027
CSA_35,,,,,,676073.56734,USD,947051.301256
CSA_34,,,,,,284983.93033,USD,333605.770901
CSA_37,,,,,,577295.407042,USD,659924.583873
CSA_36,,,,,,-231334.208307,USD,31361.586501
CSA_119,,,,,,862156.238785,USD,906641.542506
CSA_118,,,,,,1112753.22033,USD,1115992.88218
CSA_113,,,,,,250265.39173,USD,250265.39173
CSA_112,,,,,,135060.94197,USD,232099.569581
CSA_111,,,,,,237215.834512,USD,620772.209506
CSA_110,,,,,,1654927.39468,USD,1654927.39468
CSA_117,,,,,,411319.794559,USD,457520.668439
CSA_116,,,,,,774193.098581,USD,822734.750074
CSA_115,,,,,,-657890.977071,USD,311493.264547
CSA_114,,,,,,333039.951632,USD,335636.833071
CSA_108,,,,,,-372214.722948,USD,69570.336182
CSA_109,,,,,,1058405.49469,USD,1242940.64321
CSA_100,,,,,,-829612.861353,USD,152392.732482
CSA_101,,,,,,-342327.660382,USD,476.391417
CSA_102,,,,,,-358712.754448,USD,8019.778328
CSA_103,,,,,,692435.673128,USD,717502.975412
CSA_104,,,,,,99476.561649,USD,209567.868411
CSA_105,,,,,,-1571510.15128,USD,98731.359149
CSA_106,,,,,,-570079.467037,USD,578033.250528
CSA_107,,,,,,1007489.9899,USD,2023865.83138
CSA_13,,,,,,102137.401968,USD,195738.129209
CSA_12,,,,,,488326.842097,USD,491242.018968
CSA_11,,,,,,-594501.681507,USD,287300.186723
CSA_10,,,,,,-334850.924589,USD,245333.611736
CSA_17,,,,,,1412418.67785,USD,2081532.47594
CSA_16,,,,,,-845098.574437,USD,22842.304641
CSA_15,,,,,,-451792.1646,USD,1582.371772
CSA_14,,,,,,150961.541052,USD,697668.712535
CSA_19,,,,,,-377522.066829,USD,103912.070541
CSA_18,,,,,,-558376.923574,USD,34560.443217
CSA_130,,,,,,946633.312551,USD,1139505.77318
CSA_88,,,,,,770893.241938,USD,884807.708687
CSA_89,,,,,,9052.520322,USD,1087024.49188
CSA_84,,,,,,-39490.746136,USD,220027.573854
CSA_85,,,,,,-1026303.698,USD,0.0
CSA_86,,,,,,-366804.727068,USD,355940.602114
CSA_87,,,,,,897102.789517,USD,1036717.27815
CSA_80,,,,,,-219346.124171,USD,0.0
CSA_81,,,,,,-909175.621463,USD,322011.418054
CSA_82,,,,,,284169.493701,USD,337351.729999
CSA_83,,,,,,-155884.900313,USD,12121.192339
CSA_66,,,,,,287311.717014,USD,620063.38736
CSA_67,,,,,,-257899.948209,USD,0.0
CSA_64,,,,,,-537126.489862,USD,82422.748919
CSA_65,,,,,,226148.253899,USD,251060.428458
CSA_62,,,,,,-220002.435328,USD,129859.970917
CSA_63,,,,,,1192698.63931,USD,1501702.53499
CSA_60,,,,,,-511140.620107,USD,284001.471516
CSA_61,,,,,,-183346.43309,USD,40620.96507
CSA_68,,,,,,-222455.546319,USD,209957.876446
CSA_69,,,,,,695.175301,USD,451688.536511
CSA_122,,,,,,-42252.611693,USD,123575.828792
CSA_123,,,,,,-33309.888631,USD,25457.764524
CSA_120,,,,,,-505792.423436,USD,33400.131754
CSA_121,,,,,,917753.320546,USD,931793.381673
CSA_126,,,,,,219867.754251,USD,385337.802484
CSA_127,,,,,,1168663.22131,USD,1168663.22131
CSA_124,,,,,,-162158.910188,USD,18777.752452
CSA_125,,,,,,-488584.537115,USD,492805.281634
CSA_128,,,,,,1896876.19811,USD,1906162.72615
CSA_129,,,,,,302681.664521,USD,525581.299568
CSA_99,,,,,,-1806205.71735,USD,8974.278468
CSA_98,,,,,,-13781.12993,USD,533068.992542
CSA_93,,,,,,-15174.334912,USD,561063.926736
CSA_92,,,,,,109539.963581,USD,524174.319829
CSA_91,,,,,,484203.073617,USD,1110792.58123
CSA_90,,,,,,916422.350571,USD,918228.3397
CSA_97,,,,,,-629823.448913,USD,204376.578578
CSA_96,,,,,,1446949.1053,USD,1446956.51379
CSA_95,,,,,,717180.599729,USD,1273567.00788
CSA_94,,,,,,-1861299.71133,USD,586093.886558
CSA_75,,,,,,1091665.88943,USD,1293529.62879
CSA_74,,,,,,786565.386074,USD,885674.603644
CSA_77,,,,,,-120745.917197,USD,157281.742348
CSA_76,,,,,,-390582.384355,USD,316021.161859
CSA_71,,,,,,-561363.245075,USD,26614.162837
CSA_70,,,,,,-1333107.50588,USD,79314.810549
CSA_73,,,,,,1068141.76085,USD,1082398.65684
