#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base),x
Trade_6531,Swap,2020-06-01,3.915301,4765.480937,EUR,5308.984038,USD,5308.984038,5308.984038
Trade_1418,Swap,2035-06-01,18.913699,-167318.277518,USD,-167318.277518,USD,0.0,0.0
Trade_4055,Swap,2026-06-01,9.913699,-628896.909079,EUR,-700622.601560,USD,0.0,0.0
Trade_6405,Swap,2039-06-01,22.913699,388434.884870,JPY,3789.978387,USD,3789.978387,3789.978387
Trade_1589,Swap,2023-06-01,6.913699,10360.604761,GBP,13743.342216,USD,13743.342216,13743.342216
Trade_7633,Swap,2024-06-03,7.920765,-5542.306510,USD,-5542.306510,USD,0.0,0.0
Trade_4320,Swap,2045-06-01,28.913699,768619.066936,GBP,1019573.192291,USD,1019573.19229,1019573.19229
Trade_6494,Swap,2025-06-02,8.916438,-203525.207992,GBP,-269976.188401,USD,0.0,0.0
Trade_8826,Swap,2033-06-01,16.913699,-353301.290942,EUR,-393595.303174,USD,0.0,0.0
Trade_1681,Swap,2045-06-01,28.913699,800572.396266,GBP,1061959.283647,USD,1061959.28365,1061959.28365
Trade_5828,Swap,2033-06-01,16.913699,34136.862863,USD,34136.862863,USD,34136.862863,34136.862863
Trade_6164,Swap,2029-06-01,12.913699,-11960.686234,EUR,-13324.802499,USD,0.0,0.0
Trade_5341,Swap,2019-06-03,2.919178,43412.750446,JPY,423.580354,USD,423.580354,423.580354
Trade_9730,Swap,2032-06-01,15.915301,-424786.432395,GBP,-563479.202572,USD,0.0,0.0
Trade_9500,Swap,2034-06-01,17.913699,-14481.721395,EUR,-16133.361720,USD,0.0,0.0
Trade_9435,Swap,2039-06-01,22.913699,-10986.767633,AUD,-8240.075725,USD,0.0,0.0
Trade_3147,Swap,2040-06-01,23.915301,-145137.033781,USD,-145137.033781,USD,0.0,0.0
Trade_7753,Swap,2039-06-01,22.913699,-302996.184487,AUD,-227247.138366,USD,0.0,0.0
Trade_5617,Swap,2034-06-01,17.913699,93274.153351,EUR,103912.070541,USD,103912.070541,103912.070541
Trade_7936,Swap,2034-06-01,17.913699,-100809.889498,USD,-100809.889498,USD,0.0,0.0
Trade_7577,Swap,2026-06-01,9.913699,-44704.807614,GBP,-59300.927299,USD,0.0,0.0
Trade_9119,Swap,2043-06-01,26.913699,-42528.522688,GBP,-56414.085346,USD,0.0,0.0
Trade_3312,Swap,2029-06-01,12.913699,-42824.573130,JPY,-417.841478,USD,0.0,0.0
Trade_1221,Swap,2033-06-01,16.913699,-128298.450574,GBP,-170187.894687,USD,0.0,0.0
Trade_7292,Swap,2026-06-01,9.913699,-184839.084052,GBP,-245189.044995,USD,0.0,0.0
Trade_3223,Swap,2028-06-01,11.915301,-33195.917144,JPY,-323.894206,USD,0.0,0.0
Trade_5477,Swap,2033-06-01,16.913699,28014.443742,AUD,21010.832807,USD,21010.832807,21010.832807
Trade_4786,Swap,2024-06-03,7.920765,-5226.150810,USD,-5226.150810,USD,0.0,0.0
Trade_4970,Swap,2032-06-01,15.915301,574285.294776,JPY,5603.330030,USD,5603.33003,5603.33003
Trade_5849,Swap,2026-06-01,9.913699,-439070.759816,GBP,-582427.362896,USD,0.0,0.0
Trade_5519,Swap,2023-06-01,6.913699,-43220.772065,GBP,-57332.354144,USD,0.0,0.0
Trade_6483,Swap,2036-06-02,19.918033,12962.926957,EUR,14441.348776,USD,14441.348776,14441.348776
Trade_6013,Swap,2030-06-03,13.919178,-75260.452996,USD,-75260.452996,USD,0.0,0.0
Trade_8937,Swap,2026-06-01,9.913699,371245.233197,JPY,3622.258105,USD,3622.258105,3622.258105
Trade_4512,Swap,2028-06-01,11.915301,221816.096525,AUD,166362.072394,USD,166362.072394,166362.072394
Trade_1553,Swap,2021-06-01,4.913699,-3681.380920,JPY,-35.919416,USD,0.0,0.0
Trade_8668,Swap,2028-06-01,11.915301,173912.517686,JPY,1696.873038,USD,1696.873038,1696.873038
Trade_1546,Swap,2040-06-01,23.915301,892035.881561,EUR,993772.573853,USD,993772.573853,993772.573853
Trade_6251,Swap,2030-06-03,13.919178,-18961.302091,AUD,-14220.976568,USD,0.0,0.0
Trade_1844,Swap,2036-06-02,19.918033,115905.613258,AUD,86929.209944,USD,86929.209944,86929.209944
Trade_3149,Swap,2037-06-01,20.913699,284335.262881,JPY,2774.273225,USD,2774.273225,2774.273225
Trade_5571,Swap,2023-06-01,6.913699,31416.102484,AUD,23562.076863,USD,23562.076863,23562.076863
Trade_9877,Swap,2027-06-01,10.913699,112971.752307,USD,112971.752307,USD,112971.752307,112971.752307
Trade_1744,Swap,2042-06-02,25.916438,-99109.217570,USD,-99109.217570,USD,0.0,0.0
Trade_4155,Swap,2030-06-03,13.919178,669957.812710,EUR,746366.501249,USD,746366.501249,746366.501249
Trade_6440,Swap,2023-06-01,6.913699,257230.427896,EUR,286567.558198,USD,286567.558198,286567.558198
Trade_8372,Swap,2045-06-01,28.913699,747895.820039,AUD,560921.865030,USD,560921.86503,560921.86503
Trade_1911,Swap,2026-06-01,9.913699,400377.187342,EUR,446040.205559,USD,446040.205559,446040.205559
Trade_9553,Swap,2039-06-01,22.913699,-201787.962502,AUD,-151340.971877,USD,0.0,0.0
Trade_1986,Swap,2036-06-02,19.918033,-67363.689970,AUD,-50522.767478,USD,0.0,0.0
Trade_3338,Swap,2029-06-01,12.913699,-48541.651493,USD,-48541.651493,USD,0.0,0.0
Trade_7053,Swap,2032-06-01,15.915301,500261.369721,GBP,663596.706935,USD,663596.706935,663596.706935
Trade_6632,Swap,2045-06-01,28.913699,3054.654322,AUD,2290.990741,USD,2290.990741,2290.990741
Trade_3229,Swap,2040-06-01,23.915301,137381.965494,JPY,1340.442633,USD,1340.442633,1340.442633
Trade_7979,Swap,2019-06-03,2.919178,155506.609765,USD,155506.609765,USD,155506.609765,155506.609765
Trade_9341,Swap,2042-06-02,25.916438,283067.245362,GBP,375488.700973,USD,375488.700973,375488.700973
Trade_3454,Swap,2037-06-01,20.913699,73934.775546,AUD,55451.081660,USD,55451.08166,55451.08166
Trade_8354,Swap,2030-06-03,13.919178,-41471.095445,EUR,-46200.873880,USD,0.0,0.0
Trade_2255,Swap,2034-06-01,17.913699,9466.977147,USD,9466.977147,USD,9466.977147,9466.977147
Trade_2434,Swap,2032-06-01,15.915301,15361.885606,EUR,17113.908659,USD,17113.908659,17113.908659
Trade_3264,Swap,2036-06-02,19.918033,-332032.942796,JPY,-3239.661848,USD,0.0,0.0
Trade_2842,Swap,2038-06-01,21.913699,14726.674611,EUR,16406.251851,USD,16406.251851,16406.251851
Trade_2841,Swap,2023-06-01,6.913699,22606.141357,GBP,29987.046510,USD,29987.04651,29987.04651
Trade_2859,Swap,2027-06-01,10.913699,19545.769462,AUD,14659.327096,USD,14659.327096,14659.327096
Trade_5133,Swap,2029-06-01,12.913699,795281.007708,GBP,1054940.256725,USD,1054940.25672,1054940.25672
Trade_2457,Swap,2040-06-01,23.915301,586693.683669,GBP,778249.171388,USD,778249.171388,778249.171388
Trade_4863,Swap,2029-06-01,12.913699,-33535.849017,GBP,-44485.303721,USD,0.0,0.0
Trade_4323,Swap,2023-06-01,6.913699,16848.984501,JPY,164.396375,USD,164.396375,164.396375
Trade_1693,Swap,2019-06-03,2.919178,63597.232435,EUR,70850.496795,USD,70850.496795,70850.496795
Trade_9287,Swap,2021-06-01,4.913699,57377.477948,USD,57377.477948,USD,57377.477948,57377.477948
Trade_8700,Swap,2038-06-01,21.913699,-378680.267829,EUR,-421868.752375,USD,0.0,0.0
Trade_3121,Swap,2032-06-01,15.915301,-44518.891316,AUD,-33389.168487,USD,0.0,0.0
Trade_9886,Swap,2019-06-03,2.919178,12144.613358,USD,12144.613358,USD,12144.613358,12144.613358
Trade_8047,Swap,2026-06-01,9.913699,21255.518396,USD,21255.518396,USD,21255.518396,21255.518396
Trade_8718,Swap,2020-06-01,3.915301,-75341.891591,EUR,-83934.634328,USD,0.0,0.0
Trade_5450,Swap,2031-06-02,14.916438,-9726.976092,JPY,-94.906587,USD,0.0,0.0
Trade_7805,Swap,2021-06-01,4.913699,-34505.341503,USD,-34505.341503,USD,0.0,0.0
Trade_8268,Swap,2022-06-01,5.913699,28487.041129,EUR,31735.988169,USD,31735.988169,31735.988169
Trade_3409,Swap,2037-06-01,20.913699,692350.915447,USD,692350.915447,USD,692350.915447,692350.915447
Trade_3336,Swap,2027-06-01,10.913699,-84913.150459,GBP,-112637.294083,USD,0.0,0.0
Trade_8640,Swap,2036-06-02,19.918033,-24281.639879,EUR,-27050.960907,USD,0.0,0.0
Trade_9847,Swap,2027-06-01,10.913699,305912.959618,GBP,405793.540933,USD,405793.540933,405793.540933
Trade_3614,Swap,2033-06-01,16.913699,-200702.891590,EUR,-223593.056376,USD,0.0,0.0
Trade_3934,Swap,2040-06-01,23.915301,509179.186405,EUR,567251.072614,USD,567251.072614,567251.072614
Trade_8170,Swap,2044-06-01,27.915301,-54960.546533,EUR,-61228.796866,USD,0.0,0.0
Trade_5664,Swap,2027-06-01,10.913699,-1739.922839,AUD,-1304.942130,USD,0.0,0.0
Trade_9532,Swap,2030-06-03,13.919178,-851460.657292,EUR,-948569.745256,USD,0.0,0.0
Trade_9956,Swap,2023-06-01,6.913699,94719.892866,JPY,924.186680,USD,924.18668,924.18668
Trade_8036,Swap,2034-06-01,17.913699,101459.342163,GBP,134585.817380,USD,134585.81738,134585.81738
Trade_5759,Swap,2038-06-01,21.913699,-136882.935731,EUR,-152494.434551,USD,0.0,0.0
Trade_5033,Swap,2022-06-01,5.913699,69653.958765,USD,69653.958765,USD,69653.958765,69653.958765
Trade_4925,Swap,2037-06-01,20.913699,211260.357415,AUD,158445.268061,USD,158445.268061,158445.268061
Trade_7426,Swap,2045-06-01,28.913699,-330558.359803,GBP,-438485.664279,USD,0.0,0.0
Trade_5350,Swap,2039-06-01,22.913699,480625.951417,JPY,4689.491184,USD,4689.491184,4689.491184
Trade_1773,Swap,2024-06-03,7.920765,-2669.827975,EUR,-2974.321856,USD,0.0,0.0
Trade_5598,Swap,2039-06-01,22.913699,-58887.422557,USD,-58887.422557,USD,0.0,0.0
Trade_4177,Swap,2031-06-02,14.916438,-94680.860426,JPY,-923.805839,USD,0.0,0.0
Trade_8809,Swap,2037-06-01,20.913699,-143905.645047,AUD,-107929.233786,USD,0.0,0.0
Trade_3654,Swap,2037-06-01,20.913699,-35093.857654,EUR,-39096.312120,USD,0.0,0.0
Trade_4651,Swap,2020-06-01,3.915301,-7680.082750,AUD,-5760.062062,USD,0.0,0.0
Trade_9149,Swap,2038-06-01,21.913699,48825.356347,JPY,476.391417,USD,476.391417,476.391417
Trade_9792,Swap,2031-06-02,14.916438,-32035.915224,GBP,-42495.641544,USD,0.0,0.0
Trade_8867,Swap,2045-06-01,28.913699,-310133.410554,AUD,-232600.057916,USD,0.0,0.0
Trade_2060,Swap,2026-06-01,9.913699,-12959.008544,AUD,-9719.256408,USD,0.0,0.0
Trade_5582,Swap,2033-06-01,16.913699,-77318.794574,AUD,-57989.095931,USD,0.0,0.0
