#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,184899.45,54635.07,-290344.29,-80668.82,0.0,0.0,184899.45,54635.07,None,54635.07,1966813.6
,CUST_S,110178.459,91049.15,-160299.4024,-136322.87,0.0,0.0,110178.459,91049.15,None,91049.15,1201876.35
,CUST_P,92309.629,118301.66,-132683.454,-180672.6,0.0,0.0,92309.629,118301.66,None,118301.66,1005205.7
,CUST_Q,58704.971,74647.27,-87577.331,-108689.382,0.0,0.0,58704.971,74647.27,None,74647.27,634910.52
,CUST_V,165305.681,78980.624,-255600.78,-117360.0308,0.0,0.0,165305.681,78980.624,None,78980.624,1754259.5
,CUST_W,94074.0,70578.43,-137798.8,-100041.92,0.0,0.0,94074.0,70578.43,None,70578.43,1049793.0
,CUST_T,115957.701,164324.76,-162935.39,-246167.3,0.0,0.0,115957.701,164324.76,None,164324.76,1275963.4
,CUST_U,45081.259,158826.597,-72157.28,-249445.517,0.0,0.0,45081.259,158826.597,None,158826.597,471107.1
,CUST_Z,272651.7,18823.75,-423094.5,-24985.819,0.0,0.0,272651.7,18823.75,None,18823.75,2891381.0
,CUST_X,157867.97,66974.7,-237298.93,-97720.42,0.0,0.0,157867.97,66974.7,None,66974.7,1689591.9
,CUST_Y,25276.443,61641.81,-41423.808,-88306.35,0.0,0.0,25276.443,61641.81,None,61641.81,290175.67
,CUST_B,89290.006,85799.197,-131602.97,-117978.4062,0.0,0.0,89290.006,85799.197,None,85799.197,963806.8
,CUST_C,57573.206,97114.69,-81142.96,-144315.8,0.0,0.0,57573.206,97114.69,None,97114.69,635851.41
,CUST_A,109032.33,102449.26,-174769.12,-158016.45,0.0,0.0,109032.33,102449.26,None,102449.26,1138584.4
,CUST_F,88597.94,94423.0,-125812.77,-134322.6,0.0,0.0,88597.94,94423.0,None,94423.0,971746.6
,CUST_G,61505.11,184059.48338,-99962.84,-281975.98554,0.0,0.0,61505.11,184059.48338,None,184059.48338,661816.7
,CUST_D,132351.492,141806.77281,-188319.337,-239164.7628,0.0,0.0,132351.492,141806.77281,None,141806.77281,1445669.9
,CUST_E,204046.7,72663.86,-305460.6,-104298.83,0.0,0.0,204046.7,72663.86,None,72663.86,2191085.0
,CUST_J,125078.86,63778.2222,-186734.83,-98329.05,0.0,0.0,125078.86,63778.2222,None,63778.2222,1344973.7
,CUST_K,89866.59,88591.682,-144571.91,-134263.608,0.0,0.0,89866.59,88591.682,None,88591.682,938345.4
,CUST_H,151523.727,53536.85,-238863.351,-81183.7148,0.0,0.0,151523.727,53536.85,None,53536.85,1587069.25
,CUST_I,113532.78,43618.706,-172883.641,-73052.09,0.0,0.0,113532.78,43618.706,None,43618.706,1297218.76
,CUST_N,35180.401,145984.35,-52621.64,-235228.77,0.0,0.0,35180.401,145984.35,None,145984.35,377827.52
,CUST_O,136658.68,38245.94,-213884.62,-50555.53,0.0,0.0,136658.68,38245.94,None,38245.94,1436706.8
,CUST_L,105911.062267,253234.876,-159036.492199,-378592.352,0.0,0.0,105911.062267,253234.876,None,253234.876,1135707.40476
,CUST_M,55703.833,59298.42,-90283.62,-95028.18,0.0,0.0,55703.833,59298.42,None,59298.42,583660.98
