#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-186086.308422,USD,530754.833663
CSA_41,,,,,,1575452.27929,USD,1698243.02735
CSA_42,,,,,,10861.256682,USD,106639.123414
CSA_43,,,,,,-122351.804137,USD,119335.519444
CSA_44,,,,,,377375.654203,USD,404463.675074
CSA_45,,,,,,-527661.346933,USD,157382.145571
CSA_46,,,,,,459168.571885,USD,587764.707346
CSA_47,,,,,,692132.978617,USD,1069287.58402
CSA_48,,,,,,-896169.94153,USD,3448.668002
CSA_49,,,,,,520037.43351,USD,520037.43351
CSA_59,,,,,,-478762.487285,USD,1082.926494
CSA_58,,,,,,28095.03661,USD,462558.272183
CSA_57,,,,,,-2485092.07834,USD,114104.070176
CSA_56,,,,,,1293641.38754,USD,1293641.38754
CSA_55,,,,,,827934.791828,USD,827934.791828
CSA_54,,,,,,443597.637832,USD,837113.28771
CSA_53,,,,,,188800.475798,USD,292907.700278
CSA_52,,,,,,-102264.243374,USD,87128.939533
CSA_51,,,,,,-1198486.10625,USD,31533.666921
CSA_50,,,,,,-152557.042046,USD,3921.726946
CSA_28,,,,,,-28298.223499,USD,456535.028824
CSA_29,,,,,,-302754.293583,USD,293465.246908
CSA_22,,,,,,914650.860978,USD,1375339.1291
CSA_23,,,,,,1540662.16918,USD,1545137.48051
CSA_20,,,,,,-725870.821762,USD,4.411143
CSA_21,,,,,,13053.228873,USD,83209.008063
CSA_26,,,,,,775887.79463,USD,920022.763479
CSA_27,,,,,,-142439.788368,USD,214710.302238
CSA_24,,,,,,-136805.019989,USD,751606.440616
CSA_25,,,,,,418835.705517,USD,1101579.777
CSA_39,,,,,,-566803.093926,USD,446.872079
CSA_38,,,,,,2006641.57335,USD,2124525.0024
CSA_31,,,,,,180884.537962,USD,256048.959854
CSA_30,,,,,,-300616.122852,USD,7319.79974
CSA_33,,,,,,-1719164.23252,USD,603253.922894
CSA_32,,,,,,-484862.447244,USD,946659.097362
CSA_35,,,,,,562889.609739,USD,669249.270794
CSA_34,,,,,,-435020.984747,USD,111236.813857
CSA_37,,,,,,670778.709669,USD,764442.888482
CSA_36,,,,,,-227644.455019,USD,98164.638213
CSA_119,,,,,,325401.952282,USD,689912.305032
CSA_118,,,,,,671057.588467,USD,948742.840261
CSA_113,,,,,,408949.741293,USD,408949.741293
CSA_112,,,,,,546342.117512,USD,553908.538759
CSA_111,,,,,,69281.390398,USD,950109.33638
CSA_110,,,,,,1229704.52464,USD,1229704.52464
CSA_117,,,,,,873687.507449,USD,976874.788421
CSA_116,,,,,,611837.800172,USD,645927.184339
CSA_115,,,,,,-532352.084366,USD,200125.744561
CSA_114,,,,,,92894.600433,USD,94316.018565
CSA_108,,,,,,-295497.891592,USD,16991.266994
CSA_109,,,,,,919524.48177,USD,1113390.05292
CSA_100,,,,,,-981700.649004,USD,183847.49465
CSA_101,,,,,,-763980.66636,USD,217.724442
CSA_102,,,,,,-635665.035317,USD,28774.064048
CSA_103,,,,,,699057.735944,USD,775571.95188
CSA_104,,,,,,182578.044393,USD,264541.480943
CSA_105,,,,,,-1354676.30233,USD,106848.847537
CSA_106,,,,,,-729811.324603,USD,244521.143519
CSA_107,,,,,,647339.318532,USD,1601800.03962
CSA_13,,,,,,39515.225334,USD,297419.372961
CSA_12,,,,,,230839.660228,USD,232011.30556
CSA_11,,,,,,-261442.491461,USD,443526.128011
CSA_10,,,,,,-606882.99106,USD,189017.113359
CSA_17,,,,,,1711056.24532,USD,2179630.87402
CSA_16,,,,,,-898973.559221,USD,5361.447015
CSA_15,,,,,,-476243.565183,USD,1197.879677
CSA_14,,,,,,-354402.487862,USD,395531.987152
CSA_19,,,,,,-709723.344314,USD,193045.1089
CSA_18,,,,,,-636091.667823,USD,46125.35695
CSA_130,,,,,,591563.343285,USD,798807.240514
CSA_88,,,,,,457977.536702,USD,639940.468813
CSA_89,,,,,,140683.459402,USD,670820.271695
CSA_84,,,,,,19059.755824,USD,230658.14453
CSA_85,,,,,,-669764.506792,USD,0.0
CSA_86,,,,,,-501106.830211,USD,299185.57425
CSA_87,,,,,,1088291.09953,USD,1108490.63828
CSA_80,,,,,,-529173.970701,USD,0.0
CSA_81,,,,,,-420517.813983,USD,455336.024549
CSA_82,,,,,,488113.57401,USD,538839.794483
CSA_83,,,,,,-194836.888835,USD,7788.291581
CSA_66,,,,,,520283.590573,USD,1099621.39985
CSA_67,,,,,,-290822.364242,USD,63453.901717
CSA_64,,,,,,-747407.811849,USD,66249.562891
CSA_65,,,,,,316856.703219,USD,409343.579543
CSA_62,,,,,,-48981.316025,USD,106211.446439
CSA_63,,,,,,545424.883359,USD,1244027.17292
CSA_60,,,,,,-815390.35422,USD,332849.659519
CSA_61,,,,,,-176134.794885,USD,8192.199327
CSA_68,,,,,,-168897.665465,USD,93990.911667
CSA_69,,,,,,-416876.555925,USD,239823.165184
CSA_122,,,,,,-71460.235768,USD,68680.485583
CSA_123,,,,,,-47563.720153,USD,9295.231334
CSA_120,,,,,,-378998.35334,USD,0.0
CSA_121,,,,,,527557.964389,USD,528192.208996
CSA_126,,,,,,213194.215587,USD,226733.70796
CSA_127,,,,,,1163969.08658,USD,1163969.08658
CSA_124,,,,,,-186823.292723,USD,45425.903068
CSA_125,,,,,,-421566.310096,USD,397660.249775
CSA_128,,,,,,2245926.05394,USD,2271226.43458
CSA_129,,,,,,116538.634264,USD,381360.679486
CSA_99,,,,,,-1250303.51443,USD,6734.154272
CSA_98,,,,,,-6141.770003,USD,503861.914919
CSA_93,,,,,,-27369.881102,USD,477103.479761
CSA_92,,,,,,360839.379204,USD,689883.527272
CSA_91,,,,,,353490.010805,USD,969751.756386
CSA_90,,,,,,1502161.73226,USD,1505402.7617
CSA_97,,,,,,-279101.226559,USD,212887.416296
CSA_96,,,,,,1122423.92786,USD,1122423.92786
CSA_95,,,,,,535365.937652,USD,969001.552143
CSA_94,,,,,,-1442273.34903,USD,496147.976182
CSA_75,,,,,,1188759.47365,USD,1323614.97849
CSA_74,,,,,,514076.210596,USD,881152.654869
CSA_77,,,,,,-534082.925915,USD,120168.387798
CSA_76,,,,,,-534230.155221,USD,122487.767567
CSA_71,,,,,,-422569.805349,USD,24759.104049
CSA_70,,,,,,-1776113.43124,USD,65126.975046
CSA_73,,,,,,817769.000126,USD,838282.035588
