#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-117440.528842,USD,793117.768034
CSA_41,,,,,,2128335.96396,USD,2137079.13888
CSA_42,,,,,,47896.320674,USD,103903.355582
CSA_43,,,,,,-132986.987339,USD,78876.623937
CSA_44,,,,,,274704.135811,USD,295771.275522
CSA_45,,,,,,-488975.006913,USD,196578.074269
CSA_46,,,,,,538262.390374,USD,679666.103819
CSA_47,,,,,,712955.222693,USD,1054938.93339
CSA_48,,,,,,-1022478.40879,USD,13352.973041
CSA_49,,,,,,118764.767911,USD,255309.635713
CSA_59,,,,,,-457750.251903,USD,498.07539
CSA_58,,,,,,-431746.932312,USD,182038.043005
CSA_57,,,,,,-2657500.42299,USD,97518.92306
CSA_56,,,,,,1121897.43678,USD,1121897.43678
CSA_55,,,,,,800637.243849,USD,800637.243849
CSA_54,,,,,,279861.303175,USD,620508.181016
CSA_53,,,,,,135914.412082,USD,193622.615488
CSA_52,,,,,,81524.992997,USD,113789.588668
CSA_51,,,,,,-1100286.6421,USD,74448.048826
CSA_50,,,,,,-182096.857174,USD,0.0
CSA_28,,,,,,258723.390941,USD,610179.237547
CSA_29,,,,,,-536417.615198,USD,248522.42093
CSA_22,,,,,,1236645.69192,USD,1460172.98361
CSA_23,,,,,,1898963.05392,USD,1899253.71873
CSA_20,,,,,,-644735.264834,USD,0.0
CSA_21,,,,,,-87050.378862,USD,52615.37183
CSA_26,,,,,,1067550.66825,USD,1157137.56557
CSA_27,,,,,,-357149.057507,USD,78041.655532
CSA_24,,,,,,-559917.528086,USD,556636.528921
CSA_25,,,,,,796523.94881,USD,1458191.6634
CSA_39,,,,,,-633988.123878,USD,8380.550849
CSA_38,,,,,,2240091.76208,USD,2428486.38834
CSA_31,,,,,,175261.25554,USD,225383.446194
CSA_30,,,,,,-372591.795254,USD,12005.374673
CSA_33,,,,,,-1375342.85909,USD,585117.548462
CSA_32,,,,,,-872239.935412,USD,897366.471791
CSA_35,,,,,,596556.429748,USD,827699.507813
CSA_34,,,,,,47243.937199,USD,207980.317258
CSA_37,,,,,,623429.564221,USD,714427.226326
CSA_36,,,,,,-269513.101128,USD,54483.62496
CSA_119,,,,,,648764.767245,USD,835488.747451
CSA_118,,,,,,994754.43759,USD,1109144.34971
CSA_113,,,,,,304386.852441,USD,304386.852441
CSA_112,,,,,,352327.297456,USD,352657.540354
CSA_111,,,,,,148216.927444,USD,755360.830435
CSA_110,,,,,,1597387.81611,USD,1597387.81611
CSA_117,,,,,,683390.430682,USD,735431.536808
CSA_116,,,,,,740340.797708,USD,786150.14957
CSA_115,,,,,,-659948.317581,USD,272941.482691
CSA_114,,,,,,229924.630743,USD,232180.176535
CSA_108,,,,,,-354740.864468,USD,53362.785693
CSA_109,,,,,,970588.999066,USD,1217659.41237
CSA_100,,,,,,-921877.236105,USD,200060.46281
CSA_101,,,,,,-508363.256306,USD,389.982304
CSA_102,,,,,,-468759.243518,USD,4080.224232
CSA_103,,,,,,717928.618455,USD,755689.335675
CSA_104,,,,,,125149.214924,USD,232962.132968
CSA_105,,,,,,-1531556.20736,USD,112564.069678
CSA_106,,,,,,-593744.589127,USD,492813.273342
CSA_107,,,,,,915147.701353,USD,1894529.65073
CSA_13,,,,,,84991.648468,USD,190372.459506
CSA_12,,,,,,397167.642001,USD,399381.008417
CSA_11,,,,,,-478726.532288,USD,325925.961461
CSA_10,,,,,,-394997.464114,USD,279541.391409
CSA_17,,,,,,1558325.97174,USD,2154136.93806
CSA_16,,,,,,-928221.711083,USD,8118.127027
CSA_15,,,,,,-467110.187019,USD,1147.359067
CSA_14,,,,,,-85105.88173,USD,551101.098484
CSA_19,,,,,,-533708.648898,USD,135551.935223
CSA_18,,,,,,-566493.214682,USD,29981.100808
CSA_130,,,,,,837935.244758,USD,1027402.411
CSA_88,,,,,,668379.220369,USD,806115.53239
CSA_89,,,,,,99344.952666,USD,954954.460922
CSA_84,,,,,,-17558.168631,USD,199337.71739
CSA_85,,,,,,-954491.06946,USD,0.0
CSA_86,,,,,,-464069.41498,USD,311613.398256
CSA_87,,,,,,1086150.66331,USD,1106443.8369
CSA_80,,,,,,-399227.328592,USD,0.0
CSA_81,,,,,,-743951.989892,USD,337905.877745
CSA_82,,,,,,376543.436193,USD,442863.17654
CSA_83,,,,,,-173892.091914,USD,10815.076468
CSA_66,,,,,,408770.432857,USD,859130.626678
CSA_67,,,,,,-244374.419988,USD,15922.884561
CSA_64,,,,,,-653238.877928,USD,75662.91723
CSA_65,,,,,,233341.28327,USD,282474.000704
CSA_62,,,,,,-144949.937173,USD,127423.79622
CSA_63,,,,,,919509.417012,USD,1413178.60601
CSA_60,,,,,,-718043.663648,USD,282977.740466
CSA_61,,,,,,-199838.376241,USD,16335.253916
CSA_68,,,,,,-201150.400529,USD,187861.280446
CSA_69,,,,,,-223583.82552,USD,356499.184508
CSA_122,,,,,,-54754.284772,USD,130944.324751
CSA_123,,,,,,-42443.619449,USD,4856.789146
CSA_120,,,,,,-479571.012155,USD,14018.746819
CSA_121,,,,,,785370.47518,USD,795640.479894
CSA_126,,,,,,183368.242508,USD,331757.099682
CSA_127,,,,,,1207648.57474,USD,1207648.57474
CSA_124,,,,,,-179578.850492,USD,23849.677454
CSA_125,,,,,,-476329.381543,USD,464004.466723
CSA_128,,,,,,1973430.19821,USD,1989579.34202
CSA_129,,,,,,184208.961231,USD,471240.391314
CSA_99,,,,,,-1523325.43825,USD,8161.556453
CSA_98,,,,,,-74540.08913,USD,525545.344885
CSA_93,,,,,,-6029.551681,USD,546196.528184
CSA_92,,,,,,235155.835963,USD,558096.304405
CSA_91,,,,,,420511.431797,USD,1061736.6051
CSA_90,,,,,,1202535.97943,USD,1204613.07112
CSA_97,,,,,,-546201.044158,USD,196984.294807
CSA_96,,,,,,1350141.87208,USD,1350141.87208
CSA_95,,,,,,587572.267765,USD,1122314.89046
CSA_94,,,,,,-1683910.63197,USD,551384.790853
CSA_75,,,,,,1129310.85201,USD,1302850.53397
CSA_74,,,,,,707079.972688,USD,929081.735093
CSA_77,,,,,,-309866.761311,USD,145771.604771
CSA_76,,,,,,-457105.775675,USD,216123.546418
CSA_71,,,,,,-509095.134447,USD,23380.202788
CSA_70,,,,,,-1511197.14177,USD,75878.010566
CSA_73,,,,,,989916.384156,USD,1005606.74051
CSA_72,,,,,,61065.261897,USD,166022.269053
CSA_79,,,,,,1418441.64375,USD,1748196.00656
CSA_78,,,,,,-67043.156036,USD,13337.103498
CSA_3,,,,,,576978.263951,USD,891897.37708
CSA_2,,,,,,1166341.50648,USD,1251837.61608
CSA_1,,,,,,-1385633.30499,USD,238100.44426
CSA_7,,,,,,404871.57661,USD,636255.878731
CSA_6,,,,,,355510.771644,USD,491517.488915
CSA_5,,,,,,-392325.920967,USD,136330.34381
CSA_4,,,,,,158657.358095,USD,312984.661412
CSA_9,,,,,,497602.880719,USD,540396.121348
CSA_8,,,,,,40201.82654,USD,480729.059674
