#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,172355.34,53401.2,-300048.5,-88043.92,0.0,0.0,172355.34,53401.2,None,53401.2,1813843.9
,CUST_S,117585.061,103668.82,-193246.95,-176875.4,0.0,0.0,117585.061,103668.82,None,103668.82,1250686.23
,CUST_P,107376.517,98050.09,-179868.14,-165254.87,0.0,0.0,107376.517,98050.09,None,98050.09,1137966.31
,CUST_Q,45596.745,103074.329,-75084.574,-177586.65,0.0,0.0,45596.745,103074.329,None,103074.329,482969.59
,CUST_V,191292.15,75727.083,-333075.76,-127099.708,0.0,0.0,191292.15,75727.083,None,75727.083,1980012.0
,CUST_W,89572.83,72037.595,-149665.8,-116709.73,0.0,0.0,89572.83,72037.595,None,72037.595,978885.8
,CUST_T,123859.3,182594.12,-202819.12,-313026.7,0.0,0.0,123859.3,182594.12,None,182594.12,1326478.6
,CUST_U,42479.17,146750.548,-74240.63,-256616.769,0.0,0.0,42479.17,146750.548,None,146750.548,437190.6
,CUST_Z,272919.3,17987.12,-472004.0,-26841.1,0.0,0.0,272919.3,17987.12,None,17987.12,2828235.0
,CUST_X,166219.65,63847.29,-287156.84,-103496.9,0.0,0.0,166219.65,63847.29,None,63847.29,1730937.8
,CUST_Y,33168.452,57879.6,-60240.042,-95450.51,0.0,0.0,33168.452,57879.6,None,57879.6,381069.84
,CUST_B,89167.7,73464.696,-150939.68,-117092.809,0.0,0.0,89167.7,73464.696,None,73464.696,938496.2
,CUST_C,64486.958,97982.6,-106570.339,-163762.33,0.0,0.0,64486.958,97982.6,None,97982.6,684773.86
,CUST_A,108581.89,111224.327,-192254.09,-191658.98,0.0,0.0,108581.89,111224.327,None,111224.327,1114493.8
,CUST_F,100236.58,101454.62,-166359.11,-169331.9,0.0,0.0,100236.58,101454.62,None,101454.62,1067089.3
,CUST_G,68080.39,165030.88686,-119327.11,-281459.37829,0.0,0.0,68080.39,165030.88686,None,165030.88686,718283.4
,CUST_D,130060.7,127113.8286,-214856.103,-232047.5749,0.0,0.0,130060.7,127113.8286,None,127113.8286,1391451.47
,CUST_E,232128.8,74859.5,-397689.6,-121826.38,0.0,0.0,232128.8,74859.5,None,74859.5,2425590.0
,CUST_J,109178.62,78270.4963,-184732.4,-135578.1131,0.0,0.0,109178.62,78270.4963,None,78270.4963,1147093.1
,CUST_K,80509.38,76542.65,-141272.73,-131782.73,0.0,0.0,80509.38,76542.65,None,76542.65,831020.6
,CUST_H,161693.182,55765.274,-283793.048,-97477.808,0.0,0.0,161693.182,55765.274,None,55765.274,1665675.95
,CUST_I,138299.9,35254.81,-239090.42,-62809.52,0.0,0.0,138299.9,35254.81,None,35254.81,1517713.17
,CUST_N,34934.932,125872.8,-58566.594,-221043.21,0.0,0.0,34934.932,125872.8,None,125872.8,369073.14
,CUST_O,146452.38,36924.58,-259013.83,-61121.86,0.0,0.0,146452.38,36924.58,None,36924.58,1508710.9
,CUST_L,86268.76897,273573.21,-145417.4291,-466621.46,0.0,0.0,86268.76897,273573.21,None,273573.21,908312.8092
,CUST_M,65798.072,48956.99,-115542.107,-85262.34,0.0,0.0,65798.072,48956.99,None,48956.99,672535.29
