#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-111900.838571,USD,802898.985106
CSA_41,,,,,,2169775.74082,USD,2181985.01202
CSA_42,,,,,,40451.193285,USD,96414.585913
CSA_43,,,,,,-136209.431445,USD,61559.52948
CSA_44,,,,,,249003.705261,USD,267948.87001
CSA_45,,,,,,-465158.265227,USD,202900.674153
CSA_46,,,,,,545788.18681,USD,688025.526742
CSA_47,,,,,,694082.172232,USD,1020369.49292
CSA_48,,,,,,-994778.048733,USD,36906.335805
CSA_49,,,,,,100612.616479,USD,286637.220673
CSA_59,,,,,,-462189.471508,USD,606.600937
CSA_58,,,,,,-344725.494124,USD,291596.415807
CSA_57,,,,,,-2693362.35544,USD,95672.153471
CSA_56,,,,,,1028060.35257,USD,1028060.35257
CSA_55,,,,,,811301.255128,USD,811301.255128
CSA_54,,,,,,307082.637258,USD,618699.699597
CSA_53,,,,,,139183.539688,USD,186499.703058
CSA_52,,,,,,96949.882642,USD,119938.711752
CSA_51,,,,,,-1034524.68406,USD,76502.06372
CSA_50,,,,,,-187543.517402,USD,0.0
CSA_28,,,,,,288330.096841,USD,628646.147468
CSA_29,,,,,,-561040.390336,USD,231818.830692
CSA_22,,,,,,1243630.22489,USD,1433068.50936
CSA_23,,,,,,1880738.74854,USD,1881394.25306
CSA_20,,,,,,-613567.15802,USD,0.0
CSA_21,,,,,,-113631.720724,USD,53090.733263
CSA_26,,,,,,1091278.7195,USD,1176100.79802
CSA_27,,,,,,-353168.017618,USD,79909.884652
CSA_24,,,,,,-577733.050603,USD,515825.968078
CSA_25,,,,,,809321.224607,USD,1467583.21455
CSA_39,,,,,,-643435.912621,USD,227.7764
CSA_38,,,,,,2229306.12109,USD,2423052.6855
CSA_31,,,,,,170020.64621,USD,215047.476741
CSA_30,,,,,,-363456.108573,USD,12094.150344
CSA_33,,,,,,-1255157.90952,USD,567179.403668
CSA_32,,,,,,-908244.323518,USD,882761.188518
CSA_35,,,,,,596258.818744,USD,835728.939082
CSA_34,,,,,,101212.172538,USD,216912.374465
CSA_37,,,,,,605442.677615,USD,689985.880857
CSA_36,,,,,,-226605.45217,USD,53745.882811
CSA_119,,,,,,686489.723734,USD,838165.502357
CSA_118,,,,,,1016931.72176,USD,1099897.99097
CSA_113,,,,,,300786.448632,USD,300786.448632
CSA_112,,,,,,307453.880291,USD,307680.97984
CSA_111,,,,,,197955.510479,USD,753388.434982
CSA_110,,,,,,1599575.22053,USD,1599575.22053
CSA_117,,,,,,590966.987407,USD,643399.850629
CSA_116,,,,,,800689.740621,USD,847841.586118
CSA_115,,,,,,-655960.11068,USD,275358.96902
CSA_114,,,,,,248972.508219,USD,250983.568112
CSA_108,,,,,,-376927.759798,USD,36451.22422
CSA_109,,,,,,982998.764546,USD,1228317.02258
CSA_100,,,,,,-896706.39339,USD,203899.045366
CSA_101,,,,,,-509153.078411,USD,329.027419
CSA_102,,,,,,-468070.550218,USD,17813.682913
CSA_103,,,,,,743040.456421,USD,774097.271749
CSA_104,,,,,,135316.88026,USD,242482.014987
CSA_105,,,,,,-1537394.61221,USD,100043.108568
CSA_106,,,,,,-619487.349727,USD,460473.880882
CSA_107,,,,,,881436.926715,USD,1889853.2213
CSA_13,,,,,,121547.983787,USD,199067.690471
CSA_12,,,,,,394613.081364,USD,396398.112423
CSA_11,,,,,,-485472.73887,USD,329481.562593
CSA_10,,,,,,-408240.271702,USD,258125.93862
CSA_17,,,,,,1481286.45394,USD,2078545.22823
CSA_16,,,,,,-891099.569369,USD,7307.247385
CSA_15,,,,,,-491147.839118,USD,920.544419
CSA_14,,,,,,-42746.635447,USD,568068.43205
CSA_19,,,,,,-564368.117517,USD,126664.41898
CSA_18,,,,,,-562321.720081,USD,30561.595453
CSA_130,,,,,,798839.421193,USD,1006176.75812
CSA_88,,,,,,687154.993196,USD,813256.200615
CSA_89,,,,,,56283.792811,USD,962277.662138
CSA_84,,,,,,-22053.945365,USD,203546.443873
CSA_85,,,,,,-859781.866494,USD,0.0
CSA_86,,,,,,-383132.667818,USD,316825.29693
CSA_87,,,,,,1030250.71843,USD,1051379.29049
CSA_80,,,,,,-362715.288523,USD,0.0
CSA_81,,,,,,-722884.892445,USD,375447.820027
CSA_82,,,,,,365493.185211,USD,424257.927323
