#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,172469.75,51857.94,-282454.6,-83046.29,0.0,0.0,172469.75,51857.94,None,51857.94,1794824.0
,CUST_S,116404.869,105732.76,-185714.965,-171789.32,0.0,0.0,116404.869,105732.76,None,105732.76,1230555.7
,CUST_P,111584.75,95087.75,-179733.156,-153482.2,0.0,0.0,111584.75,95087.75,None,95087.75,1174496.68
,CUST_Q,45686.1248,104417.53,-73145.682,-170304.15,0.0,0.0,45686.1248,104417.53,None,104417.53,479387.014
,CUST_V,196464.69,79162.66,-322302.2,-127938.475,0.0,0.0,196464.69,79162.66,None,79162.66,2017888.6
,CUST_W,93056.67,72263.708,-149963.9,-114932.97,0.0,0.0,93056.67,72263.708,None,72263.708,1006649.3
,CUST_T,127268.2,186362.84,-203253.83,-303843.53,0.0,0.0,127268.2,186362.84,None,186362.84,1350181.3
,CUST_U,44941.32,149830.441,-73934.9,-246301.432,0.0,0.0,44941.32,149830.441,None,149830.441,457815.1
,CUST_Z,275236.6,18215.72,-450283.6,-27917.9,0.0,0.0,275236.6,18215.72,None,18215.72,2829413.0
,CUST_X,171009.93,63902.08,-279905.69,-101583.3,0.0,0.0,171009.93,63902.08,None,63902.08,1762392.8
,CUST_Y,35220.285,58483.21,-58891.377,-93902.7,0.0,0.0,35220.285,58483.21,None,58483.21,397012.65
,CUST_B,88180.52,74509.246,-143013.1,-117707.545,0.0,0.0,88180.52,74509.246,None,74509.246,918983.4
,CUST_C,68062.849,101759.21,-109361.865,-163987.84,0.0,0.0,68062.849,101759.21,None,101759.21,714857.63
,CUST_A,110083.14,117186.422,-181963.02,-191840.94,0.0,0.0,110083.14,117186.422,None,117186.422,1121273.2
,CUST_F,104402.13,104792.57,-168059.26,-169029.0,0.0,0.0,104402.13,104792.57,None,104792.57,1098919.7
,CUST_G,70665.26,160927.54936,-116360.3,-261606.93005,0.0,0.0,70665.26,160927.54936,None,160927.54936,737624.4
,CUST_D,126826.65,129449.459,-203242.132,-216840.0499,0.0,0.0,126826.65,129449.459,None,129449.459,1346971.62
,CUST_E,243891.0,80545.27,-396903.6,-128369.03,0.0,0.0,243891.0,80545.27,None,80545.27,2529451.0
,CUST_J,109367.55,80689.5939,-177205.68,-132049.439,0.0,0.0,109367.55,80689.5939,None,80689.5939,1139550.8
,CUST_K,84159.32,73429.82,-138875.56,-119876.65,0.0,0.0,84159.32,73429.82,None,73429.82,859522.8
,CUST_H,166729.47,55639.547,-274210.226,-91785.344,0.0,0.0,166729.47,55639.547,None,55639.547,1707314.97
,CUST_I,145025.24,35665.68,-236966.467,-59024.63,0.0,0.0,145025.24,35665.68,None,35665.68,1570081.34
,CUST_N,35394.533,125994.88,-57059.373,-207469.21,0.0,0.0,35394.533,125994.88,None,125994.88,371373.92
,CUST_O,153019.71,37784.81,-252910.65,-61024.96,0.0,0.0,153019.71,37784.81,None,37784.81,1563752.5
,CUST_L,84196.42651,275506.96,-136188.2464,-447720.84,0.0,0.0,84196.42651,275506.96,None,275506.96,879183.1256
,CUST_M,70095.769,52152.32,-115388.754,-85704.43,0.0,0.0,70095.769,52152.32,None,52152.32,710828.35
