#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-130696.082081,USD,938230.620651
CSA_41,,,,,,2451149.19555,USD,2457369.29247
CSA_42,,,,,,59179.059995,USD,104544.542815
CSA_43,,,,,,-107315.876557,USD,41088.113743
CSA_44,,,,,,164864.531842,USD,182299.241317
CSA_45,,,,,,-378408.380597,USD,235538.679415
CSA_46,,,,,,576859.447144,USD,724099.373789
CSA_47,,,,,,661176.561946,USD,973047.477978
CSA_48,,,,,,-966850.391592,USD,135512.098883
CSA_49,,,,,,-208668.325128,USD,232798.468638
CSA_59,,,,,,-433691.440913,USD,211.622706
CSA_58,,,,,,-625772.445111,USD,110806.681335
CSA_57,,,,,,-2714396.16417,USD,82437.253218
CSA_56,,,,,,914582.325238,USD,914582.325238
CSA_55,,,,,,720269.085335,USD,720269.085335
CSA_54,,,,,,233924.281908,USD,505885.733084
CSA_53,,,,,,133526.503333,USD,149882.797688
CSA_52,,,,,,183357.637686,USD,183357.637686
CSA_51,,,,,,-893285.00438,USD,92623.035922
CSA_50,,,,,,-212603.758314,USD,0.0
CSA_28,,,,,,495844.904612,USD,724383.22775
CSA_29,,,,,,-746372.934944,USD,195255.387363
CSA_22,,,,,,1349075.89836,USD,1434424.32233
CSA_23,,,,,,2015901.47691,USD,2015901.47691
CSA_20,,,,,,-531518.061005,USD,0.0
CSA_21,,,,,,-168276.501841,USD,58903.32604
CSA_26,,,,,,1295085.90814,USD,1333855.03721
CSA_27,,,,,,-473085.824281,USD,80805.184941
CSA_24,,,,,,-758471.693916,USD,458358.40818
CSA_25,,,,,,977253.708572,USD,1617503.03147
CSA_39,,,,,,-611158.675205,USD,0.0
CSA_38,,,,,,2178937.86728,USD,2459104.51863
CSA_31,,,,,,165235.533049,USD,193139.962894
CSA_30,,,,,,-406891.263177,USD,29775.629026
CSA_33,,,,,,-977155.531724,USD,650719.993576
CSA_32,,,,,,-1103235.52022,USD,874461.473212
CSA_35,,,,,,676084.091512,USD,947066.043631
CSA_34,,,,,,284988.366563,USD,333610.964011
CSA_37,,,,,,577301.299199,USD,659934.89718
CSA_36,,,,,,-231343.405762,USD,31362.080383
CSA_119,,,,,,862168.279201,USD,906654.275407
CSA_118,,,,,,1112770.79425,USD,1116010.45533
CSA_113,,,,,,250272.74867,USD,250272.74867
CSA_112,,,,,,135063.726711,USD,232103.857348
CSA_111,,,,,,237241.872958,USD,620800.330102
CSA_110,,,,,,1654952.98409,USD,1654952.98409
CSA_117,,,,,,411328.956788,USD,457529.549481
CSA_116,,,,,,774205.507215,USD,822748.04655
CSA_115,,,,,,-657888.545026,USD,311499.420012
CSA_114,,,,,,333037.954839,USD,335634.835655
CSA_108,,,,,,-372218.957829,USD,69574.054462
CSA_109,,,,,,1058425.76659,USD,1242963.34093
CSA_100,,,,,,-829620.556698,USD,152395.519794
CSA_101,,,,,,-342344.390287,USD,476.391303
CSA_102,,,,,,-358726.979215,USD,8020.207433
CSA_103,,,,,,692463.647295,USD,717531.958498
CSA_104,,,,,,99485.971184,USD,209578.991694
CSA_105,,,,,,-1571523.71864,USD,98736.641861
CSA_106,,,,,,-570054.678394,USD,578051.914198
CSA_107,,,,,,1007459.95387,USD,2023869.56883
CSA_13,,,,,,102135.482383,USD,195741.217817
CSA_12,,,,,,488326.254403,USD,491241.430575
CSA_11,,,,,,-594495.802501,USD,287305.441537
CSA_10,,,,,,-334852.590998,USD,245342.524202
CSA_17,,,,,,1412449.17176,USD,2081564.87833
CSA_16,,,,,,-845097.189903,USD,22842.485358
CSA_15,,,,,,-451812.342163,USD,1582.371393
CSA_14,,,,,,150973.477673,USD,697681.473123
CSA_19,,,,,,-377539.797663,USD,103911.438113
CSA_18,,,,,,-558384.891473,USD,34561.067489
CSA_130,,,,,,946649.739199,USD,1139528.03727
CSA_88,,,,,,770901.988577,USD,884818.228587
CSA_89,,,,,,9041.779534,USD,1087019.35092
CSA_84,,,,,,-39489.458862,USD,220030.972256
CSA_85,,,,,,-1026321.48521,USD,0.0
CSA_86,,,,,,-366828.290634,USD,355946.766527
CSA_87,,,,,,897094.320772,USD,1036711.0374
CSA_80,,,,,,-219349.558316,USD,0.0
CSA_81,,,,,,-909150.89871,USD,322028.64757
CSA_82,,,,,,284172.601562,USD,337357.683424
CSA_83,,,,,,-155886.766355,USD,12121.189433
CSA_66,,,,,,287319.331716,USD,620068.976873
CSA_67,,,,,,-257911.290162,USD,0.0
CSA_64,,,,,,-537145.627326,USD,82424.243366
CSA_65,,,,,,226160.818203,USD,251073.393271
CSA_62,,,,,,-220004.243746,USD,129859.190942
CSA_63,,,,,,1192682.02672,USD,1501693.41043
CSA_60,,,,,,-511150.863948,USD,284016.225185
CSA_61,,,,,,-183347.309561,USD,40623.138532
CSA_68,,,,,,-222467.544834,USD,209969.014608
CSA_69,,,,,,682.41382,USD,451687.607099
CSA_122,,,,,,-42252.441408,USD,123579.017755
CSA_123,,,,,,-33310.224769,USD,25458.230155
CSA_120,,,,,,-505790.52064,USD,33400.742653
CSA_121,,,,,,917757.332827,USD,931797.61251
CSA_126,,,,,,219861.131174,USD,385339.800771
CSA_127,,,,,,1168698.56003,USD,1168698.56003
CSA_124,,,,,,-162158.382478,USD,18778.756621
CSA_125,,,,,,-488619.722436,USD,492802.282328
CSA_128,,,,,,1896978.23769,USD,1906264.71713
CSA_129,,,,,,302686.386811,USD,525585.478711
CSA_99,,,,,,-1806249.56087,USD,8974.276316
CSA_98,,,,,,-13779.00961,USD,533068.504965
CSA_93,,,,,,-15174.571123,USD,561072.660598
CSA_92,,,,,,109541.668747,USD,524182.479444
CSA_91,,,,,,484210.611016,USD,1110809.8725
CSA_90,,,,,,916430.743842,USD,918236.732538
CSA_97,,,,,,-629822.707503,USD,204379.7518
CSA_96,,,,,,1446971.50301,USD,1446978.91149
CSA_95,,,,,,717191.763796,USD,1273586.833
CSA_94,,,,,,-1861328.68545,USD,586103.01005
CSA_75,,,,,,1091680.64238,USD,1293555.18264
CSA_74,,,,,,786562.357142,USD,885673.387452
CSA_77,,,,,,-120746.499435,USD,157284.168339
CSA_76,,,,,,-390576.985749,USD,316022.259942
CSA_71,,,,,,-561371.284141,USD,26615.285698
CSA_70,,,,,,-1333142.79082,USD,79314.355557
CSA_73,,,,,,1068139.60249,USD,1082397.25937
CSA_72,,,,,,51839.415723,USD,184434.491871
CSA_79,,,,,,1386520.13424,USD,1814591.49978
CSA_78,,,,,,-58611.558375,USD,16293.27736
CSA_3,,,,,,343435.033542,USD,708899.117054
CSA_2,,,,,,1201736.18288,USD,1272756.03702
CSA_1,,,,,,-1439275.20332,USD,292727.714295
CSA_7,,,,,,305380.466499,USD,462791.110607
CSA_6,,,,,,374291.508371,USD,477865.447628
CSA_5,,,,,,-459718.807801,USD,110920.786398
CSA_4,,,,,,201786.930843,USD,342661.96385
CSA_9,,,,,,513569.554044,USD,557234.323578
CSA_8,,,,,,123250.274747,USD,476771.768917
