#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base),x
Trade_6531,Swap,2020-06-01,3.912568,4765.451934,EUR,5308.951727,USD,5308.951727,5308.951727
Trade_1418,Swap,2035-06-01,18.910966,-167321.337823,USD,-167321.337823,USD,0.0,0.0
Trade_4055,Swap,2026-06-01,9.910966,-628893.081494,EUR,-700618.337438,USD,0.0,0.0
Trade_6405,Swap,2039-06-01,22.910966,388434.791750,JPY,3789.977478,USD,3789.977478,3789.977478
Trade_1589,Swap,2023-06-01,6.910966,10360.766040,GBP,13743.556153,USD,13743.556153,13743.556153
Trade_7633,Swap,2024-06-03,7.918033,-5542.407881,USD,-5542.407881,USD,0.0,0.0
Trade_4320,Swap,2045-06-01,28.910966,768631.031726,GBP,1019589.063584,USD,1019589.06358,1019589.06358
Trade_6494,Swap,2025-06-02,8.913706,-203528.376188,GBP,-269980.391014,USD,0.0,0.0
Trade_8826,Swap,2033-06-01,16.910966,-353299.140683,EUR,-393592.907678,USD,0.0,0.0
Trade_1681,Swap,2045-06-01,28.910966,800584.858460,GBP,1061975.814748,USD,1061975.81475,1061975.81475
Trade_5828,Swap,2033-06-01,16.910966,34137.487237,USD,34137.487237,USD,34137.487237,34137.487237
Trade_6164,Swap,2029-06-01,12.910966,-11960.613439,EUR,-13324.721401,USD,0.0,0.0
Trade_5341,Swap,2019-06-03,2.916446,43412.740039,JPY,423.580252,USD,423.580252,423.580252
Trade_9730,Swap,2032-06-01,15.912568,-424793.044878,GBP,-563487.974031,USD,0.0,0.0
Trade_9500,Swap,2034-06-01,17.910966,-14481.633257,EUR,-16133.263530,USD,0.0,0.0
Trade_9435,Swap,2039-06-01,22.910966,-10987.355490,AUD,-8240.516617,USD,0.0,0.0
Trade_3147,Swap,2040-06-01,23.912568,-145139.688384,USD,-145139.688384,USD,0.0,0.0
Trade_7753,Swap,2039-06-01,22.910966,-303012.396576,AUD,-227259.297432,USD,0.0,0.0
Trade_5617,Swap,2034-06-01,17.910966,93273.585667,EUR,103911.438113,USD,103911.438113,103911.438113
Trade_7936,Swap,2034-06-01,17.910966,-100811.733343,USD,-100811.733343,USD,0.0,0.0
Trade_7577,Swap,2026-06-01,9.910966,-44705.503516,GBP,-59301.850414,USD,0.0,0.0
Trade_9119,Swap,2043-06-01,26.910966,-42529.184713,GBP,-56414.963522,USD,0.0,0.0
Trade_3312,Swap,2029-06-01,12.910966,-42824.562863,JPY,-417.841378,USD,0.0,0.0
Trade_1221,Swap,2033-06-01,16.910966,-128300.447746,GBP,-170190.543935,USD,0.0,0.0
Trade_7292,Swap,2026-06-01,9.910966,-184841.961369,GBP,-245192.861756,USD,0.0,0.0
Trade_3223,Swap,2028-06-01,11.912568,-33195.909186,JPY,-323.894128,USD,0.0,0.0
Trade_5477,Swap,2033-06-01,16.910966,28015.942681,AUD,21011.957011,USD,21011.957011,21011.957011
Trade_4786,Swap,2024-06-03,7.918033,-5226.246398,USD,-5226.246398,USD,0.0,0.0
Trade_4970,Swap,2032-06-01,15.912568,574285.157102,JPY,5603.328687,USD,5603.328687,5603.328687
Trade_5849,Swap,2026-06-01,9.910966,-439077.594657,GBP,-582436.429313,USD,0.0,0.0
Trade_5519,Swap,2023-06-01,6.910966,-43221.444866,GBP,-57333.246614,USD,0.0,0.0
Trade_6483,Swap,2036-06-02,19.915301,12962.848062,EUR,14441.260884,USD,14441.260884,14441.260884
Trade_6013,Swap,2030-06-03,13.916446,-75261.829534,USD,-75261.829534,USD,0.0,0.0
Trade_8937,Swap,2026-06-01,9.910966,371245.144198,JPY,3622.257237,USD,3622.257237,3622.257237
Trade_4512,Swap,2028-06-01,11.912568,221827.964999,AUD,166370.973750,USD,166370.97375,166370.97375
Trade_1553,Swap,2021-06-01,4.910966,-3681.380037,JPY,-35.919407,USD,0.0,0.0
Trade_8668,Swap,2028-06-01,11.912568,173912.475994,JPY,1696.872631,USD,1696.872631,1696.872631
