#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-135235.234929,USD,861643.237906
CSA_41,,,,,,2277786.53235,USD,2284872.37018
CSA_42,,,,,,45107.164306,USD,94545.835568
CSA_43,,,,,,-110995.706063,USD,49403.395137
CSA_44,,,,,,200277.481386,USD,217843.026532
CSA_45,,,,,,-402718.912134,USD,216328.85711
CSA_46,,,,,,541669.373925,USD,685022.816977
CSA_47,,,,,,663838.46309,USD,981565.379952
CSA_48,,,,,,-939682.164457,USD,89431.06164
CSA_49,,,,,,-83677.925885,USD,242971.545543
CSA_59,,,,,,-438406.060809,USD,332.141541
CSA_58,,,,,,-536127.864183,USD,145989.649382
CSA_57,,,,,,-2665489.29959,USD,89674.453262
CSA_56,,,,,,984037.826868,USD,984037.826868
CSA_55,,,,,,736820.792208,USD,736820.792208
CSA_54,,,,,,260824.546278,USD,557885.769436
CSA_53,,,,,,134228.48421,USD,151555.699651
CSA_52,,,,,,133691.040038,USD,141148.856119
CSA_51,,,,,,-938527.47571,USD,80646.983663
CSA_50,,,,,,-196749.130146,USD,0.0
CSA_28,,,,,,406371.130435,USD,670712.087822
CSA_29,,,,,,-663908.004572,USD,210171.43518
CSA_22,,,,,,1252857.3587,USD,1380629.61114
CSA_23,,,,,,1914139.25332,USD,1914139.25332
CSA_20,,,,,,-562457.94588,USD,0.0
CSA_21,,,,,,-136207.020949,USD,54739.74953
CSA_26,,,,,,1179474.99773,USD,1241722.01848
CSA_27,,,,,,-407157.990576,USD,78954.988977
CSA_24,,,,,,-633120.144362,USD,492911.174417
CSA_25,,,,,,866734.116421,USD,1510799.16532
CSA_39,,,,,,-594109.630406,USD,0.0
CSA_38,,,,,,2137219.89787,USD,2374121.62516
CSA_31,,,,,,166962.712086,USD,202082.803444
CSA_30,,,,,,-385586.402069,USD,17728.438046
CSA_33,,,,,,-1100385.65755,USD,582162.530592
CSA_32,,,,,,-987648.923371,USD,849292.7491
