#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-191919.69757,USD,387289.957296
CSA_41,,,,,,1281255.15049,USD,1536879.96732
CSA_42,,,,,,1631.642043,USD,138487.796216
CSA_43,,,,,,-98908.18058,USD,147818.191817
CSA_44,,,,,,424687.063373,USD,466792.294703
CSA_45,,,,,,-624884.367866,USD,110614.70789
CSA_46,,,,,,333060.051693,USD,440967.964395
CSA_47,,,,,,686887.276559,USD,1077659.45079
CSA_48,,,,,,-836964.013575,USD,50214.144596
CSA_49,,,,,,734458.944348,USD,734458.944348
CSA_59,,,,,,-482215.24466,USD,1319.274185
CSA_58,,,,,,334591.61603,USD,702784.831881
CSA_57,,,,,,-2455135.74035,USD,130946.708269
CSA_56,,,,,,1307345.23453,USD,1323130.20192
CSA_55,,,,,,947698.847579,USD,947698.847579
CSA_54,,,,,,581021.095291,USD,1034507.45557
CSA_53,,,,,,152201.029586,USD,383529.724936
CSA_52,,,,,,-201970.175048,USD,64691.18945
CSA_51,,,,,,-1219449.21064,USD,9328.239454
CSA_50,,,,,,-118242.138753,USD,46792.05289
CSA_28,,,,,,-187162.625069,USD,377428.13214
CSA_29,,,,,,-166338.301237,USD,313496.388028
CSA_22,,,,,,739279.766934,USD,1321547.61751
CSA_23,,,,,,1362892.86642,USD,1371307.8869
CSA_20,,,,,,-756984.977631,USD,114.292439
CSA_21,,,,,,55743.082185,USD,131308.387197
CSA_26,,,,,,543930.397009,USD,753890.202994
CSA_27,,,,,,-25262.338803,USD,270814.395301
CSA_24,,,,,,104649.303612,USD,856812.697272
CSA_25,,,,,,206154.852406,USD,926861.752669
CSA_39,,,,,,-535947.37804,USD,1932.982901
CSA_38,,,,,,2108673.95681,USD,2109179.01763
CSA_31,,,,,,177502.646753,USD,266418.703331
CSA_30,,,,,,-261540.728543,USD,3621.807296
CSA_33,,,,,,-1833749.23551,USD,591397.448642
CSA_32,,,,,,-256191.751868,USD,954995.584909
CSA_35,,,,,,526623.754899,USD,585081.798246
CSA_34,,,,,,-686292.329174,USD,59991.470578
CSA_37,,,,,,682138.144716,USD,777114.831583
CSA_36,,,,,,-219188.988725,USD,196180.988893
CSA_119,,,,,,122524.606042,USD,580520.157482
CSA_118,,,,,,480605.597528,USD,849850.918641
CSA_113,,,,,,524134.939025,USD,524134.939025
CSA_112,,,,,,604548.149237,USD,629568.535676
CSA_111,,,,,,37146.905907,USD,1160011.07217
CSA_110,,,,,,1034303.25256,USD,1070831.19232
CSA_117,,,,,,980113.231288,USD,1143320.63884
CSA_116,,,,,,575523.286473,USD,598429.692428
CSA_115,,,,,,-537773.995723,USD,78319.82884
CSA_114,,,,,,19948.796151,USD,21222.127475
CSA_108,,,,,,-200358.979624,USD,0.0
CSA_109,,,,,,766641.192512,USD,934921.453621
CSA_100,,,,,,-981691.999834,USD,163431.034326
CSA_101,,,,,,-963802.493693,USD,175.920946
CSA_102,,,,,,-799867.001576,USD,52097.716723
CSA_103,,,,,,728206.683168,USD,828276.206984
CSA_104,,,,,,224992.799532,USD,291116.202393
CSA_105,,,,,,-1117406.54358,USD,90865.292193
CSA_106,,,,,,-830555.583767,USD,88198.347288
CSA_107,,,,,,518303.408078,USD,1454103.81319
CSA_13,,,,,,76589.078976,USD,404146.413956
CSA_12,,,,,,111271.327583,USD,133929.499007
CSA_11,,,,,,-136355.420734,USD,540539.337386
CSA_10,,,,,,-760383.758955,USD,125090.936237
CSA_17,,,,,,1759667.47688,USD,2136446.90321
CSA_16,,,,,,-862437.626251,USD,3517.122591
CSA_15,,,,,,-497186.579679,USD,1441.436273
CSA_14,,,,,,-632943.815828,USD,215510.397603
CSA_19,,,,,,-1001900.34485,USD,223835.614919
CSA_18,,,,,,-669040.557926,USD,50111.474862
CSA_130,,,,,,420469.345941,USD,661134.966669
CSA_88,,,,,,247925.576566,USD,447314.397678
CSA_89,,,,,,145339.463411,USD,556400.021363
CSA_84,,,,,,-18497.309436,USD,259972.082486
CSA_85,,,,,,-437420.794829,USD,80484.706843
CSA_86,,,,,,-565975.373764,USD,268281.976676
CSA_87,,,,,,1098121.71727,USD,1114622.75218
CSA_80,,,,,,-570228.277539,USD,31485.999011
CSA_81,,,,,,-196266.424751,USD,587789.800912
CSA_82,,,,,,581800.619869,USD,626322.582289
CSA_83,,,,,,-218387.810526,USD,6958.963353
