#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,186379.78,59549.5,-359371.4,-116686.46,0.0,0.0,186379.78,59549.5,None,59549.5,2032258.4
,CUST_S,107702.686,85423.91,-205829.605,-161605.03,0.0,0.0,107702.686,85423.91,None,85423.91,1220202.45
,CUST_P,92621.43,127546.24,-176829.777,-246451.93,0.0,0.0,92621.43,127546.24,None,127546.24,1045201.57
,CUST_Q,70453.968,61328.804,-137579.512,-116247.793,0.0,0.0,70453.968,61328.804,None,61328.804,785211.75
,CUST_V,144341.727,83601.747,-277722.0,-162003.634,0.0,0.0,144341.727,83601.747,None,83601.747,1580554.3
,CUST_W,96119.36,73756.94,-184957.1,-141201.642,0.0,0.0,96119.36,73756.94,None,73756.94,1107138.6
,CUST_T,118673.706,151875.98,-227802.01,-290266.79,0.0,0.0,118673.706,151875.98,None,151875.98,1351228.35
,CUST_U,51088.715,162389.083,-98220.25,-313815.92,0.0,0.0,51088.715,162389.083,None,162389.083,547919.1
,CUST_Z,281721.3,20983.008,-542979.7,-41172.11,0.0,0.0,281721.3,20983.008,None,20983.008,3086176.0
,CUST_X,156916.45,71526.48,-300023.8,-140923.3,0.0,0.0,156916.45,71526.48,None,71526.48,1744227.6
,CUST_Y,21962.567,67088.07,-42647.98,-128045.95,0.0,0.0,21962.567,67088.07,None,67088.07,256791.24
,CUST_B,92520.71,96814.5999,-177239.672,-185973.751,0.0,0.0,92520.71,96814.5999,None,96814.5999,1037437.04
,CUST_C,53490.964,104432.14,-103331.027,-202375.0,0.0,0.0,53490.964,104432.14,None,104432.14,617037.36
,CUST_A,110611.92,105805.88,-216518.01,-205217.61,0.0,0.0,110611.92,105805.88,None,105805.88,1180706.6
,CUST_F,85771.11,96300.0,-165760.07,-187278.7,0.0,0.0,85771.11,96300.0,None,96300.0,976798.1
,CUST_G,61304.44,193745.85694,-121792.61,-373558.9323,0.0,0.0,61304.44,193745.85694,None,193745.85694,675315.7
,CUST_D,130491.55,158963.221662,-247844.229,-310945.41731,0.0,0.0,130491.55,158963.221662,None,158963.221662,1477522.85
,CUST_E,197463.8,75367.31,-378863.1,-148423.76,0.0,0.0,197463.8,75367.31,None,75367.31,2196566.0
,CUST_J,128313.48,58353.5151,-246533.81,-112208.0673,0.0,0.0,128313.48,58353.5151,None,58353.5151,1425142.4
,CUST_K,101038.37,93627.645,-197921.69,-179777.44,0.0,0.0,101038.37,93627.645,None,93627.645,1081217.1
,CUST_H,161069.626,51034.865,-310920.71,-98122.255,0.0,0.0,161069.626,51034.865,None,51034.865,1743347.03
,CUST_I,103307.736,51577.272,-197378.407,-102454.91,0.0,0.0,103307.736,51577.272,None,51577.272,1232251.7
,CUST_N,34160.077,154708.57,-65257.25,-299862.4,0.0,0.0,34160.077,154708.57,None,154708.57,377847.31
,CUST_O,136665.98,37365.2,-262912.83,-70668.48,0.0,0.0,136665.98,37365.2,None,37365.2,1484631.4
,CUST_L,117682.592875,244869.832,-226155.3248,-469247.1,0.0,0.0,117682.592875,244869.832,None,244869.832,1303315.83865
,CUST_M,54059.628,67939.17,-105892.707,-132656.6,0.0,0.0,54059.628,67939.17,None,67939.17,581025.87
