#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base),x
Trade_6531,Swap,2020-06-01,4.922150,2341.925522,EUR,2612.066631,USD,2612.066631,2612.066631
Trade_1418,Swap,2035-06-01,19.920548,-105144.766875,USD,-105144.766875,USD,0.0,0.0
Trade_4055,Swap,2026-06-01,10.920548,-512331.351655,EUR,-571428.773069,USD,0.0,0.0
Trade_6405,Swap,2039-06-01,23.920548,110519.098405,JPY,905.055960,USD,905.05596,905.05596
Trade_1589,Swap,2023-06-01,7.920548,-120456.181719,GBP,-189381.208898,USD,0.0,0.0
Trade_7633,Swap,2024-06-03,8.927614,3250.368547,USD,3250.368547,USD,3250.368547,3250.368547
Trade_4320,Swap,2045-06-01,29.920548,1027355.097455,GBP,1615207.684217,USD,1615207.68422,1615207.68422
Trade_6494,Swap,2025-06-02,9.923288,-45138.905733,GBP,-70967.387593,USD,0.0,0.0
Trade_8826,Swap,2033-06-01,17.920548,-274184.819772,EUR,-305812.038733,USD,0.0,0.0
Trade_1681,Swap,2045-06-01,29.920548,329467.529860,GBP,517988.850446,USD,517988.850446,517988.850446
Trade_5828,Swap,2033-06-01,17.920548,16320.802476,USD,16320.802476,USD,16320.802476,16320.802476
Trade_6164,Swap,2029-06-01,13.920548,-242839.992733,EUR,-270851.585895,USD,0.0,0.0
Trade_5341,Swap,2019-06-03,3.926027,34351.700684,JPY,281.310759,USD,281.310759,281.310759
Trade_9730,Swap,2032-06-01,16.922150,-285142.123708,GBP,-448300.446893,USD,0.0,0.0
Trade_9500,Swap,2034-06-01,18.920548,30043.808336,EUR,33509.361627,USD,33509.361627,33509.361627
Trade_9435,Swap,2039-06-01,23.920548,-213754.765771,AUD,-164591.169644,USD,0.0,0.0
Trade_3147,Swap,2040-06-01,24.922150,-337184.495586,USD,-337184.495586,USD,0.0,0.0
Trade_7753,Swap,2039-06-01,23.920548,-374843.219149,AUD,-288629.278745,USD,0.0,0.0
Trade_5617,Swap,2034-06-01,18.920548,200686.434679,EUR,223835.614919,USD,223835.614919,223835.614919
Trade_7936,Swap,2034-06-01,18.920548,-435331.015794,USD,-435331.015794,USD,0.0,0.0
Trade_7577,Swap,2026-06-01,10.920548,-9279.507376,GBP,-14589.241497,USD,0.0,0.0
Trade_9119,Swap,2043-06-01,27.920548,-13799.906524,GBP,-21696.213036,USD,0.0,0.0
Trade_3312,Swap,2029-06-01,13.920548,13956.592617,JPY,114.292439,USD,114.292439,114.292439
Trade_1221,Swap,2033-06-01,17.920548,-328439.844651,GBP,-516373.123761,USD,0.0,0.0
Trade_7292,Swap,2026-06-01,10.920548,-130034.786780,GBP,-204440.691776,USD,0.0,0.0
Trade_3223,Swap,2028-06-01,12.922150,-14035.089097,JPY,-114.935257,USD,0.0,0.0
Trade_5477,Swap,2033-06-01,17.920548,9730.514880,AUD,7492.496458,USD,7492.496458,7492.496458
Trade_4786,Swap,2024-06-03,8.927614,22379.590176,USD,22379.590176,USD,22379.590176,22379.590176
Trade_4970,Swap,2032-06-01,16.922150,451279.444075,JPY,3695.588873,USD,3695.588873,3695.588873
Trade_5849,Swap,2026-06-01,10.920548,-236315.129140,GBP,-371534.646033,USD,0.0,0.0
Trade_5519,Swap,2023-06-01,7.920548,-94255.531357,GBP,-148188.546399,USD,0.0,0.0
Trade_6483,Swap,2036-06-02,20.924882,28891.152743,EUR,32223.747212,USD,32223.747212,32223.747212
Trade_6013,Swap,2030-06-03,14.926027,216087.112305,USD,216087.112305,USD,216087.112305,216087.112305
Trade_8937,Swap,2026-06-01,10.920548,278781.172111,JPY,2282.977014,USD,2282.977014,2282.977014
Trade_4512,Swap,2028-06-01,12.922150,-20804.055913,AUD,-16019.123053,USD,0.0,0.0
Trade_1553,Swap,2021-06-01,5.920548,-1743.686003,JPY,-14.279282,USD,0.0,0.0
Trade_8668,Swap,2028-06-01,12.922150,150238.567580,JPY,1230.324106,USD,1230.324106,1230.324106
Trade_1546,Swap,2040-06-01,24.922150,556239.056911,EUR,620401.232126,USD,620401.232126,620401.232126
Trade_6251,Swap,2030-06-03,14.926027,-33605.338341,AUD,-25876.110522,USD,0.0,0.0
Trade_1844,Swap,2036-06-02,20.924882,201956.227203,AUD,155506.294946,USD,155506.294946,155506.294946
Trade_3149,Swap,2037-06-01,21.920548,678147.131174,JPY,5553.439283,USD,5553.439283,5553.439283
Trade_5571,Swap,2023-06-01,7.920548,49457.125336,AUD,38081.986509,USD,38081.986509,38081.986509
Trade_9877,Swap,2027-06-01,11.920548,261376.922916,USD,261376.922916,USD,261376.922916,261376.922916
Trade_1744,Swap,2042-06-02,26.923288,-512143.753347,USD,-512143.753347,USD,0.0,0.0
Trade_4155,Swap,2030-06-03,14.926027,519466.602867,EUR,579387.075508,USD,579387.075508,579387.075508
Trade_6440,Swap,2023-06-01,7.920548,213134.414424,EUR,237719.469128,USD,237719.469128,237719.469128
Trade_8372,Swap,2045-06-01,29.920548,925783.717347,AUD,712853.462358,USD,712853.462358,712853.462358
Trade_1911,Swap,2026-06-01,10.920548,292188.314445,EUR,325892.236517,USD,325892.236517,325892.236517
Trade_9553,Swap,2039-06-01,23.920548,222791.651426,AUD,171549.571598,USD,171549.571598,171549.571598
Trade_1986,Swap,2036-06-02,20.924882,-251920.107859,AUD,-193978.483052,USD,0.0,0.0
Trade_3338,Swap,2029-06-01,13.920548,-20907.120290,USD,-20907.120290,USD,0.0,0.0
Trade_7053,Swap,2032-06-01,16.922150,145775.353759,GBP,229188.011180,USD,229188.01118,229188.01118
Trade_6632,Swap,2045-06-01,29.920548,282506.216867,AUD,217529.786988,USD,217529.786988,217529.786988
Trade_3229,Swap,2040-06-01,24.922150,-244138.770453,JPY,-1999.285665,USD,0.0,0.0
Trade_7979,Swap,2019-06-03,3.926027,151711.894260,USD,151711.894260,USD,151711.89426,151711.89426
Trade_9341,Swap,2042-06-02,26.923288,667450.087638,GBP,1049365.027784,USD,1049365.02778,1049365.02778
Trade_3454,Swap,2037-06-01,21.920548,-76743.097522,AUD,-59092.185092,USD,0.0,0.0
Trade_8354,Swap,2030-06-03,14.926027,-67259.704198,EUR,-75018.111077,USD,0.0,0.0
Trade_2255,Swap,2034-06-01,18.920548,93955.611055,USD,93955.611055,USD,93955.611055,93955.611055
Trade_2434,Swap,2032-06-01,16.922150,-26087.875000,EUR,-29097.111382,USD,0.0,0.0
Trade_3264,Swap,2036-06-02,20.924882,-156610.917257,JPY,-1282.508146,USD,0.0,0.0
Trade_2842,Swap,2038-06-01,22.920548,-329907.932906,EUR,-367962.812967,USD,0.0,0.0
Trade_2841,Swap,2023-06-01,7.920548,15216.817109,GBP,23923.879858,USD,23923.879858,23923.879858
Trade_2859,Swap,2027-06-01,11.920548,56859.583540,AUD,43781.879326,USD,43781.879326,43781.879326
Trade_5133,Swap,2029-06-01,13.920548,497484.518164,GBP,782145.159457,USD,782145.159457,782145.159457
Trade_2457,Swap,2040-06-01,24.922150,309333.981920,GBP,486334.886374,USD,486334.886374,486334.886374
Trade_4863,Swap,2029-06-01,13.920548,-291308.708460,GBP,-457995.551440,USD,0.0,0.0
Trade_4323,Swap,2023-06-01,7.920548,10205.546571,JPY,83.574612,USD,83.574612,83.574612
Trade_1693,Swap,2019-06-03,3.926027,48460.374465,EUR,54050.278659,USD,54050.278659,54050.278659
Trade_9287,Swap,2021-06-01,5.920548,40051.417837,USD,40051.417837,USD,40051.417837,40051.417837
Trade_8700,Swap,2038-06-01,22.920548,-113275.943509,EUR,-126342.323593,USD,0.0,0.0
Trade_3121,Swap,2032-06-01,16.922150,-76041.295197,AUD,-58551.797302,USD,0.0,0.0
Trade_9886,Swap,2019-06-03,3.926027,-31306.094854,USD,-31306.094854,USD,0.0,0.0
Trade_8047,Swap,2026-06-01,10.920548,-114358.087335,USD,-114358.087335,USD,0.0,0.0
Trade_8718,Swap,2020-06-01,4.922150,-43144.493495,EUR,-48121.210820,USD,0.0,0.0
Trade_5450,Swap,2031-06-02,15.923288,19591.805917,JPY,160.439969,USD,160.439969,160.439969
Trade_7805,Swap,2021-06-01,5.920548,-13169.330414,USD,-13169.330414,USD,0.0,0.0
Trade_8268,Swap,2022-06-01,6.920548,21840.212365,EUR,24359.480862,USD,24359.480862,24359.480862
Trade_3409,Swap,2037-06-01,21.920548,416448.043564,USD,416448.043564,USD,416448.043564,416448.043564
Trade_3336,Swap,2027-06-01,11.920548,-60258.607231,GBP,-94738.582288,USD,0.0,0.0
Trade_8640,Swap,2036-06-02,20.924882,9595.310364,EUR,10702.129414,USD,10702.129414,10702.129414
Trade_9847,Swap,2027-06-01,11.920548,211678.989634,GBP,332801.707503,USD,332801.707503,332801.707503
Trade_3614,Swap,2033-06-01,17.920548,-90955.635551,EUR,-101447.368112,USD,0.0,0.0
Trade_3934,Swap,2040-06-01,24.922150,658228.909197,EUR,734155.613873,USD,734155.613873,734155.613873
Trade_8170,Swap,2044-06-01,28.922150,-259402.704190,EUR,-289324.806119,USD,0.0,0.0
Trade_5664,Swap,2027-06-01,11.920548,-14005.409991,AUD,-10784.165693,USD,0.0,0.0
Trade_9532,Swap,2030-06-03,14.926027,-614237.450482,EUR,-685089.740396,USD,0.0,0.0
Trade_9956,Swap,2023-06-01,7.920548,73626.504086,JPY,602.937477,USD,602.937477,602.937477
Trade_8036,Swap,2034-06-01,18.920548,-121679.336015,GBP,-191304.252082,USD,0.0,0.0
Trade_5759,Swap,2038-06-01,22.920548,44480.393705,EUR,49611.207119,USD,49611.207119,49611.207119
Trade_5033,Swap,2022-06-01,6.920548,58434.897574,USD,58434.897574,USD,58434.897574,58434.897574
Trade_4925,Swap,2037-06-01,21.920548,427786.926757,AUD,329395.933603,USD,329395.933603,329395.933603
Trade_7426,Swap,2045-06-01,29.920548,213312.606205,GBP,335370.079476,USD,335370.079476,335370.079476
Trade_5350,Swap,2039-06-01,23.920548,750989.576701,JPY,6149.955997,USD,6149.955997,6149.955997
Trade_1773,Swap,2024-06-03,8.927614,4579.797999,EUR,5108.077698,USD,5108.077698,5108.077698
Trade_5598,Swap,2039-06-01,23.920548,45737.452447,USD,45737.452447,USD,45737.452447,45737.452447
Trade_4177,Swap,2031-06-02,15.923288,-22992.836385,JPY,-188.291471,USD,0.0,0.0
Trade_8809,Swap,2037-06-01,21.920548,-189625.401278,AUD,-146011.558984,USD,0.0,0.0
Trade_3654,Swap,2037-06-01,21.920548,-16886.485128,EUR,-18834.341188,USD,0.0,0.0
Trade_4651,Swap,2020-06-01,4.922150,1369.610965,AUD,1054.600443,USD,1054.600443,1054.600443
Trade_9149,Swap,2038-06-01,22.920548,21482.234535,JPY,175.920946,USD,175.920946,175.920946
Trade_9792,Swap,2031-06-02,15.923288,-253186.556193,GBP,-398059.903647,USD,0.0,0.0
Trade_8867,Swap,2045-06-01,29.920548,-498271.589047,AUD,-383669.123567,USD,0.0,0.0
Trade_2060,Swap,2026-06-01,10.920548,-215010.121337,AUD,-165557.793429,USD,0.0,0.0
Trade_5582,Swap,2033-06-01,17.920548,-21677.394800,AUD,-16691.593996,USD,0.0,0.0
Trade_4808,Swap,2042-06-02,26.923288,-624943.668555,JPY,-5117.748876,USD,0.0,0.0
Trade_8542,Swap,2044-06-01,28.922150,-443417.751785,USD,-443417.751785,USD,0.0,0.0
Trade_8068,Swap,2039-06-01,23.920548,-523934.048880,AUD,-403429.217638,USD,0.0,0.0
Trade_7595,Swap,2037-06-01,21.920548,15075.759147,USD,15075.759147,USD,15075.759147,15075.759147
Trade_6778,Swap,2019-06-03,3.926027,48080.464385,AUD,37021.957576,USD,37021.957576,37021.957576
Trade_2367,Swap,2025-06-02,9.923288,-36587.798541,AUD,-28172.604876,USD,0.0,0.0
Trade_5178,Swap,2031-06-02,15.923288,840419.136320,AUD,647122.734967,USD,647122.734967,647122.734967
Trade_8847,Swap,2021-06-01,5.920548,115222.918215,GBP,181153.472017,USD,181153.472017,181153.472017
Trade_7253,Swap,2037-06-01,21.920548,-44353.690838,GBP,-69732.872736,USD,0.0,0.0
Trade_3284,Swap,2040-06-01,24.922150,-264258.174103,JPY,-2164.046204,USD,0.0,0.0
Trade_4918,Swap,2025-06-02,9.923288,94299.862502,AUD,72610.894127,USD,72610.894127,72610.894127
Trade_4418,Swap,2039-06-01,23.920548,31898.262818,JPY,261.219222,USD,261.219222,261.219222
Trade_7609,Swap,2028-06-01,12.922150,-42057.882496,GBP,-66123.402861,USD,0.0,0.0
Trade_8691,Swap,2039-06-01,23.920548,283104.581094,AUD,217990.527443,USD,217990.527443,217990.527443
Trade_7030,Swap,2036-06-02,20.924882,30963.167834,JPY,253.561601,USD,253.561601,253.561601
Trade_7715,Swap,2037-06-01,21.920548,-569769.809847,USD,-569769.809847,USD,0.0,0.0
