#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base),x
Trade_6531,Swap,2020-06-01,3.934426,4548.444844,EUR,5057.188399,USD,5057.188399,5057.188399
Trade_1418,Swap,2035-06-01,18.932824,-159166.549574,USD,-159166.549574,USD,0.0,0.0
Trade_4055,Swap,2026-06-01,9.932824,-608294.984176,EUR,-676332.778156,USD,0.0,0.0
Trade_6405,Swap,2039-06-01,22.932824,368111.841783,JPY,3602.053347,USD,3602.053347,3602.053347
Trade_1589,Swap,2023-06-01,6.932824,-5846.881267,GBP,-8000.872326,USD,0.0,0.0
Trade_7633,Swap,2024-06-03,7.939891,-4931.414523,USD,-4931.414523,USD,0.0,0.0
Trade_4320,Swap,2045-06-01,28.932824,809742.271056,GBP,1108051.323713,USD,1108051.32371,1108051.32371
Trade_6494,Swap,2025-06-02,8.935564,-178840.896109,GBP,-244725.882235,USD,0.0,0.0
Trade_8826,Swap,2033-06-01,16.932824,-340521.096943,EUR,-378608.381636,USD,0.0,0.0
Trade_1681,Swap,2045-06-01,28.932824,717841.174298,GBP,982293.862909,USD,982293.862909,982293.862909
Trade_5828,Swap,2033-06-01,16.932824,31955.636340,USD,31955.636340,USD,31955.63634,31955.63634
Trade_6164,Swap,2029-06-01,12.932824,-42968.788459,EUR,-47774.847448,USD,0.0,0.0
Trade_5341,Swap,2019-06-03,2.938304,42114.678100,JPY,412.101161,USD,412.101161,412.101161
Trade_9730,Swap,2032-06-01,15.934426,-399237.554368,GBP,-546316.669397,USD,0.0,0.0
Trade_9500,Swap,2034-06-01,17.932824,-8184.298410,EUR,-9099.712188,USD,0.0,0.0
Trade_9435,Swap,2039-06-01,22.932824,-26451.421571,AUD,-19777.727908,USD,0.0,0.0
Trade_3147,Swap,2040-06-01,23.934426,-172197.825846,USD,-172197.825846,USD,0.0,0.0
Trade_7753,Swap,2039-06-01,22.932824,-308357.166912,AUD,-230558.653701,USD,0.0,0.0
Trade_5617,Swap,2034-06-01,17.932824,107632.066286,EUR,119670.712900,USD,119670.7129,119670.7129
Trade_7936,Swap,2034-06-01,17.932824,-140636.714854,USD,-140636.714854,USD,0.0,0.0
Trade_7577,Swap,2026-06-01,9.932824,-39043.783646,GBP,-53427.513542,USD,0.0,0.0
Trade_9119,Swap,2043-06-01,26.932824,-37509.909788,GBP,-51328.560554,USD,0.0,0.0
Trade_3312,Swap,2029-06-01,12.932824,-37465.647251,JPY,-366.609396,USD,0.0,0.0
Trade_1221,Swap,2033-06-01,16.932824,-159602.535244,GBP,-218400.109228,USD,0.0,0.0
Trade_7292,Swap,2026-06-01,9.932824,-174602.009638,GBP,-238925.389988,USD,0.0,0.0
Trade_3223,Swap,2028-06-01,11.934426,-31204.088928,JPY,-305.338705,USD,0.0,0.0
Trade_5477,Swap,2033-06-01,16.932824,26819.496310,AUD,20052.937391,USD,20052.937391,20052.937391
Trade_4786,Swap,2024-06-03,7.939891,-3392.548635,USD,-3392.548635,USD,0.0,0.0
Trade_4970,Swap,2032-06-01,15.934426,560736.893440,JPY,5486.930803,USD,5486.930803,5486.930803
Trade_5849,Swap,2026-06-01,9.932824,-404404.401151,GBP,-553386.982534,USD,0.0,0.0
Trade_5519,Swap,2023-06-01,6.932824,-48771.900225,GBP,-66739.468268,USD,0.0,0.0
Trade_6483,Swap,2036-06-02,19.937158,14990.669588,EUR,16667.375981,USD,16667.375981,16667.375981
Trade_6013,Swap,2030-06-03,13.938304,-45399.172238,USD,-45399.172238,USD,0.0,0.0
Trade_8937,Swap,2026-06-01,9.932824,358302.139904,JPY,3506.063309,USD,3506.063309,3506.063309
Trade_4512,Swap,2028-06-01,11.934426,209943.576978,AUD,156974.812507,USD,156974.812507,156974.812507
Trade_1553,Swap,2021-06-01,4.932824,-3435.050741,JPY,-33.612708,USD,0.0,0.0
Trade_8668,Swap,2028-06-01,11.934426,170416.661378,JPY,1667.563593,USD,1667.563593,1667.563593
Trade_1546,Swap,2040-06-01,23.934426,840435.465235,EUR,934438.172022,USD,934438.172022,934438.172022
Trade_6251,Swap,2030-06-03,13.938304,-19699.718792,AUD,-14729.479741,USD,0.0,0.0
Trade_1844,Swap,2036-06-02,19.937158,121830.454026,AUD,91092.630475,USD,91092.630475,91092.630475
Trade_3149,Swap,2037-06-01,20.932824,311851.251879,JPY,3051.531404,USD,3051.531404,3051.531404
Trade_5571,Swap,2023-06-01,6.932824,31792.009444,AUD,23770.885461,USD,23770.885461,23770.885461
