#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,164413.42,56547.85,-250997.1,-84472.25,0.0,0.0,164413.42,56547.85,None,56547.85,1703701.9
,CUST_S,123053.147,112957.84,-183385.679,-171379.89,0.0,0.0,123053.147,112957.84,None,112957.84,1281212.58
,CUST_P,116940.948,87019.78,-176275.026,-130752.36,0.0,0.0,116940.948,87019.78,None,87019.78,1210486.62
,CUST_Q,39901.926,117806.93,-59612.811,-179827.82,0.0,0.0,39901.926,117806.93,None,117806.93,413517.07
,CUST_V,207702.35,75340.45,-318041.8,-113426.595,0.0,0.0,207702.35,75340.45,None,75340.45,2104122.0
,CUST_W,91479.61,73576.4,-137446.8,-109454.66,0.0,0.0,91479.61,73576.4,None,73576.4,978102.2
,CUST_T,131744.55,194746.04,-196662.46,-296603.54,0.0,0.0,131744.55,194746.04,None,194746.04,1376646.7
,CUST_U,43292.4,143242.692,-66369.53,-219396.728,0.0,0.0,43292.4,143242.692,None,143242.692,436549.9
,CUST_Z,275849.3,18700.38,-421376.2,-26719.39,0.0,0.0,275849.3,18700.38,None,18700.38,2798451.0
,CUST_X,173193.63,65422.33,-264995.25,-97051.4,0.0,0.0,173193.63,65422.33,None,65422.33,1757197.5
,CUST_Y,38107.231,56768.96,-59464.423,-85093.02,0.0,0.0,38107.231,56768.96,None,56768.96,434583.13
,CUST_B,89375.97,70109.406,-135396.58,-103203.93,0.0,0.0,89375.97,70109.406,None,70109.406,919562.7
,CUST_C,70570.94,101147.45,-106337.919,-152081.98,0.0,0.0,70570.94,101147.45,None,101147.45,727457.45
,CUST_A,107657.8,119004.767,-165855.9,-181923.255,0.0,0.0,107657.8,119004.767,None,119004.767,1086883.2
,CUST_F,111357.98,109255.17,-167885.88,-164999.1,0.0,0.0,111357.98,109255.17,None,109255.17,1153635.2
,CUST_G,77392.21,156064.93295,-118717.02,-236526.18222,0.0,0.0,77392.21,156064.93295,None,156064.93295,801254.4
,CUST_D,128071.653,118582.1954,-191753.932,-185333.1462,0.0,0.0,128071.653,118582.1954,None,118582.1954,1341681.55
,CUST_E,246275.08,78810.36,-374725.4,-117668.1,0.0,0.0,246275.08,78810.36,None,78810.36,2515998.0
,CUST_J,104668.5,87853.0047,-158398.75,-134156.5555,0.0,0.0,104668.5,87853.0047,None,87853.0047,1074968.3
,CUST_K,79813.56,68496.45,-122612.78,-104318.16,0.0,0.0,79813.56,68496.45,None,68496.45,809856.0
,CUST_H,164114.852,57623.637,-251944.947,-88625.533,0.0,0.0,164114.852,57623.637,None,57623.637,1660409.35
,CUST_I,152630.643,31437.11,-232983.07,-48584.67,0.0,0.0,152630.643,31437.11,None,31437.11,1625195.69
,CUST_N,35937.253,117592.04,-53899.06,-180341.0,0.0,0.0,35937.253,117592.04,None,117592.04,373207.7
,CUST_O,151438.6,37643.99,-233749.06,-56889.39,0.0,0.0,151438.6,37643.99,None,37643.99,1532530.5
,CUST_L,77883.2018,287336.44,-117422.5492,-436067.1,0.0,0.0,77883.2018,287336.44,None,287336.44,803618.829
,CUST_M,73179.589,46274.38,-112320.887,-70752.14,0.0,0.0,73179.589,46274.38,None,46274.38,739757.02
