#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base),x
Trade_6531,Swap,2020-06-01,3.937158,4619.816381,EUR,5138.390770,USD,5138.39077,5138.39077
Trade_1418,Swap,2035-06-01,18.935557,-159421.029362,USD,-159421.029362,USD,0.0,0.0
Trade_4055,Swap,2026-06-01,9.935557,-610854.391754,EUR,-679422.797229,USD,0.0,0.0
Trade_6405,Swap,2039-06-01,22.935557,368100.073182,JPY,3598.663315,USD,3598.663315,3598.663315
Trade_1589,Swap,2023-06-01,6.935557,-7547.874485,GBP,-10290.017286,USD,0.0,0.0
Trade_7633,Swap,2024-06-03,7.942623,-4863.963874,USD,-4863.963874,USD,0.0,0.0
Trade_4320,Swap,2045-06-01,28.935557,813679.162180,GBP,1109288.801801,USD,1109288.8018,1109288.8018
Trade_6494,Swap,2025-06-02,8.938296,-176417.658518,GBP,-240510.193858,USD,0.0,0.0
Trade_8826,Swap,2033-06-01,16.935557,-342032.246524,EUR,-380425.366196,USD,0.0,0.0
Trade_1681,Swap,2045-06-01,28.935557,709960.746618,GBP,967889.485865,USD,967889.485865,967889.485865
Trade_5828,Swap,2033-06-01,16.935557,32029.256126,USD,32029.256126,USD,32029.256126,32029.256126
Trade_6164,Swap,2029-06-01,12.935557,-39594.512733,EUR,-44038.996787,USD,0.0,0.0
Trade_5341,Swap,2019-06-03,2.941036,42115.777490,JPY,411.737227,USD,411.737227,411.737227
Trade_9730,Swap,2032-06-01,15.937158,-396910.534560,GBP,-541108.131765,USD,0.0,0.0
Trade_9500,Swap,2034-06-01,17.935557,-8889.383683,EUR,-9887.217001,USD,0.0,0.0
Trade_9435,Swap,2039-06-01,22.935557,-40899.746765,AUD,-30458.041416,USD,0.0,0.0
Trade_3147,Swap,2040-06-01,23.937158,-170610.953538,USD,-170610.953538,USD,0.0,0.0
Trade_7753,Swap,2039-06-01,22.935557,-312834.613929,AUD,-232967.936993,USD,0.0,0.0
Trade_5617,Swap,2034-06-01,17.935557,106054.544367,EUR,117959.166972,USD,117959.166972,117959.166972
Trade_7936,Swap,2034-06-01,17.935557,-138961.988069,USD,-138961.988069,USD,0.0,0.0
Trade_7577,Swap,2026-06-01,9.935557,-38502.894242,GBP,-52490.995721,USD,0.0,0.0
Trade_9119,Swap,2043-06-01,26.935557,-37039.828284,GBP,-50496.397900,USD,0.0,0.0
Trade_3312,Swap,2029-06-01,12.935557,-37459.143992,JPY,-366.212498,USD,0.0,0.0
Trade_1221,Swap,2033-06-01,16.935557,-162383.309004,GBP,-221377.165165,USD,0.0,0.0
Trade_7292,Swap,2026-06-01,9.935557,-173601.341303,GBP,-236670.708599,USD,0.0,0.0
Trade_3223,Swap,2028-06-01,11.937158,-31201.617523,JPY,-305.036930,USD,0.0,0.0
Trade_5477,Swap,2033-06-01,16.935557,25486.569006,AUD,18979.847939,USD,18979.847939,18979.847939
Trade_4786,Swap,2024-06-03,7.942623,-3194.793693,USD,-3194.793693,USD,0.0,0.0
Trade_4970,Swap,2032-06-01,15.937158,560728.395146,JPY,5481.859017,USD,5481.859017,5481.859017
Trade_5849,Swap,2026-06-01,9.935557,-401062.422237,GBP,-546768.400236,USD,0.0,0.0
Trade_5519,Swap,2023-06-01,6.935557,-49346.883255,GBP,-67274.605942,USD,0.0,0.0
Trade_6483,Swap,2036-06-02,19.939891,14765.177348,EUR,16422.568505,USD,16422.568505,16422.568505
Trade_6013,Swap,2030-06-03,13.941036,-46233.508833,USD,-46233.508833,USD,0.0,0.0
Trade_8937,Swap,2026-06-01,9.935557,358295.853920,JPY,3502.814151,USD,3502.814151,3502.814151
Trade_4512,Swap,2028-06-01,11.937158,192950.551557,AUD,143690.275745,USD,143690.275745,143690.275745
Trade_1553,Swap,2021-06-01,4.935557,-3434.862993,JPY,-33.580312,USD,0.0,0.0
Trade_8668,Swap,2028-06-01,11.937158,170412.556748,JPY,1666.007320,USD,1666.00732,1666.00732
Trade_1546,Swap,2040-06-01,23.937158,846469.232434,EUR,941485.403775,USD,941485.403775,941485.403775
Trade_6251,Swap,2030-06-03,13.941036,-20587.768253,AUD,-15331.711018,USD,0.0,0.0
Trade_1844,Swap,2036-06-02,19.939891,127506.951783,AUD,94954.426993,USD,94954.426993,94954.426993
Trade_3149,Swap,2037-06-01,20.935557,311866.094418,JPY,3048.902065,USD,3048.902065,3048.902065
Trade_5571,Swap,2023-06-01,6.935557,32699.004628,AUD,24350.948746,USD,24350.948746,24350.948746
Trade_9877,Swap,2027-06-01,10.935557,124876.975477,USD,124876.975477,USD,124876.975477,124876.975477
Trade_1744,Swap,2042-06-02,25.938296,-155892.424577,USD,-155892.424577,USD,0.0,0.0
Trade_4155,Swap,2030-06-03,13.941036,648046.383146,EUR,720789.589654,USD,720789.589654,720789.589654
Trade_6440,Swap,2023-06-01,6.935557,251001.055644,EUR,279175.924140,USD,279175.92414,279175.92414
Trade_8372,Swap,2045-06-01,28.935557,772962.810131,AUD,575625.404706,USD,575625.404706,575625.404706
Trade_1911,Swap,2026-06-01,9.935557,384387.274182,EUR,427534.745709,USD,427534.745709,427534.745709
Trade_9553,Swap,2039-06-01,22.935557,-138577.945949,AUD,-103198.996349,USD,0.0,0.0
Trade_1986,Swap,2036-06-02,19.939891,-92923.364576,AUD,-69200.029600,USD,0.0,0.0
Trade_3338,Swap,2029-06-01,12.935557,-45661.710709,USD,-45661.710709,USD,0.0,0.0
