#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-127059.308898,USD,858435.325334
CSA_41,,,,,,2278097.71106,USD,2286421.89385
CSA_42,,,,,,47565.897154,USD,96658.497157
CSA_43,,,,,,-110699.371162,USD,49498.181918
CSA_44,,,,,,203576.780166,USD,221483.402604
CSA_45,,,,,,-402611.88975,USD,217703.703168
CSA_46,,,,,,544764.068339,USD,686799.983995
CSA_47,,,,,,658714.286425,USD,975751.717013
CSA_48,,,,,,-953768.934427,USD,84586.325209
CSA_49,,,,,,-60470.435668,USD,253022.073519
CSA_59,,,,,,-439819.023519,USD,331.987038
CSA_58,,,,,,-486559.102745,USD,184194.715608
CSA_57,,,,,,-2678315.77314,USD,89202.164577
CSA_56,,,,,,972073.630741,USD,972073.630741
CSA_55,,,,,,735496.10099,USD,735496.10099
CSA_54,,,,,,270315.938359,USD,564034.487661
CSA_53,,,,,,133412.443311,USD,152072.435237
CSA_52,,,,,,125284.699762,USD,134207.547067
CSA_51,,,,,,-948096.561373,USD,78995.508374
CSA_50,,,,,,-198931.085397,USD,0.0
CSA_28,,,,,,406683.732286,USD,677239.427289
CSA_29,,,,,,-650580.809832,USD,211180.0812
CSA_22,,,,,,1265202.60515,USD,1388096.83839
CSA_23,,,,,,1926575.16112,USD,1926575.16112
CSA_20,,,,,,-561401.479883,USD,0.0
CSA_21,,,,,,-140003.896091,USD,55331.548404
CSA_26,,,,,,1166789.06035,USD,1227502.41697
CSA_27,,,,,,-416741.46445,USD,78437.518012
CSA_24,,,,,,-647425.530109,USD,489130.830319
CSA_25,,,,,,879513.437196,USD,1523320.96801
CSA_39,,,,,,-592895.181358,USD,0.0
CSA_38,,,,,,2154603.44045,USD,2393118.39643
CSA_31,,,,,,165982.714252,USD,201573.639662
CSA_30,,,,,,-385303.163981,USD,18595.170281
CSA_33,,,,,,-1104209.66047,USD,571916.180938
CSA_32,,,,,,-969507.336662,USD,841254.725131
CSA_35,,,,,,643075.368505,USD,879313.431138
CSA_34,,,,,,148131.041712,USD,238791.911097
CSA_37,,,,,,587112.558057,USD,670025.871282
CSA_36,,,,,,-222705.151609,USD,47455.265408
CSA_119,,,,,,748247.991015,USD,852364.001626
CSA_118,,,,,,1016078.12503,USD,1050948.19066
CSA_113,,,,,,271250.261966,USD,271250.261966
CSA_112,,,,,,214443.050513,USD,220759.378332
CSA_111,,,,,,208381.695034,USD,677260.536833
CSA_110,,,,,,1550217.2215,USD,1550217.2215
CSA_117,,,,,,501762.466087,USD,550811.547018
CSA_116,,,,,,734201.33036,USD,779863.041069
CSA_115,,,,,,-623099.051768,USD,282790.736997
CSA_114,,,,,,292421.34846,USD,294908.304177
CSA_108,,,,,,-358974.057215,USD,57886.864457
CSA_109,,,,,,1022256.77062,USD,1200878.26943
CSA_100,,,,,,-861860.535583,USD,150790.300437
CSA_101,,,,,,-423023.717421,USD,456.490237
CSA_102,,,,,,-420653.874454,USD,10158.536867
CSA_103,,,,,,683541.717437,USD,708872.508401
CSA_104,,,,,,118146.047429,USD,220787.199435
CSA_105,,,,,,-1510487.99083,USD,95184.980754
CSA_106,,,,,,-607295.847285,USD,509898.507748
CSA_107,,,,,,920786.285562,USD,1930917.41463
CSA_13,,,,,,97427.40481,USD,184697.574607
CSA_12,,,,,,443284.052835,USD,446102.313084
CSA_11,,,,,,-543141.246206,USD,307026.625601
CSA_10,,,,,,-389649.770662,USD,231113.772922
CSA_17,,,,,,1451378.76374,USD,2077178.28767
CSA_16,,,,,,-840396.789792,USD,8737.054085
CSA_15,,,,,,-460834.619162,USD,1389.800746
CSA_14,,,,,,62816.820533,USD,631074.49005
CSA_19,,,,,,-455039.753044,USD,117959.166972
CSA_18,,,,,,-562593.3522,USD,32440.993353
CSA_130,,,,,,864778.197466,USD,1058201.21569
CSA_88,,,,,,697981.620171,USD,818130.091982
CSA_89,,,,,,37190.565049,USD,1012207.69731
CSA_84,,,,,,-42294.082923,USD,200614.668898
CSA_85,,,,,,-938039.67088,USD,0.0
CSA_86,,,,,,-371792.283676,USD,332053.166128
CSA_87,,,,,,933495.809287,USD,993796.934728
CSA_80,,,,,,-279513.987489,USD,0.0
CSA_81,,,,,,-820478.981747,USD,350401.997248
CSA_82,,,,,,323553.282791,USD,374643.590655
CSA_83,,,,,,-155494.505852,USD,11777.041515
CSA_66,,,,,,328432.659781,USD,697695.007757
CSA_67,,,,,,-268842.568692,USD,0.0
CSA_64,,,,,,-563330.809922,USD,78887.97216
CSA_65,,,,,,242201.83439,USD,277779.412589
CSA_62,,,,,,-189816.140847,USD,124707.278686
CSA_63,,,,,,1063516.85082,USD,1447000.30569
CSA_60,,,,,,-554991.322564,USD,282452.420678
CSA_61,,,,,,-184372.686843,USD,21016.381672
CSA_68,,,,,,-211148.133305,USD,182681.615127
CSA_69,,,,,,-65112.389407,USD,413888.007571
CSA_122,,,,,,-48671.916594,USD,111920.999244
CSA_123,,,,,,-33389.541497,USD,18738.577296
CSA_120,,,,,,-481510.073693,USD,20483.264387
CSA_121,,,,,,831404.767779,USD,842604.50519
CSA_126,,,,,,223120.965918,USD,357650.187965
CSA_127,,,,,,1139040.31464,USD,1139040.31464
CSA_124,,,,,,-163883.831513,USD,23233.532315
CSA_125,,,,,,-487185.337603,USD,465525.131214
CSA_128,,,,,,1977444.3096,USD,1989135.21673
CSA_129,,,,,,272099.409751,USD,492440.100351
CSA_99,,,,,,-1679042.35181,USD,8773.264939
CSA_98,,,,,,4259.369735,USD,525334.627055
CSA_93,,,,,,-18977.219017,USD,533445.105636
CSA_92,,,,,,160606.508982,USD,510714.705252
CSA_91,,,,,,453681.040395,USD,1066745.82805
CSA_90,,,,,,1011112.79824,USD,1013135.54329
CSA_97,,,,,,-552378.003795,USD,200411.266414
CSA_96,,,,,,1366802.23202,USD,1366802.23202
CSA_95,,,,,,676485.041561,USD,1164021.25936
CSA_94,,,,,,-1754839.64096,USD,559600.094265
CSA_75,,,,,,1109937.04861,USD,1282336.07456
CSA_74,,,,,,717173.991365,USD,873066.415942
CSA_77,,,,,,-193700.853083,USD,147650.576852
CSA_76,,,,,,-417129.859304,USD,258643.020575
CSA_71,,,,,,-525806.523903,USD,24461.706956
CSA_70,,,,,,-1397689.75836,USD,75901.161015
CSA_73,,,,,,1022740.54676,USD,1038105.83809
CSA_72,,,,,,50107.543626,USD,163615.658401
CSA_79,,,,,,1356719.13736,USD,1726494.67949
CSA_78,,,,,,-62341.174945,USD,16991.92547
CSA_3,,,,,,395946.244263,USD,758981.975678
CSA_2,,,,,,1177885.97865,USD,1240637.75055
CSA_1,,,,,,-1390795.32611,USD,267488.392627
CSA_7,,,,,,336508.989967,USD,514140.782438
CSA_6,,,,,,392352.205214,USD,488964.51036
CSA_5,,,,,,-417955.095623,USD,120270.919435
CSA_4,,,,,,180188.369477,USD,318920.509994
CSA_9,,,,,,467037.610102,USD,509149.069824
CSA_8,,,,,,79960.943314,USD,469225.711636
