#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,165853.23,55049.74,-257118.8,-83086.73,0.0,0.0,165853.23,55049.74,None,55049.74,1718624.5
,CUST_S,121789.079,111654.01,-183526.652,-171855.64,0.0,0.0,121789.079,111654.01,None,111654.01,1267868.11
,CUST_P,116682.411,87472.8,-178126.51,-133077.7,0.0,0.0,116682.411,87472.8,None,87472.8,1208373.73
,CUST_Q,40062.9201,116382.65,-60507.334,-180328.68,0.0,0.0,40062.9201,116382.65,None,116382.65,415435.89
,CUST_V,206036.76,76814.055,-320574.48,-117230.094,0.0,0.0,206036.76,76814.055,None,76814.055,2087893.3
,CUST_W,92561.18,72504.21,-140826.6,-108949.7,0.0,0.0,92561.18,72504.21,None,72504.21,989221.5
,CUST_T,131045.76,194236.5,-197817.55,-300302.1,0.0,0.0,131045.76,194236.5,None,194236.5,1369406.0
,CUST_U,43549.7,144455.478,-67849.48,-224902.978,0.0,0.0,43549.7,144455.478,None,144455.478,439161.1
,CUST_Z,275123.0,18484.52,-426877.9,-26456.3,0.0,0.0,275123.0,18484.52,None,18484.52,2791115.0
,CUST_X,172386.33,65249.11,-267971.67,-97801.6,0.0,0.0,172386.33,65249.11,None,65249.11,1749571.0
,CUST_Y,37726.363,57189.15,-60047.016,-86791.62,0.0,0.0,37726.363,57189.15,None,57189.15,430426.62
,CUST_B,89380.46,69936.73,-137309.92,-103825.475,0.0,0.0,89380.46,69936.73,None,69936.73,919561.4
,CUST_C,70714.975,102064.1,-107894.203,-155377.97,0.0,0.0,70714.975,102064.1,None,102064.1,729083.44
,CUST_A,107834.34,119069.427,-169011.88,-184862.561,0.0,0.0,107834.34,119069.427,None,119069.427,1088332.9
,CUST_F,110937.26,108762.68,-169383.94,-166473.0,0.0,0.0,110937.26,108762.68,None,108762.68,1149733.1
,CUST_G,76369.13,155287.1103,-119050.62,-238703.6108,0.0,0.0,76369.13,155287.1103,None,155287.1103,790736.1
,CUST_D,127059.681,118808.5824,-192450.101,-189338.7471,0.0,0.0,127059.681,118808.5824,None,118808.5824,1331047.25
,CUST_E,247801.7,79258.94,-382749.2,-119714.02,0.0,0.0,247801.7,79258.94,None,79258.94,2531575.0
,CUST_J,105150.47,87573.9592,-161299.71,-135838.8511,0.0,0.0,105150.47,87573.9592,None,87573.9592,1079908.3
,CUST_K,79890.82,68667.43,-124749.2,-106177.99,0.0,0.0,79890.82,68667.43,None,68667.43,810623.6
,CUST_H,164984.918,56596.633,-257451.941,-88509.604,0.0,0.0,164984.918,56596.633,None,56596.633,1669664.79
,CUST_I,153090.249,31342.86,-237285.78,-49290.92,0.0,0.0,153090.249,31342.86,None,31342.86,1630934.76
,CUST_N,36001.617,117861.41,-54661.52,-183725.66,0.0,0.0,36001.617,117861.41,None,117861.41,373602.9
,CUST_O,153147.59,37367.1,-240532.09,-57277.3,0.0,0.0,153147.59,37367.1,None,37367.1,1549709.2
,CUST_L,77997.7254,285147.45,-119123.9745,-438854.69,0.0,0.0,77997.7254,285147.45,None,285147.45,804782.989
,CUST_M,73399.384,46630.94,-114593.614,-72475.62,0.0,0.0,73399.384,46630.94,None,46630.94,741700.73
