#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-142738.803727,USD,928604.619376
CSA_41,,,,,,2420773.03546,USD,2426826.35155
CSA_42,,,,,,55051.286257,USD,100277.162411
CSA_43,,,,,,-109313.689069,USD,38878.640064
CSA_44,,,,,,163471.238778,USD,180384.316314
CSA_45,,,,,,-367862.893424,USD,236015.867573
CSA_46,,,,,,577262.920428,USD,725071.711133
CSA_47,,,,,,662304.413299,USD,971285.437116
CSA_48,,,,,,-941017.758309,USD,137123.647207
CSA_49,,,,,,-215624.685097,USD,230794.63792
CSA_59,,,,,,-433416.566127,USD,262.775129
CSA_58,,,,,,-632656.451334,USD,106570.241596
CSA_57,,,,,,-2684728.52791,USD,82117.578821
CSA_56,,,,,,912730.571921,USD,912730.571921
CSA_55,,,,,,719523.689551,USD,719523.689551
CSA_54,,,,,,235376.841462,USD,506718.630622
CSA_53,,,,,,133697.147254,USD,149209.96706
CSA_52,,,,,,185411.625604,USD,185411.625604
CSA_51,,,,,,-876240.351864,USD,92989.387852
CSA_50,,,,,,-211102.305494,USD,0.0
CSA_28,,,,,,484515.095261,USD,709894.218491
CSA_29,,,,,,-751088.825402,USD,193099.681796
CSA_22,,,,,,1321573.65428,USD,1412550.43089
CSA_23,,,,,,1979276.50631,USD,1979276.50631
CSA_20,,,,,,-530479.684836,USD,0.0
CSA_21,,,,,,-164165.224853,USD,57740.715334
CSA_26,,,,,,1297048.62747,USD,1335211.12049
CSA_27,,,,,,-455609.923898,USD,81383.114444
CSA_24,,,,,,-728371.129383,USD,459367.760433
CSA_25,,,,,,948287.67146,USD,1584786.16347
CSA_39,,,,,,-612156.041017,USD,0.0
CSA_38,,,,,,2135779.17325,USD,2418065.8244
CSA_31,,,,,,165231.353197,USD,192691.446566
CSA_30,,,,,,-399703.511744,USD,29590.760644
CSA_33,,,,,,-972968.315407,USD,653058.48676
CSA_32,,,,,,-1108918.46034,USD,875683.641664
CSA_35,,,,,,676264.979762,USD,949294.380129
CSA_34,,,,,,291742.938189,USD,337161.862448
CSA_37,,,,,,576809.235336,USD,658941.560746
CSA_36,,,,,,-229854.346739,USD,30981.328059
CSA_119,,,,,,865711.090188,USD,907572.124393
CSA_118,,,,,,1105956.55676,USD,1109142.22368
CSA_113,,,,,,247676.501625,USD,247676.501625
CSA_112,,,,,,132145.950969,USD,232734.837197
CSA_111,,,,,,224187.899552,USD,611767.213385
CSA_110,,,,,,1659231.4877,USD,1659231.4877
CSA_117,,,,,,405029.828561,USD,451503.343106
CSA_116,,,,,,774404.954973,USD,823683.757845
CSA_115,,,,,,-649680.681147,USD,312836.848384
CSA_114,,,,,,322879.396441,USD,325425.71698
CSA_108,,,,,,-374927.761143,USD,69359.620792
CSA_109,,,,,,1060126.62228,USD,1244950.93663
CSA_100,,,,,,-822129.661149,USD,153054.739485
CSA_101,,,,,,-334994.006936,USD,468.997015
CSA_102,,,,,,-355050.637197,USD,7547.764396
CSA_103,,,,,,690182.075235,USD,714946.072414
CSA_104,,,,,,97251.540994,USD,207671.032802
CSA_105,,,,,,-1559062.98628,USD,98348.751436
CSA_106,,,,,,-550871.154595,USD,579157.829111
CSA_107,,,,,,991013.581645,USD,2004519.11871
CSA_13,,,,,,103586.097308,USD,196866.811345
CSA_12,,,,,,477509.203286,USD,480392.317369
CSA_11,,,,,,-581692.863027,USD,286033.816031
CSA_10,,,,,,-333584.308825,USD,245734.217207
CSA_17,,,,,,1416030.93942,USD,2080467.16151
CSA_16,,,,,,-831444.624741,USD,24699.570703
CSA_15,,,,,,-449423.242691,USD,1496.979099
CSA_14,,,,,,164158.651154,USD,699998.701883
CSA_19,,,,,,-370197.328972,USD,105704.740419
CSA_18,,,,,,-565004.587918,USD,34664.253637
CSA_130,,,,,,953284.903585,USD,1142705.13354
CSA_88,,,,,,771054.663071,USD,884796.338541
CSA_89,,,,,,4802.748647,USD,1068379.93452
CSA_84,,,,,,-30776.710856,USD,220843.498203
CSA_85,,,,,,-1018930.54425,USD,0.0
CSA_86,,,,,,-366047.836457,USD,352881.953397
CSA_87,,,,,,876305.353593,USD,1018699.50717
CSA_80,,,,,,-219446.001221,USD,0.0
CSA_81,,,,,,-891101.766713,USD,318485.185363
