#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,161371.62,56241.3,-239609.6,-80892.18,0.0,0.0,161371.62,56241.3,None,56241.3,1658794.3
,CUST_S,126455.74,118400.87,-181662.084,-174985.36,0.0,0.0,126455.74,118400.87,None,118400.87,1305019.57
,CUST_P,119101.231,80671.4,-173817.262,-116615.12,0.0,0.0,119101.231,80671.4,None,80671.4,1220615.44
,CUST_Q,36415.3286,125349.26,-52506.462,-186109.45,0.0,0.0,36415.3286,125349.26,None,125349.26,374023.109
,CUST_V,219386.68,74427.9882,-327483.14,-108276.034,0.0,0.0,219386.68,74427.9882,None,74427.9882,2205720.8
,CUST_W,90592.05,73933.52,-131323.8,-106111.26,0.0,0.0,90592.05,73933.52,None,73933.52,958291.3
,CUST_T,133995.63,203479.79,-193078.58,-301562.72,0.0,0.0,133995.63,203479.79,None,203479.79,1385602.7
,CUST_U,43896.92,142005.66,-65704.17,-211842.797,0.0,0.0,43896.92,142005.66,None,142005.66,439355.8
,CUST_Z,276380.4,18080.358,-411526.2,-24325.65,0.0,0.0,276380.4,18080.358,None,18080.358,2780912.0
,CUST_X,176504.62,64805.75,-263882.51,-92255.43,0.0,0.0,176504.62,64805.75,None,64805.75,1773466.0
,CUST_Y,41068.706,55319.65,-63101.941,-80174.88,0.0,0.0,41068.706,55319.65,None,55319.65,465635.87
,CUST_B,89368.19,66086.479,-131421.17,-92838.644,0.0,0.0,89368.19,66086.479,None,66086.479,911233.8
,CUST_C,73747.682,101320.71,-107934.448,-146929.31,0.0,0.0,73747.682,101320.71,None,101320.71,751538.56
,CUST_A,106678.03,123429.393,-160467.0,-183923.728,0.0,0.0,106678.03,123429.393,None,123429.393,1068951.5
,CUST_F,117079.65,112387.92,-171370.32,-164594.34,0.0,0.0,117079.65,112387.92,None,112387.92,1199583.9
,CUST_G,81875.53,151467.23854,-122447.61,-222544.44955,0.0,0.0,81875.53,151467.23854,None,151467.23854,840941.0
,CUST_D,128491.259,113968.8776,-185238.101,-175187.582,0.0,0.0,128491.259,113968.8776,None,113968.8776,1333825.48
,CUST_E,253135.77,79493.48,-375078.9,-114977.37,0.0,0.0,253135.77,79493.48,None,79493.48,2562352.9
,CUST_J,102038.51,93426.2546,-149719.87,-138757.6876,0.0,0.0,102038.51,93426.2546,None,93426.2546,1039210.7
,CUST_K,78917.28,64034.56,-118227.47,-94652.25,0.0,0.0,78917.28,64034.56,None,64034.56,795612.2
,CUST_H,163693.484,59302.707,-245134.787,-88800.629,0.0,0.0,163693.484,59302.707,None,59302.707,1643746.77
,CUST_I,160946.882,28710.64,-239170.58,-43653.44,0.0,0.0,160946.882,28710.64,None,28710.64,1690409.53
,CUST_N,36259.868,113675.78,-52419.97,-169939.59,0.0,0.0,36259.868,113675.78,None,113675.78,373114.1
,CUST_O,155299.765,37649.77,-234353.98,-55453.43,0.0,0.0,155299.765,37649.77,None,37649.77,1558505.0
,CUST_L,72624.5164,292051.03,-105880.7244,-429834.51,0.0,0.0,72624.5164,292051.03,None,292051.03,743189.216
,CUST_M,77686.401,44515.49,-116713.961,-66599.25,0.0,0.0,77686.401,44515.49,None,44515.49,779141.85
