#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-130258.057743,USD,958379.298885
CSA_41,,,,,,2490043.50178,USD,2495816.5017
CSA_42,,,,,,62864.663386,USD,108230.975955
CSA_43,,,,,,-105954.010654,USD,41024.009806
CSA_44,,,,,,157820.710191,USD,175481.233944
CSA_45,,,,,,-383059.237202,USD,235511.370771
CSA_46,,,,,,575782.139392,USD,724467.044679
CSA_47,,,,,,663516.941662,USD,974219.863581
CSA_48,,,,,,-974631.214417,USD,145589.546511
CSA_49,,,,,,-236513.972563,USD,229777.678211
CSA_59,,,,,,-433106.207905,USD,217.430745
CSA_58,,,,,,-655674.323346,USD,102093.325189
CSA_57,,,,,,-2734934.57437,USD,82456.352811
CSA_56,,,,,,909022.547475,USD,909022.547475
CSA_55,,,,,,724900.396915,USD,724900.396915
CSA_54,,,,,,225242.437782,USD,493131.351626
CSA_53,,,,,,133525.527628,USD,149885.539094
CSA_52,,,,,,194094.016937,USD,194094.016937
CSA_51,,,,,,-890519.17746,USD,95717.367102
CSA_50,,,,,,-213204.592622,USD,0.0
CSA_28,,,,,,513401.474285,USD,736667.289082
CSA_29,,,,,,-768371.763815,USD,193672.159061
CSA_22,,,,,,1372570.55928,USD,1447786.76328
CSA_23,,,,,,2040704.5678,USD,2040704.5678
CSA_20,,,,,,-529657.088051,USD,0.0
CSA_21,,,,,,-175514.658932,USD,59917.835662
CSA_26,,,,,,1321729.93498,USD,1360499.77315
CSA_27,,,,,,-489716.571901,USD,80822.427896
CSA_24,,,,,,-788303.516187,USD,450722.801746
CSA_25,,,,,,1003738.10613,USD,1642674.97535
CSA_39,,,,,,-617306.474229,USD,0.0
CSA_38,,,,,,2199803.66647,USD,2479976.26277
CSA_31,,,,,,166262.151131,USD,193118.16776
CSA_30,,,,,,-415466.821462,USD,30129.915634
CSA_33,,,,,,-961510.482127,USD,669431.323505
CSA_32,,,,,,-1133284.59467,USD,886796.334737
