#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,162106.62,56825.62,-255758.4,-87031.21,0.0,0.0,162106.62,56825.62,None,56825.62,1667302.8
,CUST_S,128115.347,120542.81,-195852.552,-189483.21,0.0,0.0,128115.347,120542.81,None,120542.81,1323042.0
,CUST_P,122504.938,80201.27,-190119.041,-123185.67,0.0,0.0,122504.938,80201.27,None,80201.27,1255846.85
,CUST_Q,36005.0971,129570.38,-55260.257,-204179.74,0.0,0.0,36005.0971,129570.38,None,129570.38,370263.568
,CUST_V,223364.48,75236.576,-354176.05,-116168.001,0.0,0.0,223364.48,75236.576,None,75236.576,2246841.5
,CUST_W,92002.32,74889.98,-141754.5,-114434.87,0.0,0.0,92002.32,74889.98,None,74889.98,973668.3
,CUST_T,136178.18,206430.57,-208601.11,-324816.89,0.0,0.0,136178.18,206430.57,None,206430.57,1408822.1
,CUST_U,44240.01,142765.697,-70339.29,-226287.726,0.0,0.0,44240.01,142765.697,None,142765.697,442941.3
,CUST_Z,279517.4,18222.787,-442177.1,-26137.56,0.0,0.0,279517.4,18222.787,None,18222.787,2814055.0
,CUST_X,179493.41,65564.14,-284984.45,-99337.8,0.0,0.0,179493.41,65564.14,None,65564.14,1803827.3
,CUST_Y,42423.88,55444.77,-69228.032,-85206.53,0.0,0.0,42423.88,55444.77,None,55444.77,481081.34
,CUST_B,90314.41,65827.511,-141054.41,-98333.078,0.0,0.0,90314.41,65827.511,None,65827.511,921237.1
,CUST_C,74494.166,103080.95,-116005.077,-158780.46,0.0,0.0,74494.166,103080.95,None,103080.95,759291.15
,CUST_A,108554.76,124867.894,-173599.72,-197581.915,0.0,0.0,108554.76,124867.894,None,124867.894,1088053.3
,CUST_F,119430.5,114977.99,-185687.85,-178831.25,0.0,0.0,119430.5,114977.99,None,114977.99,1224030.2
,CUST_G,83174.32,151732.80942,-132306.33,-236767.42492,0.0,0.0,83174.32,151732.80942,None,151732.80942,855121.7
,CUST_D,129237.82,114610.1205,-197781.454,-187174.804,0.0,0.0,129237.82,114610.1205,None,114610.1205,1343000.38
,CUST_E,260916.07,81968.03,-410816.5,-126472.32,0.0,0.0,260916.07,81968.03,None,81968.03,2641130.4
,CUST_J,101587.5,95850.5379,-158322.06,-151295.3199,0.0,0.0,101587.5,95850.5379,None,95850.5379,1036101.7
,CUST_K,79243.9,64315.29,-126066.51,-101019.2,0.0,0.0,79243.9,64315.29,None,64315.29,799493.7
,CUST_H,167786.998,59615.674,-266898.063,-94589.072,0.0,0.0,167786.998,59615.674,None,59615.674,1685380.56
,CUST_I,165135.175,28892.17,-260634.69,-46882.94,0.0,0.0,165135.175,28892.17,None,28892.17,1733185.36
,CUST_N,36783.044,113277.44,-56569.99,-179962.26,0.0,0.0,36783.044,113277.44,None,113277.44,378708.0
,CUST_O,158854.688,37715.81,-254330.59,-58885.61,0.0,0.0,158854.688,37715.81,None,37715.81,1594373.4
,CUST_L,72329.1692,296723.31,-112020.5742,-463738.71,0.0,0.0,72329.1692,296723.31,None,296723.31,740932.11
,CUST_M,79974.249,44547.71,-127863.704,-70735.04,0.0,0.0,79974.249,44547.71,None,44547.71,802629.42
