#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base),x
Trade_6531,Swap,2020-06-01,3.918033,4761.055716,EUR,5305.482437,USD,5305.482437,5305.482437
Trade_1418,Swap,2035-06-01,18.916431,-165385.558825,USD,-165385.558825,USD,0.0,0.0
Trade_4055,Swap,2026-06-01,9.916431,-627973.530397,EUR,-699782.303598,USD,0.0,0.0
Trade_6405,Swap,2039-06-01,22.916431,388419.035375,JPY,3787.384798,USD,3787.384798,3787.384798
Trade_1589,Swap,2023-06-01,6.916431,10124.314441,GBP,13447.114440,USD,13447.11444,13447.11444
Trade_7633,Swap,2024-06-03,7.923497,-5320.595433,USD,-5320.595433,USD,0.0,0.0
Trade_4320,Swap,2045-06-01,28.916431,769073.343802,GBP,1021483.215239,USD,1021483.21524,1021483.21524
Trade_6494,Swap,2025-06-02,8.919171,-203152.091105,GBP,-269826.607406,USD,0.0,0.0
Trade_8826,Swap,2033-06-01,16.916431,-352680.538363,EUR,-393009.557925,USD,0.0,0.0
Trade_1681,Swap,2045-06-01,28.916431,799605.823713,GBP,1062036.455056,USD,1062036.45506,1062036.45506
Trade_5828,Swap,2033-06-01,16.916431,33608.942836,USD,33608.942836,USD,33608.942836,33608.942836
Trade_6164,Swap,2029-06-01,12.916431,-13459.735805,EUR,-14998.856594,USD,0.0,0.0
Trade_5341,Swap,2019-06-03,2.921910,43424.171082,JPY,423.419118,USD,423.419118,423.419118
Trade_9730,Swap,2032-06-01,15.918033,-424473.356084,GBP,-563785.511551,USD,0.0,0.0
Trade_9500,Swap,2034-06-01,17.916431,-14180.402896,EUR,-15801.931967,USD,0.0,0.0
Trade_9435,Swap,2039-06-01,22.916431,-11882.598882,AUD,-8894.125263,USD,0.0,0.0
Trade_3147,Swap,2040-06-01,23.918033,-151806.670408,USD,-151806.670408,USD,0.0,0.0
Trade_7753,Swap,2039-06-01,22.916431,-303216.627229,AUD,-226957.645481,USD,0.0,0.0
Trade_5617,Swap,2034-06-01,17.916431,93962.948999,EUR,104707.612217,USD,104707.612217,104707.612217
Trade_7936,Swap,2034-06-01,17.916431,-110122.583020,USD,-110122.583020,USD,0.0,0.0
Trade_7577,Swap,2026-06-01,9.916431,-44613.096619,GBP,-59255.114929,USD,0.0,0.0
Trade_9119,Swap,2043-06-01,26.916431,-42470.811872,GBP,-56409.732329,USD,0.0,0.0
Trade_3312,Swap,2029-06-01,12.916431,-42819.294893,JPY,-417.521109,USD,0.0,0.0
Trade_1221,Swap,2033-06-01,16.916431,-128646.854941,GBP,-170868.752733,USD,0.0,0.0
Trade_7292,Swap,2026-06-01,9.916431,-184672.671609,GBP,-245282.242432,USD,0.0,0.0
Trade_3223,Swap,2028-06-01,11.918033,-33193.864706,JPY,-323.665750,USD,0.0,0.0
Trade_5477,Swap,2033-06-01,16.916431,27915.526486,AUD,20894.771574,USD,20894.771574,20894.771574
Trade_4786,Swap,2024-06-03,7.923497,-4561.596153,USD,-4561.596153,USD,0.0,0.0
Trade_4970,Swap,2032-06-01,15.918033,574279.030789,JPY,5599.662924,USD,5599.662924,5599.662924
Trade_5849,Swap,2026-06-01,9.916431,-438504.764574,GBP,-582422.028308,USD,0.0,0.0
Trade_5519,Swap,2023-06-01,6.916431,-43299.926436,GBP,-57510.962292,USD,0.0,0.0
Trade_6483,Swap,2036-06-02,19.920765,13064.563396,EUR,14558.496220,USD,14558.49622,14558.49622
Trade_6013,Swap,2030-06-03,13.921910,-67854.119520,USD,-67854.119520,USD,0.0,0.0
Trade_8937,Swap,2026-06-01,9.916431,371241.984994,JPY,3619.895325,USD,3619.895325,3619.895325
Trade_4512,Swap,2028-06-01,11.918033,220254.926390,AUD,164860.812403,USD,164860.812403,164860.812403
Trade_1553,Swap,2021-06-01,4.916431,-3681.447083,JPY,-35.896945,USD,0.0,0.0
Trade_8668,Swap,2028-06-01,11.918033,173909.134003,JPY,1695.748021,USD,1695.748021,1695.748021
Trade_1546,Swap,2040-06-01,23.918033,889522.384503,EUR,991239.269171,USD,991239.269171,991239.269171
Trade_6251,Swap,2030-06-03,13.921910,-19032.362086,AUD,-14245.723021,USD,0.0,0.0
Trade_1844,Swap,2036-06-02,19.920765,116234.705602,AUD,87001.677143,USD,87001.677143,87001.677143
Trade_3149,Swap,2037-06-01,20.916431,284350.616341,JPY,2772.637548,USD,2772.637548,2772.637548
Trade_5571,Swap,2023-06-01,6.916431,31523.136146,AUD,23595.067405,USD,23595.067405,23595.067405
Trade_9877,Swap,2027-06-01,10.916431,116005.487467,USD,116005.487467,USD,116005.487467,116005.487467
Trade_1744,Swap,2042-06-02,25.919171,-114375.316774,USD,-114375.316774,USD,0.0,0.0
Trade_4155,Swap,2030-06-03,13.921910,668757.292116,EUR,745229.688469,USD,745229.688469,745229.688469
Trade_6440,Swap,2023-06-01,6.916431,256826.797325,EUR,286194.941599,USD,286194.941599,286194.941599
Trade_8372,Swap,2045-06-01,28.916431,748556.634991,AUD,560294.641291,USD,560294.641291,560294.641291
Trade_1911,Swap,2026-06-01,9.916431,399504.701318,EUR,445188.063914,USD,445188.063914,445188.063914
Trade_9553,Swap,2039-06-01,22.916431,-199839.633707,AUD,-149579.965830,USD,0.0,0.0
Trade_1986,Swap,2036-06-02,19.920765,-68156.789449,AUD,-51015.356903,USD,0.0,0.0
Trade_3338,Swap,2029-06-01,12.916431,-47812.058435,USD,-47812.058435,USD,0.0,0.0
Trade_7053,Swap,2032-06-01,15.918033,499546.616028,GBP,663497.815409,USD,663497.815409,663497.815409
Trade_6632,Swap,2045-06-01,28.916431,4366.163889,AUD,3268.073671,USD,3268.073671,3268.073671
Trade_3229,Swap,2040-06-01,23.918033,137358.402144,JPY,1339.350230,USD,1339.35023,1339.35023
Trade_7979,Swap,2019-06-03,2.921910,154903.862116,USD,154903.862116,USD,154903.862116,154903.862116
Trade_9341,Swap,2042-06-02,25.919171,283760.322864,GBP,376890.460828,USD,376890.460828,376890.460828
Trade_3454,Swap,2037-06-01,20.916431,73251.263204,AUD,54828.570508,USD,54828.570508,54828.570508
Trade_8354,Swap,2030-06-03,13.921910,-41615.819434,EUR,-46374.588386,USD,0.0,0.0
Trade_2255,Swap,2034-06-01,17.916431,11835.134479,USD,11835.134479,USD,11835.134479,11835.134479
Trade_2434,Swap,2032-06-01,15.918033,15093.046071,EUR,16818.935889,USD,16818.935889,16818.935889
Trade_3264,Swap,2036-06-02,19.920765,-332026.331085,JPY,-3237.512492,USD,0.0,0.0
Trade_2842,Swap,2038-06-01,21.916431,12353.393361,EUR,13766.003892,USD,13766.003892,13766.003892
Trade_2841,Swap,2023-06-01,6.916431,22586.748948,GBP,29999.719953,USD,29999.719953,29999.719953
Trade_2859,Swap,2027-06-01,10.916431,19728.476934,AUD,14766.764985,USD,14766.764985,14766.764985
Trade_5133,Swap,2029-06-01,12.916431,794603.606401,GBP,1055392.510023,USD,1055392.51002,1055392.51002
Trade_2457,Swap,2040-06-01,23.918033,586129.888700,GBP,778497.718172,USD,778497.718172,778497.718172
