#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,161751.5,56476.32,-253836.9,-86114.15,0.0,0.0,161751.5,56476.32,None,56476.32,1667192.6
,CUST_S,126416.331,118343.76,-192405.403,-184890.66,0.0,0.0,126416.331,118343.76,None,118343.76,1309026.97
,CUST_P,121225.103,81133.65,-187193.102,-124203.74,0.0,0.0,121225.103,81133.65,None,81133.65,1245949.51
,CUST_Q,36855.5793,126852.12,-56292.928,-198805.65,0.0,0.0,36855.5793,126852.12,None,126852.12,380014.685
,CUST_V,219745.54,75238.612,-346445.55,-115726.846,0.0,0.0,219745.54,75238.612,None,75238.612,2214578.2
,CUST_W,91377.39,74547.55,-140203.2,-113345.03,0.0,0.0,91377.39,74547.55,None,74547.55,970150.2
,CUST_T,134869.68,203198.77,-205672.04,-317999.75,0.0,0.0,134869.68,203198.77,None,203198.77,1399128.6
,CUST_U,43973.22,142746.742,-69466.62,-224991.462,0.0,0.0,43973.22,142746.742,None,142746.742,441408.6
,CUST_Z,277982.1,18575.878,-437216.1,-26615.72,0.0,0.0,277982.1,18575.878,None,18575.878,2805488.0
,CUST_X,177220.22,65285.66,-279586.63,-98526.97,0.0,0.0,177220.22,65285.66,None,65285.66,1785681.9
,CUST_Y,41461.993,55548.05,-67169.483,-84998.88,0.0,0.0,41461.993,55548.05,None,55548.05,470736.35
,CUST_B,89600.79,67040.821,-139223.64,-99915.626,0.0,0.0,89600.79,67040.821,None,67040.821,916343.7
,CUST_C,73597.161,102390.47,-113925.342,-157050.07,0.0,0.0,73597.161,102390.47,None,102390.47,752584.88
,CUST_A,108158.03,123538.158,-171936.45,-194373.598,0.0,0.0,108158.03,123538.158,None,123538.158,1086445.4
,CUST_F,117329.59,113334.96,-181423.28,-175369.13,0.0,0.0,117329.59,113334.96,None,113334.96,1206172.2
,CUST_G,81457.13,151331.46528,-128765.51,-235020.56108,0.0,0.0,81457.13,151331.46528,None,151331.46528,839429.5
,CUST_D,128191.362,115141.6396,-195455.583,-186763.2622,0.0,0.0,128191.362,115141.6396,None,115141.6396,1335717.14
,CUST_E,257584.28,81180.86,-403203.0,-124486.13,0.0,0.0,257584.28,81180.86,None,81180.86,2614448.6
,CUST_J,101687.88,93861.9472,-157711.86,-147334.6261,0.0,0.0,101687.88,93861.9472,None,93861.9472,1039332.7
,CUST_K,79365.7,64618.27,-125585.76,-100988.58,0.0,0.0,79365.7,64618.27,None,64618.27,802363.6
,CUST_H,166749.183,59071.583,-263738.665,-93295.303,0.0,0.0,166749.183,59071.583,None,59071.583,1678339.32
,CUST_I,162358.04,29335.06,-254828.77,-47219.5,0.0,0.0,162358.04,29335.06,None,29335.06,1709401.16
,CUST_N,36386.929,113844.54,-55696.17,-179824.34,0.0,0.0,36386.929,113844.54,None,113844.54,375673.5
,CUST_O,157126.274,37833.01,-250085.53,-58702.78,0.0,0.0,157126.274,37833.01,None,37833.01,1580841.8
,CUST_L,72961.8797,294521.89,-112503.075,-458066.28,0.0,0.0,72961.8797,294521.89,None,294521.89,749260.473
,CUST_M,78788.276,44919.14,-125104.773,-70878.53,0.0,0.0,78788.276,44919.14,None,44919.14,792430.63
