#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-131019.437341,USD,935960.699177
CSA_41,,,,,,2445504.90509,USD,2451827.33639
CSA_42,,,,,,58952.523008,USD,105263.633226
CSA_43,,,,,,-107426.477451,USD,41202.682531
CSA_44,,,,,,164121.357985,USD,181868.560826
CSA_45,,,,,,-388215.147428,USD,230729.547191
CSA_46,,,,,,568174.586013,USD,715114.886292
CSA_47,,,,,,662023.418502,USD,974410.845973
CSA_48,,,,,,-964094.159335,USD,135125.282635
CSA_49,,,,,,-207801.319213,USD,232734.784834
CSA_59,,,,,,-434582.074133,USD,211.606543
CSA_58,,,,,,-627710.049651,USD,113375.205101
CSA_57,,,,,,-2721210.48433,USD,84298.289165
CSA_56,,,,,,914512.158162,USD,914512.158162
CSA_55,,,,,,729173.963808,USD,729173.963808
CSA_54,,,,,,235032.207438,USD,508262.700933
CSA_53,,,,,,133651.712538,USD,150587.067633
CSA_52,,,,,,182143.970111,USD,182143.970111
CSA_51,,,,,,-892834.266832,USD,92574.885894
CSA_50,,,,,,-208715.776239,USD,0.0
CSA_28,,,,,,492656.871499,USD,721994.456182
CSA_29,,,,,,-746275.9606,USD,195463.319777
CSA_22,,,,,,1344864.75594,USD,1432436.86569
CSA_23,,,,,,2011601.39227,USD,2011601.39227
CSA_20,,,,,,-532233.363532,USD,0.0
CSA_21,,,,,,-166674.995704,USD,58727.259922
CSA_26,,,,,,1288658.84837,USD,1333365.28304
CSA_27,,,,,,-470357.953779,USD,80267.135732
CSA_24,,,,,,-752721.76198,USD,460233.779586
CSA_25,,,,,,972350.073025,USD,1612890.51532
CSA_39,,,,,,-611478.464369,USD,0.0
CSA_38,,,,,,2185250.66258,USD,2455187.99943
CSA_31,,,,,,165389.805824,USD,193420.080537
CSA_30,,,,,,-408730.777515,USD,26992.984971
CSA_33,,,,,,-979142.194234,USD,650530.480772
CSA_32,,,,,,-1102739.78849,USD,874916.705699
CSA_35,,,,,,676499.599257,USD,947260.818722
CSA_34,,,,,,283693.660581,USD,332883.902181
CSA_37,,,,,,579083.329018,USD,661336.269292
CSA_36,,,,,,-232327.705849,USD,35504.203116
CSA_119,,,,,,861407.71831,USD,906572.517291
CSA_118,,,,,,1110687.48636,USD,1113924.99885
CSA_113,,,,,,255788.207779,USD,255788.207779
CSA_112,,,,,,134722.363741,USD,230950.205757
CSA_111,,,,,,228726.14048,USD,623868.328262
CSA_110,,,,,,1655332.24731,USD,1655332.24731
CSA_117,,,,,,413998.513318,USD,460373.101704
CSA_116,,,,,,775197.042991,USD,823009.101426
CSA_115,,,,,,-663686.402498,USD,304898.781823
CSA_114,,,,,,330917.629343,USD,333512.789652
CSA_108,,,,,,-367354.81896,USD,69069.414209
CSA_109,,,,,,1048362.42653,USD,1232758.78123
CSA_100,,,,,,-827614.980433,USD,151963.371668
CSA_101,,,,,,-343346.050241,USD,476.071102
CSA_102,,,,,,-370448.649512,USD,8271.977313
CSA_103,,,,,,692063.236437,USD,717118.946931
CSA_104,,,,,,99180.497775,USD,209293.840756
CSA_105,,,,,,-1556045.00925,USD,98185.811866
CSA_106,,,,,,-570338.857555,USD,575932.836966
CSA_107,,,,,,1013166.72513,USD,2021986.80432
CSA_13,,,,,,114250.047151,USD,207169.812776
CSA_12,,,,,,484584.689962,USD,487497.898582
CSA_11,,,,,,-587983.530837,USD,292336.238356
CSA_10,,,,,,-347124.879097,USD,243806.696022
CSA_17,,,,,,1415362.90953,USD,2083519.6703
CSA_16,,,,,,-842627.880748,USD,22539.981675
CSA_15,,,,,,-449708.209789,USD,1581.356023
CSA_14,,,,,,130624.807898,USD,680163.098742
CSA_19,,,,,,-393073.411955,USD,104707.612217
CSA_18,,,,,,-560553.938158,USD,34032.361954
CSA_130,,,,,,946323.472291,USD,1138999.84372
CSA_88,,,,,,753562.338968,USD,867638.482388
CSA_89,,,,,,8548.123968,USD,1082970.96229
CSA_84,,,,,,-41315.740336,USD,220017.646626
CSA_85,,,,,,-1020819.04076,USD,0.0
CSA_86,,,,,,-372427.979867,USD,352525.771071
CSA_87,,,,,,895859.022117,USD,1034706.12029
CSA_80,,,,,,-219885.433208,USD,0.0
CSA_81,,,,,,-905809.437678,USD,322238.173598
CSA_82,,,,,,288316.376302,USD,341168.987237
CSA_83,,,,,,-157259.596944,USD,12113.198305
CSA_66,,,,,,287562.0427,USD,622544.121905
CSA_67,,,,,,-258725.480913,USD,0.0
CSA_64,,,,,,-538873.372671,USD,81274.500415
CSA_65,,,,,,222885.821663,USD,251759.907496
CSA_62,,,,,,-219144.159181,USD,129627.465465
CSA_63,,,,,,1189269.56943,USD,1499294.89331
