#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base),x
Trade_6531,Swap,2020-06-01,3.939891,4402.845720,EUR,5006.255725,USD,5006.255725,5006.255725
Trade_1418,Swap,2035-06-01,18.938289,-150073.251848,USD,-150073.251848,USD,0.0,0.0
Trade_4055,Swap,2026-06-01,9.938289,-593627.019967,EUR,-674983.603053,USD,0.0,0.0
Trade_6405,Swap,2039-06-01,22.938289,356285.403812,JPY,3364.229905,USD,3364.229905,3364.229905
Trade_1589,Swap,2023-06-01,6.938289,-36456.392394,GBP,-53948.169465,USD,0.0,0.0
Trade_7633,Swap,2024-06-03,7.945355,-3579.529559,USD,-3579.529559,USD,0.0,0.0
Trade_4320,Swap,2045-06-01,28.938289,870348.871361,GBP,1287942.259840,USD,1287942.25984,1287942.25984
Trade_6494,Swap,2025-06-02,8.941029,-136927.493546,GBP,-202625.304949,USD,0.0,0.0
Trade_8826,Swap,2033-06-01,16.938289,-327081.247202,EUR,-371907.732131,USD,0.0,0.0
Trade_1681,Swap,2045-06-01,28.938289,592112.953506,GBP,876208.748598,USD,876208.748598,876208.748598
Trade_5828,Swap,2033-06-01,16.938289,29455.735715,USD,29455.735715,USD,29455.735715,29455.735715
Trade_6164,Swap,2029-06-01,12.938289,-69985.353906,EUR,-79576.846659,USD,0.0,0.0
Trade_5341,Swap,2019-06-03,2.943768,40961.897008,JPY,386.783285,USD,386.783285,386.783285
Trade_9730,Swap,2032-06-01,15.939891,-358360.566678,GBP,-530301.966571,USD,0.0,0.0
Trade_9500,Swap,2034-06-01,17.938289,-1228.313905,EUR,-1396.654325,USD,0.0,0.0
Trade_9435,Swap,2039-06-01,22.938289,-69068.391304,AUD,-52457.443195,USD,0.0,0.0
Trade_3147,Swap,2040-06-01,23.939891,-195365.700766,USD,-195365.700766,USD,0.0,0.0
Trade_7753,Swap,2039-06-01,22.938289,-321657.884558,AUD,-244299.163321,USD,0.0,0.0
Trade_5617,Swap,2034-06-01,17.938289,123814.579209,EUR,140783.367289,USD,140783.367289,140783.367289
Trade_7936,Swap,2034-06-01,17.938289,-182417.448654,USD,-182417.448654,USD,0.0,0.0
Trade_7577,Swap,2026-06-01,9.938289,-29769.466171,GBP,-44052.856040,USD,0.0,0.0
Trade_9119,Swap,2043-06-01,26.938289,-29887.783280,GBP,-44227.941697,USD,0.0,0.0
Trade_3312,Swap,2029-06-01,12.938289,-35029.273234,JPY,-330.764402,USD,0.0,0.0
Trade_1221,Swap,2033-06-01,16.938289,-208463.855334,GBP,-308484.813123,USD,0.0,0.0
Trade_7292,Swap,2026-06-01,9.938289,-157626.681249,GBP,-233255.962912,USD,0.0,0.0
Trade_3223,Swap,2028-06-01,11.939891,-30308.545417,JPY,-286.188864,USD,0.0,0.0
Trade_5477,Swap,2033-06-01,16.938289,22883.609920,AUD,17380.101735,USD,17380.101735,17380.101735
Trade_4786,Swap,2024-06-03,7.945355,631.088998,USD,631.088998,USD,631.088998,631.088998
Trade_4970,Swap,2032-06-01,15.939891,554342.916205,JPY,5234.390733,USD,5234.390733,5234.390733
Trade_5849,Swap,2026-06-01,9.938289,-347258.316730,GBP,-513872.857096,USD,0.0,0.0
Trade_5519,Swap,2023-06-01,6.938289,-59200.146887,GBP,-87604.377364,USD,0.0,0.0
Trade_6483,Swap,2036-06-02,19.942623,17558.031410,EUR,19964.359614,USD,19964.359614,19964.359614
Trade_6013,Swap,2030-06-03,13.943768,-8029.939814,USD,-8029.939814,USD,0.0,0.0
Trade_8937,Swap,2026-06-01,9.938289,352803.640859,JPY,3331.353309,USD,3331.353309,3331.353309
Trade_4512,Swap,2028-06-01,11.939891,159528.120461,AUD,121161.607490,USD,121161.60749,121161.60749
Trade_1553,Swap,2021-06-01,4.938289,-3309.020631,JPY,-31.245474,USD,0.0,0.0
Trade_8668,Swap,2028-06-01,11.939891,168840.603132,JPY,1594.279755,USD,1594.279755,1594.279755
Trade_1546,Swap,2040-06-01,23.939891,777299.861903,EUR,883828.807977,USD,883828.807977,883828.807977
Trade_6251,Swap,2030-06-03,13.943768,-22345.804397,AUD,-16971.638440,USD,0.0,0.0
Trade_1844,Swap,2036-06-02,19.942623,138658.220315,AUD,105310.918329,USD,105310.918329,105310.918329
Trade_3149,Swap,2037-06-01,20.938289,326981.496781,JPY,3087.527353,USD,3087.527353,3087.527353
Trade_5571,Swap,2023-06-01,6.938289,34335.170086,AUD,26077.561680,USD,26077.56168,26077.56168
Trade_9877,Swap,2027-06-01,10.938289,142524.821381,USD,142524.821381,USD,142524.821381,142524.821381
Trade_1744,Swap,2042-06-02,25.941029,-210587.793625,USD,-210587.793625,USD,0.0,0.0
Trade_4155,Swap,2030-06-03,13.943768,622174.578428,EUR,707443.604402,USD,707443.604402,707443.604402
Trade_6440,Swap,2023-06-01,6.938289,244875.653286,EUR,278435.861569,USD,278435.861569,278435.861569
Trade_8372,Swap,2045-06-01,28.938289,796931.809528,AUD,605269.709335,USD,605269.709335,605269.709335
Trade_1911,Swap,2026-06-01,9.938289,369588.926572,EUR,420241.088958,USD,420241.088958,420241.088958
