#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-145964.916084,USD,760441.748534
CSA_41,,,,,,2073855.59932,USD,2084823.86631
CSA_42,,,,,,39961.04785,USD,93147.017441
CSA_43,,,,,,-110116.957929,USD,72997.824738
CSA_44,,,,,,269162.398998,USD,289576.999517
CSA_45,,,,,,-443015.683755,USD,199744.770416
CSA_46,,,,,,509330.72844,USD,646215.009092
CSA_47,,,,,,671282.159058,USD,1013828.27308
CSA_48,,,,,,-966394.444561,USD,11320.326532
CSA_49,,,,,,131125.278456,USD,275215.311093
CSA_59,,,,,,-444403.417721,USD,373.090972
CSA_58,,,,,,-322261.833716,USD,264112.290547
CSA_57,,,,,,-2625675.34874,USD,95489.973229
CSA_56,,,,,,1096799.79318,USD,1096799.79318
CSA_55,,,,,,747560.489155,USD,747560.489155
CSA_54,,,,,,325886.075899,USD,661483.728996
CSA_53,,,,,,133833.536651,USD,178353.903795
CSA_52,,,,,,42213.106219,USD,87871.735668
CSA_51,,,,,,-1071608.68166,USD,61987.241703
CSA_50,,,,,,-187132.388655,USD,0.0
CSA_28,,,,,,274836.852796,USD,617984.898635
CSA_29,,,,,,-539398.547032,USD,245061.7903
CSA_22,,,,,,1160094.53318,USD,1382030.46297
CSA_23,,,,,,1845279.80608,USD,1845324.19123
CSA_20,,,,,,-630352.338174,USD,0.0
CSA_21,,,,,,-90805.064775,USD,50777.542144
CSA_26,,,,,,1034490.3573,USD,1115999.72359
CSA_27,,,,,,-347874.209925,USD,72054.810828
CSA_24,,,,,,-511940.256082,USD,564881.553072
CSA_25,,,,,,766249.335301,USD,1421038.49461
CSA_39,,,,,,-583240.336335,USD,0.0
CSA_38,,,,,,2162893.13109,USD,2352710.05831
CSA_31,,,,,,173769.922249,USD,223295.824428
CSA_30,,,,,,-366604.354581,USD,11433.206592
CSA_33,,,,,,-1339434.88347,USD,574477.850531
CSA_32,,,,,,-806770.593564,USD,843277.46715
CSA_35,,,,,,626492.150879,USD,816157.886059
CSA_34,,,,,,-66160.982858,USD,175091.058683
CSA_37,,,,,,628215.796547,USD,713139.047172
CSA_36,,,,,,-225862.184865,USD,65598.176316
CSA_119,,,,,,603801.868056,USD,804442.835271
CSA_118,,,,,,908515.90601,USD,1018626.98818
CSA_113,,,,,,305610.493148,USD,305610.493148
CSA_112,,,,,,328426.54208,USD,328832.079821
CSA_111,,,,,,173902.323572,USD,774898.880198
CSA_110,,,,,,1450405.92771,USD,1450405.92771
CSA_117,,,,,,659343.322208,USD,713187.389646
CSA_116,,,,,,677820.404071,USD,719372.865586
CSA_115,,,,,,-595562.116798,USD,249574.97212
CSA_114,,,,,,235234.12416,USD,237583.38568
CSA_108,,,,,,-327234.339282,USD,47957.861029
CSA_109,,,,,,980340.854101,USD,1151248.43922
CSA_100,,,,,,-925334.213175,USD,144766.336133
CSA_101,,,,,,-548216.58963,USD,429.724383
CSA_102,,,,,,-484445.741396,USD,14295.801631
CSA_103,,,,,,679242.375453,USD,719308.578047
CSA_104,,,,,,139100.499283,USD,234454.56091
CSA_105,,,,,,-1471493.65035,USD,93357.551389
CSA_106,,,,,,-662962.40894,USD,431229.872345
CSA_107,,,,,,856476.481615,USD,1858738.61388
CSA_13,,,,,,60791.669869,USD,175210.382573
CSA_12,,,,,,384657.08979,USD,387302.331008
CSA_11,,,,,,-481441.260235,USD,336720.047606
CSA_10,,,,,,-446359.95385,USD,211561.425823
CSA_17,,,,,,1586038.4418,USD,2164151.00844
CSA_16,,,,,,-870634.538736,USD,8370.48563
CSA_15,,,,,,-469144.581439,USD,1251.260457
CSA_14,,,,,,-61130.074547,USD,559631.06859
CSA_19,,,,,,-533756.388647,USD,140783.367289
CSA_18,,,,,,-581432.948555,USD,29842.519
CSA_130,,,,,,782893.971468,USD,979469.02408
CSA_88,,,,,,617836.492648,USD,756147.555365
CSA_89,,,,,,77773.622151,USD,914903.627217
CSA_84,,,,,,-33979.15384,USD,178772.314556
CSA_85,,,,,,-873806.675763,USD,0.0
CSA_86,,,,,,-410035.374852,USD,320972.478525
CSA_87,,,,,,1010273.43505,USD,1028750.92357
CSA_80,,,,,,-368746.871087,USD,0.0
CSA_81,,,,,,-708044.895826,USD,390357.451458
CSA_82,,,,,,378599.462691,USD,428598.567176
CSA_83,,,,,,-164378.177419,USD,11199.628833
CSA_66,,,,,,405114.633091,USD,849195.868746
CSA_67,,,,,,-276079.208613,USD,14864.776873
CSA_64,,,,,,-606998.584373,USD,72100.617639
CSA_65,,,,,,266130.315013,USD,315153.528281
CSA_62,,,,,,-143462.018545,USD,120886.247136
CSA_63,,,,,,899961.9144,USD,1407302.24825
CSA_60,,,,,,-668101.478381,USD,300904.043659
CSA_61,,,,,,-167638.530414,USD,11737.210676
CSA_68,,,,,,-202678.471346,USD,161125.023427
CSA_69,,,,,,-154251.276212,USD,360349.347176
CSA_122,,,,,,-46807.283211,USD,98943.881896
CSA_123,,,,,,-37637.788936,USD,8729.05704
CSA_120,,,,,,-458540.534485,USD,2973.674309
CSA_121,,,,,,738407.959406,USD,745658.195909
CSA_126,,,,,,215217.010201,USD,320605.256739
CSA_127,,,,,,1173765.93314,USD,1173765.93314
CSA_124,,,,,,-170103.901644,USD,29668.204263
CSA_125,,,,,,-482530.604952,USD,439175.483796
CSA_128,,,,,,2102157.10357,USD,2118635.73507
CSA_129,,,,,,235555.496775,USD,456794.327127
CSA_99,,,,,,-1551060.43691,USD,8378.192653
CSA_98,,,,,,-7795.59657,USD,513558.931948
CSA_93,,,,,,-27346.230926,USD,509796.791427
CSA_92,,,,,,238096.211174,USD,553306.518187
CSA_91,,,,,,443335.382352,USD,1051907.25331
CSA_90,,,,,,1190477.86799,USD,1192527.06277
CSA_97,,,,,,-479883.062739,USD,200231.263222
CSA_96,,,,,,1309689.58921,USD,1309689.58921
CSA_95,,,,,,653911.853172,USD,1118745.52707
CSA_94,,,,,,-1671189.05906,USD,542700.775178
CSA_75,,,,,,1154682.73462,USD,1303946.65986
CSA_74,,,,,,668545.721191,USD,879133.514816
CSA_77,,,,,,-321541.166106,USD,135471.131942
CSA_76,,,,,,-460487.079784,USD,183641.333825
CSA_71,,,,,,-490913.464494,USD,23245.581466
CSA_70,,,,,,-1537317.10474,USD,73963.496641
CSA_73,,,,,,973731.122147,USD,990734.006061
CSA_72,,,,,,48823.003235,USD,144457.320413
CSA_79,,,,,,1314390.44905,USD,1632279.71279
CSA_78,,,,,,-68628.39635,USD,18118.332795
CSA_3,,,,,,509756.996093,USD,874508.25122
CSA_2,,,,,,1149981.01408,USD,1204001.47656
CSA_1,,,,,,-1348421.01279,USD,239122.197871
CSA_7,,,,,,366382.594568,USD,588830.693154
CSA_6,,,,,,420874.015565,USD,511662.140933
CSA_5,,,,,,-362413.33906,USD,130166.82411
CSA_4,,,,,,153159.121453,USD,301751.14216
CSA_9,,,,,,432645.376673,USD,474222.581986
CSA_8,,,,,,52129.197549,USD,474065.567859
