#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base),x
Trade_6531,Swap,2020-06-01,4.670095,3264.879152,EUR,3644.094866,USD,3644.094866,3644.094866
Trade_1418,Swap,2035-06-01,19.668493,-130971.581585,USD,-130971.581585,USD,0.0,0.0
Trade_4055,Swap,2026-06-01,10.668493,-555300.807856,EUR,-619798.996689,USD,0.0,0.0
Trade_6405,Swap,2039-06-01,23.668493,141366.457667,JPY,1179.843243,USD,1179.843243,1179.843243
Trade_1589,Swap,2023-06-01,7.668493,-80204.966431,GBP,-121245.847754,USD,0.0,0.0
Trade_7633,Swap,2024-06-03,8.675560,-857.908483,USD,-857.908483,USD,0.0,0.0
Trade_4320,Swap,2045-06-01,29.668493,981035.729107,GBP,1483031.711691,USD,1483031.71169,1483031.71169
Trade_6494,Swap,2025-06-02,9.671233,-99707.085412,GBP,-150727.201018,USD,0.0,0.0
Trade_8826,Swap,2033-06-01,17.668493,-294593.279353,EUR,-328810.288750,USD,0.0,0.0
Trade_1681,Swap,2045-06-01,29.668493,446986.078033,GBP,675708.854162,USD,675708.854162,675708.854162
Trade_5828,Swap,2033-06-01,17.668493,23547.628510,USD,23547.628510,USD,23547.62851,23547.62851
Trade_6164,Swap,2029-06-01,13.668493,-191285.624133,EUR,-213503.449376,USD,0.0,0.0
Trade_5341,Swap,2019-06-03,3.673973,39738.792103,JPY,331.659618,USD,331.659618,331.659618
Trade_9730,Swap,2032-06-01,16.670095,-330282.462518,GBP,-499287.998588,USD,0.0,0.0
Trade_9500,Swap,2034-06-01,18.668493,21326.575930,EUR,23803.657724,USD,23803.657724,23803.657724
Trade_9435,Swap,2039-06-01,23.668493,-149097.676055,AUD,-104651.658824,USD,0.0,0.0
Trade_3147,Swap,2040-06-01,24.670095,-274573.562283,USD,-274573.562283,USD,0.0,0.0
Trade_7753,Swap,2039-06-01,23.668493,-358331.237482,AUD,-251512.695589,USD,0.0,0.0
Trade_5617,Swap,2034-06-01,18.668493,181433.666052,EUR,202507.186364,USD,202507.186364,202507.186364
Trade_7936,Swap,2034-06-01,18.668493,-316292.742631,USD,-316292.742631,USD,0.0,0.0
Trade_7577,Swap,2026-06-01,10.668493,-20571.572647,GBP,-31098.046370,USD,0.0,0.0
Trade_9119,Swap,2043-06-01,27.668493,-20830.284810,GBP,-31489.141547,USD,0.0,0.0
Trade_3312,Swap,2029-06-01,13.668493,4360.785794,JPY,36.395081,USD,36.395081,36.395081
Trade_1221,Swap,2033-06-01,17.668493,-271604.300508,GBP,-410584.221077,USD,0.0,0.0
Trade_7292,Swap,2026-06-01,10.668493,-152237.181327,GBP,-230136.947013,USD,0.0,0.0
Trade_3223,Swap,2028-06-01,12.670095,-17855.095320,JPY,-149.018472,USD,0.0,0.0
Trade_5477,Swap,2033-06-01,17.668493,16719.968762,AUD,11735.746074,USD,11735.746074,11735.746074
Trade_4786,Swap,2024-06-03,8.675560,10151.962477,USD,10151.962477,USD,10151.962477,10151.962477
Trade_4970,Swap,2032-06-01,16.670095,474129.542551,JPY,3957.081094,USD,3957.081094,3957.081094
Trade_5849,Swap,2026-06-01,10.668493,-306392.631746,GBP,-463173.741410,USD,0.0,0.0
Trade_5519,Swap,2023-06-01,7.668493,-79563.163478,GBP,-120275.634230,USD,0.0,0.0
Trade_6483,Swap,2036-06-02,20.672827,26089.734966,EUR,29120.057682,USD,29120.057682,29120.057682
Trade_6013,Swap,2030-06-03,14.673973,105417.263664,USD,105417.263664,USD,105417.263664,105417.263664
Trade_8937,Swap,2026-06-01,10.668493,308548.515244,JPY,2575.143261,USD,2575.143261,2575.143261
Trade_4512,Swap,2028-06-01,12.670095,86636.683346,AUD,60810.288040,USD,60810.28804,60810.28804
Trade_1553,Swap,2021-06-01,5.668493,-2499.301237,JPY,-20.859147,USD,0.0,0.0
