#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-196968.05752,USD,543208.688414
CSA_41,,,,,,1607835.59429,USD,1685832.14599
CSA_42,,,,,,-1217.293726,USD,102250.360372
CSA_43,,,,,,-118993.881868,USD,113270.868859
CSA_44,,,,,,351810.613775,USD,377128.856603
CSA_45,,,,,,-537992.86955,USD,155596.664853
CSA_46,,,,,,421497.475653,USD,553475.449309
CSA_47,,,,,,711056.814156,USD,1090477.42492
CSA_48,,,,,,-843696.181536,USD,12490.425115
CSA_49,,,,,,468312.875898,USD,468312.875898
CSA_59,,,,,,-470526.993648,USD,1163.084272
CSA_58,,,,,,-16002.164098,USD,446972.176376
CSA_57,,,,,,-2468627.30667,USD,113695.918272
CSA_56,,,,,,1269612.12087,USD,1269612.12087
CSA_55,,,,,,869116.032253,USD,869116.032253
CSA_54,,,,,,453053.491085,USD,847947.508375
CSA_53,,,,,,154760.580938,USD,287856.941378
CSA_52,,,,,,-75939.463335,USD,84197.623931
CSA_51,,,,,,-1136217.11871,USD,37856.708595
CSA_50,,,,,,-143773.553856,USD,8545.964643
CSA_28,,,,,,-11453.250145,USD,444737.798905
CSA_29,,,,,,-342144.869074,USD,279539.315829
CSA_22,,,,,,888937.199588,USD,1373658.53593
CSA_23,,,,,,1518438.23866,USD,1524129.45063
CSA_20,,,,,,-703271.960926,USD,36.395081
CSA_21,,,,,,19167.216203,USD,91394.625498
CSA_26,,,,,,812759.030012,USD,958273.561648
CSA_27,,,,,,-114748.207286,USD,230352.86841
CSA_24,,,,,,-81430.535399,USD,782653.856665
CSA_25,,,,,,371475.638771,USD,1074090.30627
CSA_39,,,,,,-575694.117211,USD,482.48632
CSA_38,,,,,,2035186.17156,USD,2100180.16797
CSA_31,,,,,,179045.095675,USD,249245.20892
CSA_30,,,,,,-299772.202497,USD,6443.139146
CSA_33,,,,,,-1644739.10566,USD,597924.237379
CSA_32,,,,,,-542330.651475,USD,927015.120667
CSA_35,,,,,,571673.085984,USD,696144.500192
CSA_34,,,,,,-361246.412561,USD,123594.455867
CSA_37,,,,,,660264.860975,USD,750949.011441
CSA_36,,,,,,-224051.219332,USD,115598.586944
CSA_119,,,,,,375312.998713,USD,702536.771861
CSA_118,,,,,,668988.847494,USD,969536.662653
CSA_113,,,,,,415952.272478,USD,415952.272478
CSA_112,,,,,,512337.280313,USD,519354.65324
CSA_111,,,,,,-10272.769672,USD,929912.946578
CSA_110,,,,,,1267833.00106,USD,1267833.00106
CSA_117,,,,,,832463.729286,USD,939489.606307
CSA_116,,,,,,650791.898874,USD,685581.777295
CSA_115,,,,,,-582760.200075,USD,167943.359906
CSA_114,,,,,,78484.357693,USD,79845.150817
CSA_108,,,,,,-299758.445871,USD,17557.725179
CSA_109,,,,,,876549.007796,USD,1067640.89216
CSA_100,,,,,,-952998.974338,USD,187608.611684
CSA_101,,,,,,-723836.236938,USD,206.168662
CSA_102,,,,,,-630480.158599,USD,31766.707153
CSA_103,,,,,,693725.364463,USD,762433.182184
CSA_104,,,,,,173210.350472,USD,258744.209572
CSA_105,,,,,,-1258969.30673,USD,103235.383981
CSA_106,,,,,,-697261.707291,USD,267541.089041
CSA_107,,,,,,653327.767348,USD,1603658.32463
CSA_13,,,,,,77023.495001,USD,300117.249618
CSA_12,,,,,,216047.260331,USD,217147.28621
CSA_11,,,,,,-259863.398602,USD,440479.63918
CSA_10,,,,,,-601305.240086,USD,192338.973718
CSA_17,,,,,,1678345.1676,USD,2158740.56585
CSA_16,,,,,,-867192.487919,USD,4823.938109
CSA_15,,,,,,-474676.647513,USD,1302.863591
CSA_14,,,,,,-332246.42658,USD,387925.066325
CSA_19,,,,,,-744523.472963,USD,202507.186364
CSA_18,,,,,,-665108.502112,USD,47682.945852
CSA_130,,,,,,640433.280888,USD,842852.743457
CSA_88,,,,,,445553.675491,USD,618688.921094
CSA_89,,,,,,131586.649909,USD,657201.053944
CSA_84,,,,,,21340.84642,USD,255737.855095
CSA_85,,,,,,-648808.177203,USD,0.0
CSA_86,,,,,,-506696.25095,USD,296828.600835
CSA_87,,,,,,1038384.31876,USD,1059357.75001
CSA_80,,,,,,-497212.202881,USD,0.0
CSA_81,,,,,,-421382.39481,USD,446209.741575
CSA_82,,,,,,494525.008284,USD,543784.275664
CSA_83,,,,,,-190991.15711,USD,7616.25128
CSA_66,,,,,,478746.360315,USD,1075265.29383
CSA_67,,,,,,-293246.958184,USD,56064.738538
CSA_64,,,,,,-744098.53034,USD,64563.737435
CSA_65,,,,,,300573.969673,USD,395587.733991
CSA_62,,,,,,-50557.867002,USD,104666.861745
CSA_63,,,,,,574133.740946,USD,1231507.02474
CSA_60,,,,,,-767959.977869,USD,323993.996577
CSA_61,,,,,,-172320.89668,USD,8194.037306
CSA_68,,,,,,-168644.950514,USD,94053.301557
CSA_69,,,,,,-442704.661616,USD,227336.692486
CSA_122,,,,,,-81261.857044,USD,66803.127949
CSA_123,,,,,,-43755.526521,USD,16051.325672
CSA_120,,,,,,-357060.89961,USD,0.0
CSA_121,,,,,,551624.148304,USD,553878.575201
CSA_126,,,,,,206970.165007,USD,225105.186387
CSA_127,,,,,,1167120.49322,USD,1167120.49322
CSA_124,,,,,,-195448.687446,USD,44576.159794
CSA_125,,,,,,-408189.19188,USD,402171.226873
