#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-141780.639598,USD,788242.853265
CSA_41,,,,,,2121011.47704,USD,2130570.02154
CSA_42,,,,,,42995.591641,USD,95523.153396
CSA_43,,,,,,-110349.647456,USD,69232.846088
CSA_44,,,,,,254956.709665,USD,275029.821102
CSA_45,,,,,,-435547.24715,USD,203843.46603
CSA_46,,,,,,515757.519802,USD,654598.33577
CSA_47,,,,,,670557.523118,USD,1005926.89043
CSA_48,,,,,,-966495.065374,USD,27110.268614
CSA_49,,,,,,80303.633717,USD,261607.266383
CSA_59,,,,,,-441361.254478,USD,393.645844
CSA_58,,,,,,-385106.707745,USD,221209.587557
CSA_57,,,,,,-2634763.11408,USD,93787.141371
CSA_56,,,,,,1081715.34506,USD,1081715.34506
CSA_55,,,,,,745022.067323,USD,745022.067323
CSA_54,,,,,,302508.318288,USD,625849.964544
CSA_53,,,,,,135054.985883,USD,174017.733545
CSA_52,,,,,,60822.936382,USD,90142.6999
CSA_51,,,,,,-1052845.53871,USD,66126.786328
CSA_50,,,,,,-187777.183885,USD,0.0
CSA_28,,,,,,307526.755152,USD,633699.966427
CSA_29,,,,,,-568213.862001,USD,239361.509694
CSA_22,,,,,,1187401.72109,USD,1378870.88068
CSA_23,,,,,,1866245.1262,USD,1866245.1262
CSA_20,,,,,,-621384.589489,USD,0.0
CSA_21,,,,,,-103904.599198,USD,51983.563803
CSA_26,,,,,,1070855.19649,USD,1146888.5086
CSA_27,,,,,,-367703.455578,USD,73035.882681
CSA_24,,,,,,-549727.078376,USD,539073.601909
CSA_25,,,,,,796951.063071,USD,1447288.98962
CSA_39,,,,,,-587746.64998,USD,0.0
CSA_38,,,,,,2155090.85347,USD,2354045.59853
CSA_31,,,,,,173681.708504,USD,220570.275425
CSA_30,,,,,,-371745.194081,USD,11712.78659
CSA_33,,,,,,-1301958.70213,USD,574555.63294
CSA_32,,,,,,-848723.147139,USD,836785.47174
CSA_35,,,,,,635186.842576,USD,837183.760072
CSA_34,,,,,,-20279.384135,USD,184222.340976
CSA_37,,,,,,625913.453441,USD,709528.631814
CSA_36,,,,,,-232880.731455,USD,61569.58382
CSA_119,,,,,,639143.125246,USD,820242.120092
CSA_118,,,,,,944701.363939,USD,1033957.10177
CSA_113,,,,,,298137.352584,USD,298137.352584
CSA_112,,,,,,307104.295382,USD,307504.830796
CSA_111,,,,,,174703.219623,USD,742691.919499
CSA_110,,,,,,1484238.33246,USD,1484238.33246
CSA_117,,,,,,637796.978357,USD,690193.262744
CSA_116,,,,,,683695.440189,USD,725804.89878
CSA_115,,,,,,-604400.667845,USD,256392.311676
CSA_114,,,,,,250534.839116,USD,252897.776092
CSA_108,,,,,,-328098.297697,USD,53046.05489
CSA_109,,,,,,987008.141401,USD,1160795.30141
CSA_100,,,,,,-916059.591141,USD,145381.131404
CSA_101,,,,,,-508507.555454,USD,429.719333
CSA_102,,,,,,-459662.083208,USD,12024.22845
CSA_103,,,,,,672077.935248,USD,707055.721105
CSA_104,,,,,,128270.610252,USD,226156.346968
CSA_105,,,,,,-1483534.34054,USD,94018.230855
CSA_106,,,,,,-642936.866437,USD,458038.282091
CSA_107,,,,,,892836.94004,USD,1880847.668
CSA_13,,,,,,65441.233222,USD,164040.168112
CSA_12,,,,,,399629.041207,USD,402257.079483
CSA_11,,,,,,-491035.137939,USD,333337.935239
CSA_10,,,,,,-429469.88637,USD,218646.219107
CSA_17,,,,,,1573765.00967,USD,2164553.10404
CSA_16,,,,,,-864324.572157,USD,8387.245186
CSA_15,,,,,,-457680.941709,USD,1244.936948
CSA_14,,,,,,-39257.119036,USD,575667.505013
CSA_19,,,,,,-506821.161469,USD,134269.490526
CSA_18,,,,,,-579946.383989,USD,30299.41411
CSA_130,,,,,,812239.797133,USD,1003981.91449
CSA_88,,,,,,634068.510648,USD,767643.081901
CSA_89,,,,,,71632.118961,USD,942960.797619
CSA_84,,,,,,-36510.857479,USD,185343.769508
CSA_85,,,,,,-904929.988725,USD,0.0
CSA_86,,,,,,-410715.371097,USD,323024.585058
CSA_87,,,,,,996140.930905,USD,1014796.959
CSA_80,,,,,,-352460.752651,USD,0.0
CSA_81,,,,,,-748345.376683,USD,367750.998895
CSA_82,,,,,,368113.53925,USD,418537.280735
CSA_83,,,,,,-163800.642432,USD,11280.220075
CSA_66,,,,,,395999.151637,USD,819144.283551
CSA_67,,,,,,-262891.790792,USD,9378.638902
CSA_64,,,,,,-590519.574917,USD,73023.527146
CSA_65,,,,,,248363.738431,USD,295737.010277
CSA_62,,,,,,-155448.678037,USD,121847.069249
CSA_63,,,,,,935005.086797,USD,1416661.72368
CSA_60,,,,,,-662866.467919,USD,290283.185893
CSA_61,,,,,,-163782.23292,USD,12516.184534
CSA_68,,,,,,-206029.920356,USD,172072.996238
CSA_69,,,,,,-136039.818418,USD,372441.071182
CSA_122,,,,,,-43451.934794,USD,104710.888402
CSA_123,,,,,,-37246.141269,USD,9443.654959
CSA_120,,,,,,-467463.342322,USD,3709.555586
CSA_121,,,,,,761884.589726,USD,770085.854921
CSA_126,,,,,,207859.920475,USD,327803.181506
CSA_127,,,,,,1176481.78766,USD,1176481.78766
CSA_124,,,,,,-169625.670078,USD,26060.904243
CSA_125,,,,,,-468368.542555,USD,446121.357374
CSA_128,,,,,,2026185.82495,USD,2041229.86279
CSA_129,,,,,,243772.572561,USD,464809.608027
CSA_99,,,,,,-1574087.79944,USD,8461.680667
CSA_98,,,,,,-9039.09505,USD,512753.311725
CSA_93,,,,,,-25689.198734,USD,520022.595846
CSA_92,,,,,,224542.161357,USD,544550.748613
CSA_91,,,,,,448621.52312,USD,1063840.74622
CSA_90,,,,,,1163141.34145,USD,1165245.63347
CSA_97,,,,,,-498526.445163,USD,198467.954696
CSA_96,,,,,,1331747.31333,USD,1331747.31333
CSA_95,,,,,,663531.027349,USD,1137346.52254
CSA_94,,,,,,-1703947.6713,USD,551526.154944
CSA_75,,,,,,1126966.47593,USD,1288281.94148
CSA_74,,,,,,682916.710198,USD,879528.782415
CSA_77,,,,,,-292756.344123,USD,139431.364166
CSA_76,,,,,,-451397.325639,USD,201138.094941
CSA_71,,,,,,-503017.614241,USD,23545.924434
CSA_70,,,,,,-1506306.46797,USD,74507.073634
CSA_73,,,,,,983632.431886,USD,999729.694539
CSA_72,,,,,,57037.847623,USD,154601.726567
CSA_79,,,,,,1329150.04632,USD,1659097.13012
CSA_78,,,,,,-65143.301665,USD,17465.401197
