#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,171361.43,53901.29,-278151.4,-83808.57,0.0,0.0,171361.43,53901.29,None,53901.29,1793138.3
,CUST_S,121091.456,107759.73,-187911.795,-172541.3,0.0,0.0,121091.456,107759.73,None,107759.73,1273316.23
,CUST_P,110374.484,95319.75,-173912.451,-150638.68,0.0,0.0,110374.484,95319.75,None,95319.75,1155810.59
,CUST_Q,43482.2268,108353.97,-67681.734,-174447.65,0.0,0.0,43482.2268,108353.97,None,108353.97,455838.51
,CUST_V,197528.21,76309.087,-321326.37,-120267.465,0.0,0.0,197528.21,76309.087,None,76309.087,2021500.6
,CUST_W,91785.67,71241.737,-144005.4,-109355.68,0.0,0.0,91785.67,71241.737,None,71241.737,992466.8
,CUST_T,127256.37,188696.74,-197046.28,-303146.18,0.0,0.0,127256.37,188696.74,None,188696.74,1345342.4
,CUST_U,42630.74,145722.579,-69575.5,-237849.128,0.0,0.0,42630.74,145722.579,None,145722.579,433881.7
,CUST_Z,275357.5,18297.33,-445986.0,-26198.82,0.0,0.0,275357.5,18297.33,None,18297.33,2821861.0
,CUST_X,170158.3,64299.2,-275404.12,-98606.7,0.0,0.0,170158.3,64299.2,None,64299.2,1747946.9
,CUST_Y,34572.765,58173.72,-58249.601,-90551.41,0.0,0.0,34572.765,58173.72,None,58173.72,397722.27
,CUST_B,90688.43,70610.084,-144205.39,-106635.434,0.0,0.0,90688.43,70610.084,None,70610.084,943141.7
,CUST_C,66125.7,99956.54,-103433.753,-156970.2,0.0,0.0,66125.7,99956.54,None,99956.54,691689.48
,CUST_A,107922.37,114255.258,-177926.82,-184657.66,0.0,0.0,107922.37,114255.258,None,114255.258,1098038.4
,CUST_F,104781.06,104209.8,-164294.8,-163907.8,0.0,0.0,104781.06,104209.8,None,104209.8,1100672.3
,CUST_G,71111.99,163916.25691,-116381.24,-261852.70003,0.0,0.0,71111.99,163916.25691,None,163916.25691,744148.2
,CUST_D,132097.85,123244.0884,-205688.817,-208838.6138,0.0,0.0,132097.85,123244.0884,None,123244.0884,1397709.79
,CUST_E,237673.7,76246.85,-381528.6,-117825.94,0.0,0.0,237673.7,76246.85,None,76246.85,2454334.0
,CUST_J,108618.81,81658.5689,-172599.92,-132148.8949,0.0,0.0,108618.81,81658.5689,None,81658.5689,1127943.8
,CUST_K,79586.74,74921.92,-130317.13,-120647.79,0.0,0.0,79586.74,74921.92,None,74921.92,814118.0
,CUST_H,163025.123,56298.195,-266798.066,-91879.24,0.0,0.0,163025.123,56298.195,None,56298.195,1663393.18
,CUST_I,144143.062,33134.95,-232944.557,-55137.33,0.0,0.0,144143.062,33134.95,None,33134.95,1562812.36
,CUST_N,36082.013,123081.44,-56734.86,-201630.09,0.0,0.0,36082.013,123081.44,None,123081.44,377607.1
,CUST_O,149164.57,36645.1,-245664.09,-57537.51,0.0,0.0,149164.57,36645.1,None,36645.1,1523403.4
,CUST_L,85018.1008,277734.02,-134526.9914,-443862.74,0.0,0.0,85018.1008,277734.02,None,277734.02,885428.834
,CUST_M,68093.589,47896.37,-111681.894,-77935.72,0.0,0.0,68093.589,47896.37,None,47896.37,694414.37
