#TradeId,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base),x
Trade_6531,Swap,2020-06-01,3.942623,4465.530805,EUR,5040.021343,USD,5040.021343,5040.021343
Trade_1418,Swap,2035-06-01,18.941021,-151833.857915,USD,-151833.857915,USD,0.0,0.0
Trade_4055,Swap,2026-06-01,9.941021,-598982.941231,EUR,-676042.096620,USD,0.0,0.0
Trade_6405,Swap,2039-06-01,22.941021,350009.155615,JPY,3347.223843,USD,3347.223843,3347.223843
Trade_1589,Swap,2023-06-01,6.941021,-30542.140878,GBP,-44835.862808,USD,0.0,0.0
Trade_7633,Swap,2024-06-03,7.948087,-3752.671329,USD,-3752.671329,USD,0.0,0.0
Trade_4320,Swap,2045-06-01,28.941021,859228.079670,GBP,1261346.820955,USD,1261346.82095,1261346.82095
Trade_6494,Swap,2025-06-02,8.943761,-145176.821227,GBP,-213119.573561,USD,0.0,0.0
Trade_8826,Swap,2033-06-01,16.941021,-331294.776491,EUR,-373915.849486,USD,0.0,0.0
Trade_1681,Swap,2045-06-01,28.941021,615263.135620,GBP,903206.283090,USD,903206.28309,903206.28309
Trade_5828,Swap,2033-06-01,16.941021,29904.580554,USD,29904.580554,USD,29904.580554,29904.580554
Trade_6164,Swap,2029-06-01,12.941021,-61094.603740,EUR,-68954.424511,USD,0.0,0.0
Trade_5341,Swap,2019-06-03,2.946500,41286.560475,JPY,394.833556,USD,394.833556,394.833556
Trade_9730,Swap,2032-06-01,15.942623,-366163.813581,GBP,-537528.478337,USD,0.0,0.0
Trade_9500,Swap,2034-06-01,17.941021,-3333.978869,EUR,-3762.895251,USD,0.0,0.0
Trade_9435,Swap,2039-06-01,22.941021,-54019.913482,AUD,-40460.915198,USD,0.0,0.0
Trade_3147,Swap,2040-06-01,23.942623,-189256.422444,USD,-189256.422444,USD,0.0,0.0
Trade_7753,Swap,2039-06-01,22.941021,-316856.920397,AUD,-237325.833377,USD,0.0,0.0
Trade_5617,Swap,2034-06-01,17.941021,118964.683938,EUR,134269.490526,USD,134269.490526,134269.490526
Trade_7936,Swap,2034-06-01,17.941021,-174047.480976,USD,-174047.480976,USD,0.0,0.0
Trade_7577,Swap,2026-06-01,9.941021,-31599.434430,GBP,-46387.969743,USD,0.0,0.0
Trade_9119,Swap,2043-06-01,26.941021,-31292.801977,GBP,-45937.833302,USD,0.0,0.0
Trade_3312,Swap,2029-06-01,12.941021,-34329.408347,JPY,-328.300595,USD,0.0,0.0
Trade_1221,Swap,2033-06-01,16.941021,-199232.296029,GBP,-292473.010571,USD,0.0,0.0
Trade_7292,Swap,2026-06-01,9.941021,-160938.334658,GBP,-236257.475278,USD,0.0,0.0
Trade_3223,Swap,2028-06-01,11.942623,-30063.768909,JPY,-287.507234,USD,0.0,0.0
Trade_5477,Swap,2033-06-01,16.941021,24226.979743,AUD,18146.007827,USD,18146.007827,18146.007827
Trade_4786,Swap,2024-06-03,7.948087,116.412279,USD,116.412279,USD,116.412279,116.412279
Trade_4970,Swap,2032-06-01,15.942623,552480.197014,JPY,5283.504328,USD,5283.504328,5283.504328
Trade_5849,Swap,2026-06-01,9.941021,-358498.659020,GBP,-526276.031441,USD,0.0,0.0
Trade_5519,Swap,2023-06-01,6.941021,-57175.171029,GBP,-83933.151071,USD,0.0,0.0
Trade_6483,Swap,2036-06-02,19.945355,16816.999635,EUR,18980.506638,USD,18980.506638,18980.506638
Trade_6013,Swap,2030-06-03,13.946500,-13630.727873,USD,-13630.727873,USD,0.0,0.0
Trade_8937,Swap,2026-06-01,9.941021,352030.405209,JPY,3366.553551,USD,3366.553551,3366.553551
Trade_4512,Swap,2028-06-01,11.942623,176574.988490,AUD,132254.666378,USD,132254.666378,132254.666378
Trade_1553,Swap,2021-06-01,4.941021,-3325.984521,JPY,-31.807210,USD,0.0,0.0
Trade_8668,Swap,2028-06-01,11.942623,168460.937370,JPY,1611.033475,USD,1611.033475,1611.033475
Trade_1546,Swap,2040-06-01,23.942623,796225.090828,EUR,898659.448762,USD,898659.448762,898659.448762
Trade_6251,Swap,2030-06-03,13.946500,-21449.206199,AUD,-16065.455443,USD,0.0,0.0
Trade_1844,Swap,2036-06-02,19.945355,132789.335516,AUD,99459.212302,USD,99459.212302,99459.212302
Trade_3149,Swap,2037-06-01,20.941021,334424.778062,JPY,3198.186599,USD,3198.186599,3198.186599
Trade_5571,Swap,2023-06-01,6.941021,33450.525124,AUD,25054.443318,USD,25054.443318,25054.443318
Trade_9877,Swap,2027-06-01,10.941021,140500.872385,USD,140500.872385,USD,140500.872385,140500.872385
Trade_1744,Swap,2042-06-02,25.943761,-196612.072217,USD,-196612.072217,USD,0.0,0.0
Trade_4155,Swap,2030-06-03,13.946500,629757.037269,EUR,710775.280113,USD,710775.280113,710775.280113
