#NettingSet,TradeType,Maturity,MaturityTime,NPV,NpvCurrency,NPV(Base),BaseCurrency,CE(Base)
CSA_40,,,,,,-177407.694899,USD,461680.701609
CSA_41,,,,,,1442462.20083,USD,1595106.63827
CSA_42,,,,,,9650.215351,USD,112993.863713
CSA_43,,,,,,-111451.801523,USD,115457.428357
CSA_44,,,,,,367071.735946,USD,393583.895038
CSA_45,,,,,,-557814.781668,USD,138226.695438
CSA_46,,,,,,426738.895744,USD,535191.591955
CSA_47,,,,,,684630.547743,USD,1050054.83901
CSA_48,,,,,,-846597.75874,USD,29032.893389
CSA_49,,,,,,537376.78146,USD,537376.78146
CSA_59,,,,,,-474905.63897,USD,979.775441
CSA_58,,,,,,98742.716968,USD,538735.753927
CSA_57,,,,,,-2413568.0021,USD,118190.112091
CSA_56,,,,,,1175876.52819,USD,1175876.52819
CSA_55,,,,,,873424.865394,USD,873424.865394
CSA_54,,,,,,473478.50839,USD,876263.587481
CSA_53,,,,,,139159.5044,USD,308451.538221
CSA_52,,,,,,-102419.94161,USD,68485.03905
CSA_51,,,,,,-1127487.65661,USD,31774.314089
CSA_50,,,,,,-132972.589575,USD,20379.377945
CSA_28,,,,,,-93952.451093,USD,391099.955679
CSA_29,,,,,,-253494.363877,USD,279180.283276
CSA_22,,,,,,800360.225113,USD,1314437.48395
CSA_23,,,,,,1436795.09572,USD,1441536.2345
CSA_20,,,,,,-688045.522927,USD,0.0
CSA_21,,,,,,32973.497862,USD,99133.849603
CSA_26,,,,,,635704.793487,USD,793728.380225
CSA_27,,,,,,-83334.224366,USD,237921.018209
CSA_24,,,,,,-35812.596822,USD,774983.414512
CSA_25,,,,,,321780.398953,USD,992219.294812
CSA_39,,,,,,-549202.679508,USD,404.27001
CSA_38,,,,,,2055389.43395,USD,2069795.27366
CSA_31,,,,,,165269.868974,USD,238388.064528
CSA_30,,,,,,-269495.931009,USD,5692.092284
CSA_33,,,,,,-1603009.23498,USD,549807.061013
CSA_32,,,,,,-432740.31217,USD,872676.495189
CSA_35,,,,,,495898.748574,USD,591943.921324
CSA_34,,,,,,-399251.752412,USD,109989.96462
CSA_37,,,,,,625477.137262,USD,712323.424123
CSA_36,,,,,,-232448.011494,USD,119232.351895
CSA_119,,,,,,274807.383989,USD,629703.992528
CSA_118,,,,,,575772.491766,USD,900280.091019
CSA_113,,,,,,422138.650043,USD,422138.650043
CSA_112,,,,,,506132.022265,USD,522753.380608
CSA_111,,,,,,39622.721766,USD,999854.696593
CSA_110,,,,,,1195685.2351,USD,1195685.2351
CSA_117,,,,,,845425.80875,USD,961949.301845
CSA_116,,,,,,617402.12298,USD,649642.000995
CSA_115,,,,,,-540646.702046,USD,153711.447358
CSA_114,,,,,,44998.006053,USD,46516.098911
CSA_108,,,,,,-254995.826402,USD,4291.675608
CSA_109,,,,,,844592.06948,USD,1046663.76811
CSA_100,,,,,,-913346.050889,USD,176301.445635
CSA_101,,,,,,-792757.946793,USD,237.355524
CSA_102,,,,,,-673901.565846,USD,35860.677027
CSA_103,,,,,,707475.305574,USD,785777.820735
CSA_104,,,,,,191313.302509,USD,268855.379584
CSA_105,,,,,,-1249516.22202,USD,85551.768421
CSA_106,,,,,,-695976.358712,USD,202294.413713
CSA_107,,,,,,568806.871126,USD,1503580.39697
CSA_13,,,,,,89232.858184,USD,325713.183428
CSA_12,,,,,,159812.254867,USD,161867.031981
CSA_11,,,,,,-213238.851753,USD,445123.314062
CSA_10,,,,,,-615160.706521,USD,182526.882979
CSA_17,,,,,,1615283.7902,USD,2017296.40815
CSA_16,,,,,,-867732.07664,USD,4918.172919
CSA_15,,,,,,-486625.776351,USD,937.515846
CSA_14,,,,,,-393330.011946,USD,325065.138238
CSA_19,,,,,,-831161.131552,USD,196636.975973
CSA_18,,,,,,-593025.78576,USD,43054.033643
CSA_130,,,,,,538929.931403,USD,747750.867638
CSA_88,,,,,,404884.671084,USD,575472.073111
CSA_89,,,,,,135609.712904,USD,609967.589535
CSA_84,,,,,,8396.373801,USD,253241.724724
CSA_85,,,,,,-567501.696657,USD,16576.807068
CSA_86,,,,,,-509166.926919,USD,275835.228905
CSA_87,,,,,,1054998.50675,USD,1070992.29119
CSA_80,,,,,,-504173.740198,USD,0.0
CSA_81,,,,,,-297461.885999,USD,491681.115069
CSA_82,,,,,,497957.337984,USD,550758.856626
CSA_83,,,,,,-193723.512954,USD,8078.988578
CSA_66,,,,,,472912.415886,USD,1074079.36162
CSA_67,,,,,,-324444.724694,USD,62294.737398
CSA_64,,,,,,-768015.594771,USD,51030.746958
CSA_65,,,,,,310194.377149,USD,426665.668611
CSA_62,,,,,,-7611.23106,USD,101008.694063
CSA_63,,,,,,438928.373138,USD,1135423.03713
CSA_60,,,,,,-726329.911921,USD,344357.676605
CSA_61,,,,,,-159308.641596,USD,7658.433484
CSA_68,,,,,,-134197.066304,USD,84670.774349
CSA_69,,,,,,-505846.310913,USD,196598.026238
CSA_122,,,,,,-70346.703774,USD,60413.38709
CSA_123,,,,,,-56232.238451,USD,17867.219033
CSA_120,,,,,,-375180.003841,USD,0.0
CSA_121,,,,,,480094.968812,USD,480658.248109
CSA_126,,,,,,189377.827705,USD,193497.310218
CSA_127,,,,,,1075861.00856,USD,1075861.00856
CSA_124,,,,,,-165660.418274,USD,54007.653733
