#TradeId,#Counterparty,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CUST_R,174377.34,51889.23,-296916.8,-86788.16,0.0,0.0,174377.34,51889.23,None,51889.23,1829106.6
,CUST_S,116791.304,103716.39,-193920.786,-174930.2,0.0,0.0,116791.304,103716.39,None,103716.39,1237780.39
,CUST_P,112098.104,98430.37,-187732.374,-165522.72,0.0,0.0,112098.104,98430.37,None,98430.37,1183761.73
,CUST_Q,46568.765,102082.279,-77681.301,-172452.17,0.0,0.0,46568.765,102082.279,None,102082.279,490961.113
,CUST_V,190928.44,80634.155,-325325.53,-135363.127,0.0,0.0,190928.44,80634.155,None,80634.155,1967074.4
,CUST_W,94754.12,69964.525,-158705.7,-115503.93,0.0,0.0,94754.12,69964.525,None,69964.525,1031062.2
,CUST_T,126471.4,185354.69,-209847.96,-313464.71,0.0,0.0,126471.4,185354.69,None,185354.69,1347292.0
,CUST_U,45659.65,151933.425,-78027.17,-259850.386,0.0,0.0,45659.65,151933.425,None,151933.425,466240.9
,CUST_Z,283254.1,17912.313,-481819.1,-28612.41,0.0,0.0,283254.1,17912.313,None,17912.313,2921664.0
,CUST_X,169030.66,64320.43,-286890.37,-106605.5,0.0,0.0,169030.66,64320.43,None,64320.43,1751954.4
,CUST_Y,33532.361,61199.26,-58261.292,-101716.56,0.0,0.0,33532.361,61199.26,None,61199.26,383765.2
,CUST_B,91910.1,74155.572,-154821.72,-121842.298,0.0,0.0,91910.1,74155.572,None,74155.572,962116.9
,CUST_C,65757.739,104441.63,-109753.29,-174815.9,0.0,0.0,65757.739,104441.63,None,104441.63,694692.82
,CUST_A,109373.33,116997.629,-188530.85,-199092.89,0.0,0.0,109373.33,116997.629,None,116997.629,1117351.9
,CUST_F,102690.3,103430.73,-171339.94,-173077.7,0.0,0.0,102690.3,103430.73,None,103430.73,1088698.4
,CUST_G,68266.45,163234.04804,-117322.03,-275624.98832,0.0,0.0,68266.45,163234.04804,None,163234.04804,716974.2
,CUST_D,127975.435,130548.2711,-212796.383,-228028.6815,0.0,0.0,127975.435,130548.2711,None,130548.2711,1364518.92
,CUST_E,243807.8,79008.42,-411757.8,-131175.76,0.0,0.0,243807.8,79008.42,None,79008.42,2539066.0
,CUST_J,110525.72,79967.7509,-186178.68,-136171.5827,0.0,0.0,110525.72,79967.7509,None,79967.7509,1156658.7
,CUST_K,85203.27,75647.737,-146321.63,-128522.78,0.0,0.0,85203.27,75647.737,None,75647.737,874754.4
,CUST_H,170326.905,53902.316,-291390.297,-92231.354,0.0,0.0,170326.905,53902.316,None,53902.316,1749016.45
,CUST_I,144477.233,35715.53,-245042.071,-61991.84,0.0,0.0,144477.233,35715.53,None,35715.53,1576323.41
,CUST_N,35177.24,127676.15,-58973.891,-218829.63,0.0,0.0,35177.24,127676.15,None,127676.15,369776.29
,CUST_O,156340.85,36360.72,-268152.44,-60655.15,0.0,0.0,156340.85,36360.72,None,36360.72,1604670.9
,CUST_L,87241.22765,274468.08,-146752.2227,-463198.42,0.0,0.0,87241.22765,274468.08,None,274468.08,913942.549
,CUST_M,69344.833,52367.97,-118937.662,-89255.29,0.0,0.0,69344.833,52367.97,None,52367.97,704596.34
